Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,290.280065,[330  88] ; [ 41 251],[218.41971831 199.58028169] ; [152.58028169 139.41971831],1
s6,1,0.0,124.338361,[347  62] ; [130 159],[279.50286533 129.49713467] ; [197.49713467  91.50286533],1
s7,1,0.0,82.014493,[262 141] ; [ 83 196],[203.86363636 199.13636364] ; [141.13636364 137.86363636],1
s8,1,0.0,72.699581,[242 175] ; [ 75 217],[186.44428773 230.55571227] ; [130.55571227 161.44428773],1
s5,1,0.0,33.254386,[174 224] ; [ 65 224],[138.45997089 259.54002911] ; [100.54002911 188.45997089],1
s4,1,1.2e-05,19.169453,[ 90 324] ; [ 27 264],[ 68.70638298 345.29361702] ; [ 48.29361702 242.70638298],1
p12,1,0.001632,9.923541,[ 42 374] ; [ 11 281],[ 31.14124294 384.85875706] ; [ 21.85875706 270.14124294],0
u4,1,0.008625,6.898838,[ 13 405] ; [  1 294],[  8.20757363 409.79242637] ; [  5.79242637 289.20757363],0
s1,1,0.011832,6.335931,[ 15 397] ; [  2 290],[  9.94886364 402.05113636] ; [  7.05113636 284.94886364],0
d2,1,0.037836,4.312374,[215 203] ; [128 166],[201.36797753 216.63202247] ; [141.63202247 152.36797753],0
n5,1,0.052709,3.753129,[328  89] ; [212  81],[317.15492958  99.84507042] ; [222.84507042  70.15492958],0
d1,1,0.054248,3.705041,[261 157] ; [163 132],[248.57223001 169.42776999] ; [175.42776999 119.57223001],0
v3,1,0.095538,2.778494,[169 236] ; [101 184],[158.47826087 246.52173913] ; [111.52173913 173.47826087],0
n4,1,0.104011,2.642945,[333  83] ; [221  74],[324.14064698  91.85935302] ; [229.85935302  65.14064698],0
a3,1,0.10874,2.572444,[310 106] ; [203  91],[300.57464789 115.42535211] ; [212.42535211  81.57464789],0
a1,1,0.123738,2.369363,[ 21 397] ; [  8 287],[ 17.00140252 400.99859748] ; [ 11.99859748 283.00140252],0
p4,1,0.129798,2.29492,[272 145] ; [176 119],[262.38202247 154.61797753] ; [185.61797753 109.38202247],0
d4,1,0.130758,2.283477,[352  64] ; [236  58],[344.51830986  71.48169014] ; [243.48169014  50.51830986],0
b5,1,0.132385,2.264317,[243 175] ; [188 107],[252.67601683 165.32398317] ; [178.32398317 116.67601683],0
p5,1,0.133869,2.24706,[ 55 362] ; [ 28 266],[ 48.67932489 368.32067511] ; [ 34.32067511 259.67932489],0
p6,1,0.145519,2.118608,[173 241] ; [105 184],[163.71550498 250.28449502] ; [114.28449502 174.71550498],0
u1,1,0.167939,1.901249,[ 82 336] ; [ 46 249],[ 75.04067321 342.95932679] ; [ 52.95932679 242.04067321],0
a6,1,0.191173,1.708551,[282 135] ; [213  82],[289.90870787 127.09129213] ; [205.09129213  89.90870787],0
p10,1,0.198662,1.652182,[354  60] ; [240  53],[347.83026874  66.16973126] ; [246.16973126  46.83026874],0
r1,1,0.204618,1.609105,[351  64] ; [238  56],[344.76022567  70.23977433] ; [244.23977433  49.76022567],0
d5,1,0.238007,1.392358,[339  78] ; [249  45],[344.86075949  72.13924051] ; [243.13924051  50.86075949],0
a2,1,0.243289,1.361435,[108 310] ; [ 65 230],[101.42215989 316.57784011] ; [ 71.57784011 223.42215989],0
u3,1,0.259366,1.272138,[66 40] ; [50 42],[62.1010101 43.8989899] ; [53.8989899 38.1010101],0
n2,1,0.27401,1.196561,[64 17] ; [47 19],[61.16326531 19.83673469] ; [49.83673469 16.16326531],0
p7,1,0.280131,1.166456,[284 122] ; [193  99],[277.45272206 128.54727794] ; [199.54727794  92.45272206],0
b1,1,0.285738,1.139594,[158 260] ; [100 195],[151.25385694 266.74614306] ; [106.74614306 188.25385694],0
r3,1,0.286614,1.135457,[405  11] ; [282  12],[402.52394366  13.47605634] ; [284.47605634   9.52394366],0
p3,1,0.301021,1.069667,[227 190] ; [149 146],[220.21348315 196.78651685] ; [155.78651685 139.21348315],0
b4,1,0.31348,1.015958,[251 167] ; [166 129],[244.4684432 173.5315568] ; [172.5315568 122.4684432],0
