Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,33.290081,[330 370] ; [104  37],[361.23662307 338.76337693] ; [72.76337693 68.23662307],1
s5,1,0.0,28.686349,[205 478] ; [71 60],[231.58230958 451.41769042] ; [44.41769042 86.58230958],1
s6,1,0.0,27.996657,[438 257] ; [119  19],[464.72388956 230.27611044] ; [92.27611044 45.72388956],1
s3,1,5e-06,20.844148,[368 325] ; [105  37],[392.56167665 300.43832335] ; [80.43832335 61.56167665],1
n4,1,0.000186,13.968072,[551 151] ; [92 52],[533.55319149 168.44680851] ; [109.44680851  34.55319149],1
b3,1,0.002869,8.888994,[174 259] ; [16 57],[162.58893281 270.41106719] ; [27.41106719 45.58893281],0
b2,1,0.002869,8.888994,[174 259] ; [16 57],[162.58893281 270.41106719] ; [27.41106719 45.58893281],0
a8,1,0.002973,8.824155,[ 95 545] ; [  7 126],[ 84.45019405 555.54980595] ; [ 17.54980595 115.45019405],0
s7,1,0.009078,6.807512,[316 354] ; [83 57],[330.03703704 339.96296296] ; [68.96296296 71.03703704],0
v2,1,0.016173,5.783988,[389 283] ; [65 74],[376.18742293 295.81257707] ; [77.81257707 61.18742293],0
v3,1,0.018712,5.528239,[281 390] ; [44 97],[268.56527094 402.43472906] ; [56.43472906 84.56527094],0
p11,1,0.032716,4.560585,[556 148] ; [102  42],[546.26415094 157.73584906] ; [111.73584906  32.26415094],0
s8,1,0.043882,4.061099,[300 399] ; [75 69],[310.9430605 388.0569395] ; [64.0569395 79.9430605],0
d3,1,0.04563,3.995209,[469 231] ; [108  35],[479.12218268 220.87781732] ; [97.87781732 45.12218268],0
v1,1,0.057147,3.618294,[379 303] ; [67 76],[368.69333333 313.30666667] ; [77.30666667 65.69333333],0
p6,1,0.06663,3.364156,[240 449] ; [61 81],[249.56558363 439.43441637] ; [51.43441637 90.56558363],0
u2,1,0.086189,2.944153,[117  83] ; [20 25],[111.83673469  88.16326531] ; [25.16326531 19.83673469],0
n5,1,0.113163,2.509478,[525 174] ; [99 45],[517.40925267 181.59074733] ; [106.59074733  37.40925267],0
p2,1,0.173751,1.850279,[580 117] ; [113  31],[574.3412604 122.6587396] ; [118.6587396  25.3412604],0
u4,1,0.191902,1.702955,[ 17 687] ; [  1 143],[ 14.94339623 689.05660377] ; [  3.05660377 140.94339623],0
n1,1,0.201669,1.630247,[64 92] ; [12 28],[60.48979592 95.51020408] ; [15.51020408 24.48979592],0
a1,1,0.252151,1.311346,[ 35 669] ; [  4 140],[ 32.37735849 671.62264151] ; [  6.62264151 137.37735849],0
a2,1,0.269703,1.218255,[172 532] ; [ 29 115],[166.86792453 537.13207547] ; [ 34.13207547 109.86792453],0
