Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,110.805186,[22 39] ; [289  26],[50.45478723 10.54521277] ; [260.54521277  54.45478723],1
d1,1,0.0,100.13684,[ 5 56] ; [237  78],[39.2606383 21.7393617] ; [202.7393617 112.2606383],1
d3,1,0.0,55.620864,[18 43] ; [244  71],[42.50531915 18.49468085] ; [219.49468085  95.50531915],1
a3,1,0.0,28.488974,[28 32] ; [249  64],[44.55764075 15.44235925] ; [232.44235925  80.55764075],1
d2,1,3e-06,22.126011,[15 46] ; [181 134],[31.79787234 29.20212766] ; [164.20212766 150.79787234],1
a5,1,7.4e-05,15.699894,[36 25] ; [258  57],[47.69680851 13.30319149] ; [246.30319149  68.69680851],1
p2,1,0.000335,12.864949,[50 11] ; [299  16],[56.61968085  4.38031915] ; [292.38031915  22.61968085],1
p1,1,0.001204,10.484856,[16 45] ; [ 34 280],[ 8.13333333 52.86666667] ; [ 41.86666667 272.13333333],0
p4,1,0.001385,10.225838,[37 24] ; [250  64],[46.68533333 14.31466667] ; [240.31466667  73.68533333],0
n6,1,0.00386,8.348543,[51 10] ; [295  18],[56.43315508  4.56684492] ; [289.56684492  23.43315508],0
s2,1,0.004931,7.904458,[22 38] ; [175 135],[31.94594595 28.05405405] ; [165.05405405 144.94594595],0
a4,1,0.005101,7.843157,[18 42] ; [156 158],[27.9144385 32.0855615] ; [146.0855615 167.9144385],0
s8,1,0.007873,7.062137,[22 39] ; [170 141],[31.48387097 29.51612903] ; [160.51612903 150.48387097],0
u1,1,0.0082,6.989278,[ 4 57] ; [ 66 249],[11.35638298 49.64361702] ; [ 58.64361702 256.35638298],0
a2,1,0.011228,6.428792,[ 7 54] ; [ 84 231],[14.76329787 46.23670213] ; [ 76.23670213 238.76329787],0
p10,1,0.013524,6.09924,[49 12] ; [284  28],[54.45844504  6.54155496] ; [278.54155496  33.45844504],0
s6,1,0.014255,6.006331,[33 25] ; [221  82],[40.80886427 17.19113573] ; [213.19113573  89.80886427],0
v1,1,0.033823,4.503606,[30 30] ; [200 110],[37.2972973 22.7027027] ; [192.7027027 117.2972973],0
u3,1,0.03762,4.322128,[13 20] ; [40 25],[17.84693878 15.15306122] ; [35.15306122 29.84693878],0
a7,1,0.043913,4.059911,[38 23] ; [235  79],[44.408 16.592] ; [228.592  85.408],0
u2,1,0.064299,3.422872,[13 20] ; [39 27],[17.33333333 15.66666667] ; [34.66666667 31.33333333],0
r1,1,0.068724,3.313243,[47 14] ; [269  43],[51.67828418  9.32171582] ; [264.32171582  47.67828418],0
r3,1,0.069542,3.293801,[56  5] ; [302  10],[58.54691689  2.45308311] ; [299.45308311  12.54691689],0
b2,1,0.070265,3.276826,[ 9 29] ; [ 79 123],[13.93333333 24.06666667] ; [ 74.06666667 127.93333333],0
b3,1,0.070265,3.276826,[ 9 29] ; [ 79 123],[13.93333333 24.06666667] ; [ 74.06666667 127.93333333],0
a8,1,0.071982,3.237244,[ 5 50] ; [ 55 232],[ 9.64912281 45.35087719] ; [ 50.35087719 236.64912281],0
r4,1,0.098312,2.732723,[54  7] ; [297  18],[56.94414894  4.05585106] ; [294.05585106  20.94414894],0
a1,1,0.125715,2.344638,[ 1 60] ; [ 21 294],[ 3.56914894 57.43085106] ; [ 18.43085106 296.56914894],0
