Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,29.527199,[96 20] ; [ 6 16],[85.73913043 30.26086957] ; [16.26086957  5.73913043],1
p6,1,0.334872,0.929965,[26 83] ; [ 3 18],[24.31538462 84.68461538] ; [ 4.68461538 16.31538462],0
b2,1,0.34824,0.87986,[17 49] ; [ 6 10],[18.51219512 47.48780488] ; [ 4.48780488 11.51219512],0
b3,1,0.34824,0.87986,[17 49] ; [ 6 10],[18.51219512 47.48780488] ; [ 4.48780488 11.51219512],0
p1,1,0.354613,0.856882,[  5 110] ; [ 2 20],[  5.87591241 109.12408759] ; [ 1.12408759 20.87591241],0
v2,1,0.459791,0.546403,[54 55] ; [ 9 13],[52.41984733 56.58015267] ; [10.58015267 11.41984733],0
d1,1,0.666315,0.185943,[69 47] ; [12 10],[68.08695652 47.91304348] ; [12.91304348  9.08695652],0
n3,1,0.688251,0.160985,[22 13] ; [5 4],[21.47727273 13.52272727] ; [5.52272727 3.47727273],0
n1,1,0.688251,0.160985,[13 22] ; [4 5],[13.52272727 21.47727273] ; [3.47727273 5.52272727],0
a8,1,0.740003,0.110124,[  8 100] ; [ 2 19],[ 8.37209302 99.62790698] ; [ 1.62790698 19.37209302],0
n2,1,0.872092,0.025922,[25 11] ; [6 3],[24.8 11.2] ; [6.2 2.8],0
p5,1,0.889065,0.019457,[  6 108] ; [ 1 21],[  5.86764706 108.13235294] ; [ 1.13235294 20.86764706],0
a1,1,0.902213,0.015096,[  6 110] ; [ 1 21],[  5.88405797 110.11594203] ; [ 1.11594203 20.88405797],0
s5,1,0.909759,0.012847,[26 83] ; [ 5 17],[25.79389313 83.20610687] ; [ 5.20610687 16.79389313],0
a2,1,0.915029,0.011384,[20 96] ; [ 4 18],[20.17391304 95.82608696] ; [ 3.82608696 18.17391304],0
a5,1,0.927052,0.008382,[75 41] ; [14  8],[74.8115942 41.1884058] ; [14.1884058  7.8115942],0
n4,1,0.94089,0.005498,[57 59] ; [11 11],[57.15942029 58.84057971] ; [10.84057971 11.15942029],0
a3,1,0.941992,0.005295,[80 36] ; [15  7],[79.85507246 36.14492754] ; [15.14492754  6.85507246],0
s4,1,0.993018,7.7e-05,[21 95] ; [ 4 18],[21.01449275 94.98550725] ; [ 3.98550725 18.01449275],0
