Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,66.780314,[292  11] ; [35 21],[275.99164345  27.00835655] ; [51.00835655  4.99164345],1
v4,1,0.000116,14.854192,[295   6] ; [49  7],[290.03921569  10.96078431] ; [53.96078431  2.03921569],1
n4,1,0.000215,13.696957,[264  38] ; [38 18],[254.75977654  47.24022346] ; [47.24022346  8.75977654],1
r3,1,0.000885,11.054727,[295   6] ; [50  6],[290.88235294  10.11764706] ; [54.11764706  1.88235294],1
u1,1,0.001842,9.70051,[ 94 209] ; [ 6 50],[ 84.40111421 218.59888579] ; [15.59888579 40.40111421],0
n5,1,0.006724,7.3452,[246  54] ; [37 19],[238.48314607  61.51685393] ; [44.51685393 11.48314607],0
a2,1,0.006895,7.300165,[104 199] ; [ 9 47],[ 95.37325905 207.62674095] ; [17.62674095 38.37325905],0
r2,1,0.007391,7.175308,[294   7] ; [47  5],[290.76770538  10.23229462] ; [50.23229462  1.76770538],0
s6,1,0.014726,5.948936,[260  40] ; [39 14],[254.10764873  45.89235127] ; [44.89235127  8.10764873],0
n6,1,0.014942,5.923307,[270  30] ; [44 12],[264.60674157  35.39325843] ; [49.39325843  6.60674157],0
d1,1,0.026739,4.907604,[232  71] ; [35 21],[225.35097493  77.64902507] ; [41.64902507 14.35097493],0
d3,1,0.036769,4.3611,[239  64] ; [37 19],[232.94707521  70.05292479] ; [43.05292479 12.94707521],0
s4,1,0.04233,4.121978,[ 60 241] ; [18 38],[ 65.76470588 235.23529412] ; [12.23529412 43.76470588],0
a4,1,0.051589,3.789042,[172 130] ; [24 32],[165.34078212 136.65921788] ; [30.65921788 25.34078212],0
a5,1,0.053217,3.73708,[250  53] ; [40 16],[244.7632312  58.2367688] ; [45.2367688 10.7632312],0
d2,1,0.07366,3.199526,[190 113] ; [28 28],[183.99442897 119.00557103] ; [34.00557103 21.99442897],0
p8,1,0.087146,2.926318,[164 133] ; [23 31],[158.23076923 138.76923077] ; [28.76923077 25.23076923],0
p12,1,0.087618,2.917601,[ 33 268] ; [ 2 54],[ 29.50980392 271.49019608] ; [ 5.49019608 50.50980392],0
a7,1,0.091344,2.850528,[218  85] ; [34 22],[212.6908078  90.3091922] ; [39.3091922 16.6908078],0
a8,1,0.10143,2.682908,[ 50 217] ; [ 5 48],[ 45.890625 221.109375] ; [ 9.109375 43.890625],0
s2,1,0.101706,2.678584,[226  76] ; [36 20],[221.01675978  80.98324022] ; [40.98324022 15.01675978],0
s3,1,0.117914,2.444812,[228  72] ; [37 19],[223.31460674  76.68539326] ; [41.68539326 14.31460674],0
d4,1,0.150991,2.062207,[278  25] ; [48  8],[275.14763231  27.85236769] ; [50.85236769  5.14763231],0
a3,1,0.198153,1.655934,[257  44] ; [44 12],[253.78431373  47.21568627] ; [47.21568627  8.78431373],0
p4,1,0.211366,1.562042,[209  93] ; [34 22],[204.98882682  97.01117318] ; [38.01117318 17.98882682],0
a6,1,0.251308,1.316016,[207  95] ; [34 22],[203.30167598  98.69832402] ; [37.69832402 18.30167598],0
p6,1,0.271557,1.208867,[134 166] ; [28 25],[137.67705382 162.32294618] ; [24.32294618 28.67705382],0
v2,1,0.277657,1.178521,[189 106] ; [31 24],[185.42857143 109.57142857] ; [34.57142857 20.42857143],0
p5,1,0.281535,1.159665,[ 50 250] ; [ 6 49],[ 47.32394366 252.67605634] ; [ 8.67605634 46.32394366],0
p7,1,0.314995,1.009616,[205  86] ; [35 20],[201.84971098  89.15028902] ; [38.15028902 16.84971098],0
s8,1,0.332496,0.939152,[213  88] ; [36 20],[209.94117647  91.05882353] ; [39.05882353 16.94117647],0
p2,1,0.333542,0.935098,[258  44] ; [45 11],[255.60335196  46.39664804] ; [47.39664804  8.60335196],0
p10,1,0.336912,0.922145,[261  40] ; [45 10],[258.7247191  42.2752809] ; [47.2752809  7.7247191],0
u4,1,0.373733,0.791215,[ 13 290] ; [ 1 55],[ 11.81615599 291.18384401] ; [ 2.18384401 53.81615599],0
n1,1,0.42154,0.646017,[28 32] ; [13 10],[29.63855422 30.36144578] ; [11.36144578 11.63855422],0
a1,1,0.464406,0.535255,[ 19 284] ; [ 5 51],[ 20.25626741 282.74373259] ; [ 3.74373259 52.25626741],0
b1,1,0.582178,0.302727,[118 185] ; [24 32],[119.84958217 183.15041783] ; [22.15041783 33.84958217],0
p11,1,0.616145,0.251324,[240  63] ; [46 10],[241.38718663  61.61281337] ; [44.61281337 11.38718663],0
p9,1,0.619799,0.24615,[268  32] ; [47  7],[266.94915254  33.05084746] ; [48.05084746  5.94915254],0
v1,1,0.650776,0.204923,[175 121] ; [29 23],[173.51724138 122.48275862] ; [30.48275862 21.51724138],0
b2,1,0.656103,0.198292,[ 87 126] ; [20 25],[ 88.3372093 124.6627907] ; [18.6627907 26.3372093],0
b3,1,0.656103,0.198292,[ 87 126] ; [20 25],[ 88.3372093 124.6627907] ; [18.6627907 26.3372093],0
p3,1,0.66602,0.186293,[174 128] ; [34 22],[175.46368715 126.53631285] ; [32.53631285 23.46368715],0
s5,1,0.735732,0.113913,[136 156] ; [22 28],[134.9005848 157.0994152] ; [23.0994152 26.9005848],0
