Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,26.338339,[32  9] ; [ 7 29],[20.76623377 20.23376623] ; [18.23376623 17.76623377],1
s6,1,0.000492,12.147482,[36  5] ; [18 17],[29.13157895 11.86842105] ; [24.86842105 10.13157895],1
s4,1,0.008286,6.970684,[12 29] ; [ 2 33],[ 7.55263158 33.44736842] ; [ 6.44736842 28.55263158],0
s5,1,0.009215,6.780699,[17 24] ; [ 5 30],[11.86842105 29.13157895] ; [10.13157895 24.86842105],0
s7,1,0.010278,6.585984,[26 12] ; [13 21],[20.58333333 17.41666667] ; [18.41666667 15.58333333],0
r3,1,0.023887,5.102811,[39  2] ; [28  8],[35.67532468  5.32467532] ; [31.32467532  4.67532468],0
p2,1,0.027236,4.875819,[33  8] ; [20 15],[28.59210526 12.40789474] ; [24.40789474 10.59210526],0
v4,1,0.030248,4.695122,[40  1] ; [30  6],[37.27272727  3.72727273] ; [32.72727273  3.27272727],0
r4,1,0.032802,4.556074,[38  3] ; [27  9],[34.61038961  6.38961039] ; [30.38961039  5.61038961],0
p11,1,0.036179,4.388644,[31 10] ; [19 17],[26.62337662 14.37662338] ; [23.37662338 12.62337662],0
a4,1,0.040957,4.177789,[22 19] ; [11 25],[17.57142857 23.42857143] ; [15.42857143 20.57142857],0
p4,1,0.044463,4.038884,[27 14] ; [15 20],[22.65789474 18.34210526] ; [19.34210526 15.65789474],0
r1,1,0.057317,3.613368,[34  7] ; [23 13],[30.35064935 10.64935065] ; [26.64935065  9.35064935],0
s8,1,0.073125,3.211438,[22 19] ; [12 24],[18.1038961 22.8961039] ; [15.8961039 20.1038961],0
d1,1,0.085326,2.960412,[24 17] ; [14 22],[20.23376623 20.76623377] ; [17.76623377 18.23376623],0
a3,1,0.087789,2.914456,[32  9] ; [21 14],[28.59210526 12.40789474] ; [24.40789474 10.59210526],0
a7,1,0.103731,2.647216,[21 20] ; [25 11],[24.49350649 16.50649351] ; [21.50649351 14.49350649],0
d5,1,0.111465,2.533333,[33  7] ; [24 12],[30. 10.] ; [27.  9.],0
p1,1,0.114223,2.494799,[ 3 38] ; [ 7 29],[ 5.32467532 35.67532468] ; [ 4.67532468 31.32467532],0
p7,1,0.151256,2.059541,[26 14] ; [17 18],[22.93333333 17.06666667] ; [20.06666667 14.93333333],0
b1,1,0.153388,2.038228,[26 15] ; [17 19],[22.8961039 18.1038961] ; [20.1038961 15.8961039],0
u2,1,0.156992,2.002963,[4 5] ; [11  4],[5.625 3.375] ; [9.375 5.625],0
p3,1,0.172849,1.858063,[24 17] ; [15 20],[21.03947368 19.96052632] ; [17.96052632 17.03947368],0
