Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,43.549681,[14 50] ; [36  5],[30.47619048 33.52380952] ; [19.52380952 21.47619048],1
p10,1,0.000455,12.28985,[38 29] ; [38  5],[46.29090909 20.70909091] ; [29.70909091 13.29090909],1
p9,1,0.000505,12.097551,[41 27] ; [39  4],[49.00900901 18.99099099] ; [30.99099099 12.00900901],1
s6,1,0.000942,10.937808,[30 37] ; [33 10],[38.37272727 28.62727273] ; [24.62727273 18.37272727],1
s2,1,0.00216,9.408561,[24 44] ; [28 15],[31.85585586 36.14414414] ; [20.14414414 22.85585586],0
n5,1,0.003719,8.415938,[37 31] ; [35  8],[44.10810811 23.89189189] ; [27.89189189 15.10810811],0
b2,1,0.003828,8.363887,[ 8 34] ; [15 14],[13.6056338 28.3943662] ; [ 9.3943662 19.6056338],0
b3,1,0.003828,8.363887,[ 8 34] ; [15 14],[13.6056338 28.3943662] ; [ 9.3943662 19.6056338],0
s3,1,0.006397,7.434809,[34 33] ; [33 10],[40.80909091 26.19090909] ; [26.19090909 16.80909091],0
p8,1,0.009841,6.663473,[35 32] ; [33 10],[41.41818182 25.58181818] ; [26.58181818 16.41818182],0
a5,1,0.01163,6.366352,[26 42] ; [27 16],[32.46846847 35.53153153] ; [20.53153153 22.46846847],0
p4,1,0.016046,5.797799,[35 33] ; [32 11],[41.04504505 26.95495495] ; [25.95495495 17.04504505],0
p11,1,0.029676,4.727963,[46 22] ; [37  6],[50.84684685 17.15315315] ; [32.15315315 10.84684685],0
r3,1,0.033454,4.522411,[58 10] ; [42  1],[61.26126126  6.73873874] ; [38.73873874  4.26126126],0
n6,1,0.041963,4.13668,[49 19] ; [38  5],[53.2972973 14.7027027] ; [33.7027027  9.2972973],0
s5,1,0.043578,4.072839,[15 52] ; [17 25],[19.66972477 47.33027523] ; [12.33027523 29.66972477],0
u1,1,0.052614,3.756131,[ 1 67] ; [ 4 39],[ 3.06306306 64.93693694] ; [ 1.93693694 41.06306306],0
a6,1,0.056611,3.633975,[35 33] ; [30 13],[39.81981982 28.18018018] ; [25.18018018 17.81981982],0
r4,1,0.060167,3.532763,[50 18] ; [38  5],[53.90990991 14.09009009] ; [34.09009009  8.90990991],0
p1,1,0.069128,3.303617,[ 6 62] ; [ 9 34],[ 9.18918919 58.81081081] ; [ 5.81081081 37.18918919],0
a2,1,0.072791,3.218929,[ 3 65] ; [ 6 37],[ 5.51351351 62.48648649] ; [ 3.48648649 39.51351351],0
v4,1,0.143571,2.139259,[58  9] ; [40  2],[60.23853211  6.76146789] ; [37.76146789  4.23853211],0
p12,1,0.147938,2.093381,[ 4 64] ; [ 6 37],[ 6.12612613 61.87387387] ; [ 3.87387387 39.12612613],0
p5,1,0.18393,1.765583,[ 8 59] ; [ 9 33],[10.44954128 56.55045872] ; [ 6.55045872 35.44954128],0
