Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,39.206995,[ 17 107] ; [23 12],[31.19496855 92.80503145] ; [ 8.80503145 26.19496855],1
a6,1,0.267089,1.231638,[66 63] ; [16 23],[62.96428571 66.03571429] ; [19.03571429 19.96428571],0
p9,1,0.271367,1.209821,[76 50] ; [26 11],[78.84662577 47.15337423] ; [23.15337423 13.84662577],0
b5,1,0.364851,0.821125,[79 50] ; [27 12],[81.39285714 47.60714286] ; [24.60714286 14.39285714],0
u1,1,0.366769,0.814583,[  3 126] ; [ 2 37],[  3.83928571 125.16071429] ; [ 1.16071429 37.83928571],0
p2,1,0.41161,0.674147,[80 49] ; [27 12],[82.16071429 46.83928571] ; [24.83928571 14.16071429],0
b2,1,0.491388,0.473485,[21 46] ; [ 6 19],[19.66304348 47.33695652] ; [ 7.33695652 17.66304348],0
b3,1,0.491388,0.473485,[21 46] ; [ 6 19],[19.66304348 47.33695652] ; [ 7.33695652 17.66304348],0
p5,1,0.495295,0.465004,[  7 122] ; [ 1 36],[  6.21686747 122.78313253] ; [ 1.78313253 35.21686747],0
a4,1,0.539839,0.375839,[ 21 108] ; [ 8 31],[ 22.26785714 106.73214286] ; [ 6.73214286 32.26785714],0
d3,1,0.551107,0.355338,[68 59] ; [23 16],[69.62048193 57.37951807] ; [21.37951807 17.62048193],0
p11,1,0.589333,0.291388,[79 50] ; [22 17],[77.55357143 51.44642857] ; [23.44642857 15.55357143],0
s4,1,0.639622,0.219236,[ 19 109] ; [ 7 32],[ 19.92814371 108.07185629] ; [ 6.07185629 32.92814371],0
a8,1,0.64757,0.208978,[ 11 113] ; [ 4 31],[ 11.69811321 112.30188679] ; [ 3.30188679 31.69811321],0
n3,1,0.654571,0.200186,[31 15] ; [6 4],[30.39285714 15.60714286] ; [6.60714286 3.39285714],0
p6,1,0.680772,0.169258,[ 23 103] ; [ 6 33],[ 22.14545455 103.85454545] ; [ 6.85454545 32.14545455],0
a1,1,0.69887,0.14965,[  5 124] ; [ 1 38],[  4.60714286 124.39285714] ; [ 1.39285714 37.60714286],0
a3,1,0.808825,0.058536,[53 75] ; [17 22],[53.65269461 74.34730539] ; [16.34730539 22.65269461],0
b4,1,0.818153,0.052864,[82 47] ; [24 15],[81.39285714 47.60714286] ; [24.60714286 14.39285714],0
b1,1,0.848078,0.0367,[54 75] ; [17 22],[54.51785714 74.48214286] ; [16.48214286 22.51785714],0
n1,1,0.872809,0.025629,[15 31] ; [3 7],[14.78571429 31.21428571] ; [3.21428571 6.78571429],0
d4,1,0.880002,0.022791,[83 44] ; [26 13],[83.39156627 43.60843373] ; [25.60843373 13.39156627],0
n5,1,0.895114,0.017381,[77 51] ; [23 16],[76.64670659 51.35329341] ; [23.35329341 15.64670659],0
n2,1,0.895905,0.017118,[28 17] ; [6 4],[27.81818182 17.18181818] ; [6.18181818 3.81818182],0
p12,1,0.913657,0.011757,[  3 126] ; [ 1 37],[  3.08982036 125.91017964] ; [ 0.91017964 37.08982036],0
s1,1,0.925849,0.008662,[  6 120] ; [ 2 37],[  6.10909091 119.89090909] ; [ 1.89090909 37.10909091],0
p7,1,0.950052,0.003924,[47 77] ; [15 24],[47.16564417 76.83435583] ; [14.83435583 24.16564417],0
