Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,4.4e-05,16.680026,[92 32] ; [12 21],[82.14012739 41.85987261] ; [21.85987261 11.14012739],1
s2,1,0.005354,7.755956,[49 75] ; [22 11],[56.07643312 67.92356688] ; [14.92356688 18.07643312],0
s7,1,0.021288,5.303082,[40 78] ; [18 14],[45.62666667 72.37333333] ; [12.37333333 19.62666667],0
s5,1,0.028371,4.805362,[30 88] ; [13 15],[34.75342466 83.24657534] ; [ 8.24657534 19.75342466],0
n6,1,0.041333,4.162306,[99 24] ; [21 12],[94.61538462 28.38461538] ; [25.38461538  7.61538462],0
u3,1,0.070158,3.279321,[14 22] ; [10  5],[16.94117647 19.05882353] ; [7.05882353 7.94117647],0
a2,1,0.072194,3.232415,[ 18 106] ; [ 1 32],[ 15.00636943 108.99363057] ; [ 3.99363057 29.00636943],0
a3,1,0.07839,3.097967,[87 36] ; [18 15],[82.78846154 40.21153846] ; [22.21153846 10.78846154],0
p5,1,0.084913,2.968262,[ 17 106] ; [ 1 32],[ 14.19230769 108.80769231] ; [ 3.80769231 29.19230769],0
a6,1,0.101461,2.682432,[76 48] ; [15 18],[71.87261146 52.12738854] ; [19.12738854 13.87261146],0
p11,1,0.101801,2.677093,[93 31] ; [20 13],[89.24840764 34.75159236] ; [23.75159236  9.24840764],0
s8,1,0.142233,2.153631,[36 88] ; [14 19],[39.49044586 84.50955414] ; [10.50955414 22.49044586],0
s3,1,0.148675,2.085796,[53 69] ; [19 14],[56.67096774 65.32903226] ; [15.32903226 17.67096774],0
s6,1,0.158512,1.98836,[67 55] ; [22 10],[70.50649351 51.49350649] ; [18.49350649 13.50649351],0
v2,1,0.221583,1.49409,[58 62] ; [12 21],[54.90196078 65.09803922] ; [15.09803922 17.90196078],0
a8,1,0.226713,1.461368,[ 12 107] ; [ 1 30],[ 10.31333333 108.68666667] ; [ 2.68666667 28.31333333],0
r3,1,0.230286,1.439094,[108  16] ; [26  7],[105.8343949  18.1656051] ; [28.1656051  4.8343949],0
n5,1,0.230967,1.434897,[81 42] ; [18 15],[78.05769231 44.94230769] ; [20.94230769 12.05769231],0
v3,1,0.260808,1.264463,[43 78] ; [ 8 24],[40.33333333 80.66666667] ; [10.66666667 21.33333333],0
u2,1,0.275756,1.187888,[18 18] ; [10  5],[19.76470588 16.23529412] ; [8.23529412 6.76470588],0
v1,1,0.317003,1.001271,[54 63] ; [12 21],[51.48 65.52] ; [14.52 18.48],0
p6,1,0.32387,0.973252,[37 81] ; [13 19],[39.33333333 78.66666667] ; [10.66666667 21.33333333],0
p4,1,0.34757,0.882308,[63 59] ; [14 19],[60.60645161 61.39354839] ; [16.39354839 16.60645161],0
p2,1,0.39172,0.733596,[83 39] ; [25  8],[85.00645161 36.99354839] ; [22.99354839 10.00645161],0
b2,1,0.439369,0.597929,[28 49] ; [10 12],[29.55555556 47.44444444] ; [ 8.44444444 13.55555556],0
b3,1,0.439369,0.597929,[28 49] ; [10 12],[29.55555556 47.44444444] ; [ 8.44444444 13.55555556],0
v4,1,0.440146,0.595902,[102  22] ; [29  4],[103.46496815  20.53503185] ; [27.53503185  5.46496815],0
s1,1,0.456292,0.554974,[  4 119] ; [ 2 31],[  4.73076923 118.26923077] ; [ 1.26923077 31.73076923],0
p8,1,0.500371,0.45415,[47 75] ; [14 17],[48.64052288 73.35947712] ; [12.35947712 18.64052288],0
a1,1,0.517046,0.419782,[ 12 112] ; [ 2 31],[ 11.05732484 112.94267516] ; [ 2.94267516 30.05732484],0
a5,1,0.517909,0.418055,[79 45] ; [19 14],[77.40127389 46.59872611] ; [20.59872611 12.40127389],0
n3,1,0.553746,0.350649,[23 13] ; [10  8],[22. 14.] ; [11.  7.],0
d3,1,0.582806,0.30172,[84 40] ; [24  9],[85.29936306 38.70063694] ; [22.70063694 10.29936306],0
r4,1,0.594778,0.282945,[74 50] ; [18 15],[72.66242038 51.33757962] ; [19.33757962 13.66242038],0
d2,1,0.605106,0.267364,[53 69] ; [16 17],[54.30967742 67.69032258] ; [14.69032258 18.30967742],0
a4,1,0.606649,0.265083,[47 76] ; [11 22],[45.73076923 77.26923077] ; [12.26923077 20.73076923],0
p9,1,0.654332,0.200482,[96 26] ; [24  8],[95.06493506 26.93506494] ; [24.93506494  7.06493506],0
n2,1,0.660549,0.192857,[26 10] ; [14  4],[26.66666667  9.33333333] ; [13.33333333  4.66666667],0
b5,1,0.67806,0.172317,[80 44] ; [20 13],[78.98089172 45.01910828] ; [21.01910828 11.98089172],0
u1,1,0.700198,0.148266,[ 10 114] ; [ 2 31],[  9.47770701 114.52229299] ; [ 2.52229299 30.47770701],0
a7,1,0.75265,0.099317,[79 45] ; [22 11],[79.77070064 44.22929936] ; [21.22929936 11.77070064],0
d1,1,0.779874,0.078111,[71 53] ; [18 15],[70.29299363 53.70700637] ; [18.70700637 14.29299363],0
d5,1,0.811731,0.056736,[100  24] ; [26  7],[99.51592357 24.48407643] ; [26.48407643  6.51592357],0
r2,1,0.839511,0.041014,[94 25] ; [25  6],[94.40666667 24.59333333] ; [24.59333333  6.40666667],0
p3,1,0.850268,0.035636,[54 68] ; [14 19],[53.52258065 68.47741935] ; [14.47741935 18.52258065],0
n1,1,0.901164,0.015423,[13 22] ; [ 7 11],[13.20754717 21.79245283] ; [ 6.79245283 11.20754717],0
p1,1,0.918868,0.010375,[ 12 112] ; [ 3 30],[ 11.84713376 112.15286624] ; [ 3.15286624 29.84713376],0
p7,1,0.937119,0.006224,[60 62] ; [15 16],[59.80392157 62.19607843] ; [15.19607843 15.80392157],0
b4,1,0.942864,0.005137,[76 48] ; [20 13],[75.82165605 48.17834395] ; [20.17834395 12.82165605],0
p10,1,0.951122,0.003757,[85 36] ; [23 10],[84.85714286 36.14285714] ; [23.14285714  9.85714286],0
b1,1,0.959684,0.002555,[52 72] ; [14 19],[52.12738854 71.87261146] ; [13.87261146 19.12738854],0
