Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,48.103846,[136  16] ; [42 44],[113.68067227  38.31932773] ; [64.31932773 21.68067227],1
v4,1,3.8e-05,16.94511,[139  12] ; [62 24],[128.06329114  22.93670886] ; [72.93670886 13.06329114],1
r3,1,4.7e-05,16.557084,[136  16] ; [58 27],[124.42194093  27.57805907] ; [69.57805907 15.42194093],1
r2,1,0.000114,14.893227,[141  11] ; [62 21],[131.30212766  20.69787234] ; [71.69787234 11.30212766],1
u3,1,0.000129,14.652174,[34 13] ; [10 24],[25.5308642 21.4691358] ; [18.4691358 15.5308642],1
s6,1,0.000152,14.342946,[89 61] ; [29 57],[75. 75.] ; [43. 43.],1
d3,1,0.00107,10.701873,[98 53] ; [36 48],[86.10212766 64.89787234] ; [47.89787234 36.10212766],0
a2,1,0.0012,10.490616,[ 41 111] ; [ 8 78],[ 31.29411765 120.70588235] ; [17.70588235 68.29411765],0
d1,1,0.001699,9.849749,[76 76] ; [25 61],[64.50420168 87.49579832] ; [36.49579832 49.50420168],0
u1,1,0.001975,9.573054,[ 29 123] ; [ 4 82],[ 21.07563025 130.92436975] ; [11.92436975 74.07563025],0
s8,1,0.002566,9.092861,[ 50 101] ; [13 73],[ 40.13924051 110.86075949] ; [22.86075949 63.13924051],0
a5,1,0.004044,8.263868,[103  49] ; [42 44],[92.60504202 59.39495798] ; [52.39495798 33.60504202],0
d4,1,0.009152,6.793005,[117  34] ; [53 33],[108.31223629  42.68776371] ; [61.68776371 24.31223629],0
s3,1,0.011577,6.374532,[85 67] ; [33 52],[75.67932489 76.32067511] ; [42.32067511 42.67932489],0
s1,1,0.013284,6.13084,[ 14 136] ; [ 1 85],[  9.53389831 140.46610169] ; [ 5.46610169 80.53389831],0
n4,1,0.018358,5.561654,[111  41] ; [50 36],[102.82352941  49.17647059] ; [58.17647059 27.82352941],0
a4,1,0.021686,5.270773,[73 78] ; [28 57],[64.62288136 86.37711864] ; [36.37711864 48.62288136],0
u2,1,0.022727,5.189229,[30 17] ; [13 21],[24.95061728 22.04938272] ; [18.04938272 15.95061728],0
d5,1,0.023748,5.112944,[112  39] ; [51 34],[104.29237288  46.70762712] ; [58.70762712 26.29237288],0
s2,1,0.025121,5.015518,[68 83] ; [26 60],[59.89029536 91.10970464] ; [34.10970464 51.89029536],0
p11,1,0.034522,4.468655,[99 53] ; [44 42],[91.32773109 60.67226891] ; [51.67226891 34.32773109],0
s7,1,0.049244,3.866999,[56 86] ; [22 61],[49.22666667 92.77333333] ; [28.77333333 54.22666667],0
a1,1,0.091669,2.844821,[  6 146] ; [ 8 78],[  8.94117647 143.05882353] ; [ 5.05882353 80.94117647],0
v1,1,0.094499,2.796018,[52 98] ; [20 63],[ 46.35193133 103.64806867] ; [25.64806867 57.35193133],0
a6,1,0.137034,2.210958,[99 52] ; [48 38],[93.65822785 57.34177215] ; [53.34177215 32.65822785],0
n6,1,0.140055,2.177355,[112  39] ; [56 30],[107.03797468  43.96202532] ; [60.96202532 25.03797468],0
p6,1,0.149404,2.078322,[ 29 122] ; [10 74],[ 25.05957447 125.94042553] ; [13.94042553 70.05957447],0
v3,1,0.16099,1.964903,[ 31 114] ; [12 74],[ 26.99134199 118.00865801] ; [16.00865801 69.99134199],0
p4,1,0.181646,1.784102,[62 88] ; [28 58],[57.20338983 92.79661017] ; [32.79661017 53.20338983],0
a7,1,0.182038,1.780905,[94 58] ; [45 40],[89.14767932 62.85232068] ; [49.85232068 35.14767932],0
a3,1,0.230433,1.438187,[104  47] ; [52 33],[99.81355932 51.18644068] ; [56.18644068 28.81355932],0
p9,1,0.243889,1.357975,[96 56] ; [58 24],[100.03418803  51.96581197] ; [53.96581197 28.03418803],0
n3,1,0.25205,1.311904,[37 17] ; [18 14],[34.53488372 19.46511628] ; [20.46511628 11.53488372],0
p2,1,0.256714,1.286393,[100  51] ; [50 35],[95.97457627 55.02542373] ; [54.02542373 30.97457627],0
d2,1,0.295048,1.096441,[70 81] ; [33 51],[66.18297872 84.81702128] ; [36.81702128 47.18297872],0
b5,1,0.311629,1.02376,[95 57] ; [48 38],[91.32773109 60.67226891] ; [51.67226891 34.32773109],0
s5,1,0.3296,0.950468,[ 40 107] ; [18 66],[ 36.90909091 110.09090909] ; [21.09090909 62.90909091],0
s4,1,0.3526,0.864079,[ 24 125] ; [18 68],[ 26.62978723 122.37021277] ; [15.37021277 70.62978723],0
p10,1,0.36549,0.818942,[92 58] ; [47 38],[88.72340426 61.27659574] ; [50.27659574 34.72340426],0
p7,1,0.397263,0.716596,[53 94] ; [26 59],[50.05603448 96.94396552] ; [28.94396552 56.05603448],0
n2,1,0.403819,0.696925,[36 21] ; [23  9],[37.78651685 19.21348315] ; [21.21348315 10.78651685],0
b2,1,0.453659,0.561493,[36 59] ; [23 29],[38.1292517 56.8707483] ; [20.8707483 31.1292517],0
b3,1,0.453659,0.561493,[36 59] ; [23 29],[38.1292517 56.8707483] ; [20.8707483 31.1292517],0
