Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,4.1e-05,16.810782,[30  7] ; [18 31],[20.65116279 16.34883721] ; [27.34883721 21.65116279],1
p3,1,0.000533,11.994793,[23 15] ; [13 40],[15.03296703 22.96703297] ; [20.96703297 32.03296703],1
p8,1,0.001324,10.308671,[20 17] ; [11 41],[12.88764045 24.11235955] ; [18.11235955 33.88764045],0
p2,1,0.006438,7.423305,[32  6] ; [31 23],[26.02173913 11.97826087] ; [36.97826087 17.02173913],0
b2,1,0.030512,4.68019,[ 4 26] ; [ 9 14],[ 7.35849057 22.64150943] ; [ 5.64150943 17.35849057],0
b3,1,0.030512,4.68019,[ 4 26] ; [ 9 14],[ 7.35849057 22.64150943] ; [ 5.64150943 17.35849057],0
s6,1,0.040637,4.191073,[30  8] ; [31 22],[25.47252747 12.52747253] ; [35.52747253 17.47252747],0
r2,1,0.048919,3.878123,[30  7] ; [50  3],[32.88888889  4.11111111] ; [47.11111111  5.88888889],0
n3,1,0.085886,2.949833,[11  2] ; [13 10],[8.66666667 4.33333333] ; [15.33333333  7.66666667],0
b1,1,0.090279,2.869396,[23 15] ; [23 31],[19. 19.] ; [27. 27.],0
a5,1,0.093183,2.818512,[27 11] ; [29 25],[23.13043478 14.86956522] ; [32.86956522 21.13043478],0
p11,1,0.112001,2.525753,[26 12] ; [28 26],[22.30434783 15.69565217] ; [31.69565217 22.30434783],0
r3,1,0.13919,2.186892,[36  2] ; [45  8],[33.82417582  4.17582418] ; [47.17582418  5.82417582],0
u2,1,0.152881,2.043269,[14  2] ; [12  6],[12.23529412  3.76470588] ; [13.76470588  4.23529412],0
s8,1,0.194651,1.68206,[17 21] ; [17 37],[14.04347826 23.95652174] ; [19.95652174 34.04347826],0
a2,1,0.203436,1.617534,[ 6 32] ; [ 4 50],[ 4.13043478 33.86956522] ; [ 5.86956522 48.13043478],0
p10,1,0.223965,1.478784,[26 12] ; [29 23],[23.22222222 14.77777778] ; [31.77777778 20.22222222],0
a8,1,0.244618,1.353783,[ 2 33] ; [ 7 45],[ 3.62068966 31.37931034] ; [ 5.37931034 46.62068966],0
r1,1,0.251263,1.316266,[24 13] ; [41 13],[26.42857143 10.57142857] ; [38.57142857 15.42857143],0
v1,1,0.263336,1.251134,[13 24] ; [24 27],[15.55681818 21.44318182] ; [21.44318182 29.55681818],0
p6,1,0.271499,1.209159,[11 26] ; [10 41],[ 8.82954545 28.17045455] ; [12.17045455 38.82954545],0
n4,1,0.273171,1.200754,[16 22] ; [29 25],[18.58695652 19.41304348] ; [26.41304348 27.58695652],0
s2,1,0.280089,1.166656,[28 10] ; [34 20],[25.60869565 12.39130435] ; [36.39130435 17.60869565],0
u1,1,0.319777,0.989859,[ 1 37] ; [ 4 50],[ 2.06521739 35.93478261] ; [ 2.93478261 51.06521739],0
d2,1,0.334192,0.932584,[12 26] ; [22 31],[14.1978022 23.8021978] ; [19.8021978 33.1978022],0
d4,1,0.339867,0.910931,[30  8] ; [45  7],[31.66666667  6.33333333] ; [43.33333333  8.66666667],0
p5,1,0.360202,0.837187,[ 2 35] ; [ 1 52],[ 1.23333333 35.76666667] ; [ 1.76666667 51.23333333],0
s7,1,0.414965,0.664531,[14 21] ; [24 25],[15.83333333 19.16666667] ; [22.16666667 26.83333333],0
u3,1,0.447332,0.577404,[12  3] ; [13  6],[11.02941176  3.97058824] ; [13.97058824  5.02941176],0
