Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,4.1e-05,16.810782,[30  7] ; [18 31],[20.65116279 16.34883721] ; [27.34883721 21.65116279],1
a7,1,0.458319,0.549997,[21 17] ; [34 20],[22.7173913 15.2826087] ; [32.2826087 21.7173913],0
d5,1,0.489763,0.477046,[27 11] ; [34 19],[25.47252747 12.52747253] ; [35.52747253 17.47252747],0
a3,1,0.500842,0.453152,[22 16] ; [35 19],[23.54347826 14.45652174] ; [33.45652174 20.54347826],0
v2,1,0.524809,0.404431,[16 19] ; [19 30],[14.58333333 20.41666667] ; [20.41666667 28.58333333],0
r4,1,0.527919,0.398396,[29  9] ; [38 16],[27.67391304 10.32608696] ; [39.32608696 14.67391304],0
n1,1,0.537371,0.380435,[6 6] ; [ 9 14],[5.14285714 6.85714286] ; [ 9.85714286 13.14285714],0
d1,1,0.549479,0.35825,[20 18] ; [25 29],[18.58695652 19.41304348] ; [26.41304348 27.58695652],0
a4,1,0.592225,0.286883,[14 24] ; [17 37],[12.80434783 25.19565217] ; [18.19565217 35.80434783],0
p9,1,0.624811,0.239163,[26 12] ; [33 19],[24.91111111 13.08888889] ; [34.08888889 17.91111111],0
n2,1,0.686225,0.163202,[11  2] ; [19  5],[10.54054054  2.45945946] ; [19.45945946  4.54054054],0
a6,1,0.724477,0.124244,[23 15] ; [34 19],[23.8021978 14.1978022] ; [33.1978022 19.8021978],0
v3,1,0.740918,0.109322,[ 8 27] ; [13 37],[ 8.64705882 26.35294118] ; [12.35294118 37.64705882],0
p12,1,0.747312,0.103804,[ 2 36] ; [ 2 50],[ 1.68888889 36.31111111] ; [ 2.31111111 49.68888889],0
b5,1,0.764822,0.089494,[23 15] ; [31 23],[22.30434783 15.69565217] ; [31.69565217 22.30434783],0
d3,1,0.776611,0.080507,[24 14] ; [35 18],[24.63736264 13.36263736] ; [34.36263736 18.63736264],0
v4,1,0.780231,0.077851,[32  5] ; [46  6],[32.42696629  4.57303371] ; [45.57303371  6.42696629],0
s4,1,0.806845,0.059779,[ 9 29] ; [14 40],[ 9.5 28.5] ; [13.5 40.5],0
p1,1,0.819097,0.052307,[ 3 35] ; [ 5 49],[ 3.30434783 34.69565217] ; [ 4.69565217 49.30434783],0
b4,1,0.823651,0.049663,[22 16] ; [30 24],[21.47826087 16.52173913] ; [30.52173913 23.47826087],0
n5,1,0.882455,0.021862,[17 21] ; [25 29],[17.34782609 20.65217391] ; [24.65217391 29.34782609],0
a1,1,0.930826,0.007535,[ 3 35] ; [ 4 50],[ 2.89130435 35.10869565] ; [ 4.10869565 49.89130435],0
s1,1,0.942748,0.005158,[ 3 34] ; [ 4 48],[ 2.91011236 34.08988764] ; [ 4.08988764 47.91011236],0
s5,1,0.958932,0.002652,[10 27] ; [13 36],[ 9.89534884 27.10465116] ; [13.10465116 35.89534884],0
