Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.003375,8.592584,[21 15] ; [ 54 113],[13.30049261 22.69950739] ; [ 61.69950739 105.30049261],0
s8,1,0.013279,6.131611,[14 22] ; [ 34 138],[ 8.30769231 27.69230769] ; [ 39.69230769 132.30769231],0
r2,1,0.034456,4.471937,[36  1] ; [144  27],[32.01923077  4.98076923] ; [147.98076923  23.01923077],0
p6,1,0.03856,4.280164,[ 9 26] ; [ 21 151],[ 5.07246377 29.92753623] ; [ 24.92753623 147.07246377],0
a3,1,0.048344,3.897977,[28  9] ; [99 71],[22.70048309 14.29951691] ; [104.29951691  65.70048309],0
u1,1,0.064666,3.41349,[ 7 30] ; [ 15 158],[ 3.87619048 33.12380952] ; [ 18.12380952 154.87619048],0
a5,1,0.08621,2.943765,[26 11] ; [95 78],[21.31904762 15.68095238] ; [99.68095238 73.31904762],0
b3,1,0.086831,2.93216,[11 12] ; [28 68],[ 7.53781513 15.46218487] ; [31.46218487 64.53781513],0
b2,1,0.086831,2.93216,[11 12] ; [28 68],[ 7.53781513 15.46218487] ; [31.46218487 64.53781513],0
b4,1,0.092457,2.831067,[16 21] ; [101  72],[20.61428571 16.38571429] ; [96.38571429 76.61428571],0
r4,1,0.099623,2.711568,[31  6] ; [122  51],[26.95714286 10.04285714] ; [126.04285714  46.95714286],0
p8,1,0.11405,2.497191,[15 21] ; [ 49 124],[11.02392344 24.97607656] ; [ 52.97607656 120.02392344],0
d2,1,0.160947,1.965304,[18 18] ; [ 64 107],[14.26086957 21.73913043] ; [ 67.73913043 103.26086957],0
p9,1,0.166443,1.914696,[27  9] ; [105  62],[23.408867 12.591133] ; [108.591133  58.408867],0
p10,1,0.179935,1.798162,[25 12] ; [95 76],[21.34615385 15.65384615] ; [98.65384615 72.34615385],0
u3,1,0.182937,1.773605,[6 3] ; [32 42],[4.12048193 4.87951807] ; [33.87951807 40.12048193],0
d1,1,0.187202,1.739503,[18 19] ; [ 64 109],[14.44761905 22.55238095] ; [ 67.55238095 105.44761905],0
s7,1,0.192699,1.69686,[13 21] ; [ 45 121],[ 9.86 24.14] ; [ 48.14 117.86],0
p1,1,0.210032,1.571208,[ 4 33] ; [  9 161],[ 2.3236715 34.6763285] ; [ 10.6763285 159.3236715],0
a8,1,0.262834,1.253769,[ 2 33] ; [ 20 143],[ 3.88888889 31.11111111] ; [ 18.11111111 144.88888889],0
n3,1,0.266664,1.233827,[7 2] ; [41 29],[5.46835443 3.53164557] ; [42.53164557 27.46835443],0
s5,1,0.282353,1.155731,[10 25] ; [ 35 137],[ 7.60869565 27.39130435] ; [ 37.39130435 134.60869565],0
v1,1,0.299828,1.07496,[13 23] ; [ 47 124],[10.43478261 25.56521739] ; [ 49.56521739 121.43478261],0
d5,1,0.314602,1.011256,[27 10] ; [110  61],[24.37019231 12.62980769] ; [112.62980769  58.37019231],0
d4,1,0.326334,0.963392,[28  9] ; [116  56],[25.49282297 11.50717703] ; [118.50717703  53.49282297],0
p2,1,0.355131,0.855038,[26 11] ; [107  65],[23.54545455 13.45454545] ; [109.45454545  62.54545455],0
n5,1,0.360397,0.83651,[21 16] ; [112  61],[23.43333333 13.56666667] ; [109.56666667  63.43333333],0
p5,1,0.392948,0.7298,[ 3 34] ; [  8 164],[ 1.94736842 35.05263158] ; [  9.05263158 162.94736842],0
s6,1,0.412318,0.672106,[18 17] ; [75 96],[15.80097087 19.19902913] ; [77.19902913 93.80097087],0
a6,1,0.412598,0.671303,[24 13] ; [99 73],[21.77511962 15.22488038] ; [101.22488038  70.77511962],0
a7,1,0.431283,0.619365,[20 17] ; [105  67],[22.1291866 14.8708134] ; [102.8708134  69.1291866],0
d3,1,0.440321,0.595444,[17 20] ; [90 80],[19.12560386 17.87439614] ; [87.87439614 82.12560386],0
s3,1,0.443379,0.587521,[18 19] ; [71 99],[15.90821256 21.09178744] ; [73.09178744 96.90821256],0
v4,1,0.453288,0.562418,[32  5] ; [139  32],[30.41826923  6.58173077] ; [140.58173077  30.41826923],0
n2,1,0.516921,0.420033,[7 2] ; [49 24],[6.14634146 2.85365854] ; [49.85365854 23.14634146],0
b5,1,0.590949,0.288865,[24 13] ; [104  69],[22.55238095 14.44761905] ; [105.44761905  67.55238095],0
p11,1,0.590949,0.288865,[24 13] ; [104  69],[22.55238095 14.44761905] ; [105.44761905  67.55238095],0
v3,1,0.600967,0.27354,[ 7 29] ; [ 27 143],[ 5.94174757 30.05825243] ; [ 28.05825243 141.94174757],0
n6,1,0.607965,0.263149,[24 13] ; [119  53],[25.31578947 11.68421053] ; [117.68421053  54.31578947],0
b1,1,0.65728,0.196844,[16 21] ; [ 68 105],[14.8 22.2] ; [ 69.2 103.8],0
s2,1,0.658356,0.195527,[13 24] ; [ 54 118],[11.86124402 25.13875598] ; [ 55.13875598 116.86124402],0
a4,1,0.699957,0.148516,[14 23] ; [ 59 112],[12.98557692 24.01442308] ; [ 60.01442308 110.98557692],0
s4,1,0.707551,0.140735,[ 7 30] ; [ 28 143],[ 6.22596154 30.77403846] ; [ 28.77403846 142.22596154],0
