Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,55.472688,[ 36 616] ; [26 65],[ 54.4064603 597.5935397] ; [ 7.5935397 83.4064603],1
p12,1,0.0,50.342799,[ 37 614] ; [25 65],[ 54.46963563 596.53036437] ; [ 7.53036437 82.46963563],1
s5,1,0.0,43.175828,[196 439] ; [56 27],[222.86908078 412.13091922] ; [29.13091922 53.86908078],1
p4,1,0.0,34.229599,[370 282] ; [80 10],[395.41778976 256.58221024] ; [54.58221024 35.41778976],1
p3,1,0.0,33.410247,[306 348] ; [72 19],[331.82818792 322.17181208] ; [46.17181208 44.82818792],1
p8,1,0.0,32.681259,[318 326] ; [74 17],[343.46666667 300.53333333] ; [48.53333333 42.46666667],1
p6,1,0.0,28.697656,[224 423] ; [57 32],[247.02038043 399.97961957] ; [33.97961957 55.02038043],1
a1,1,2e-06,22.548173,[ 21 634] ; [13 78],[ 29.85254692 625.14745308] ; [ 4.14745308 86.85254692],1
s7,1,5e-05,16.45363,[299 329] ; [61 25],[316.63865546 311.36134454] ; [43.36134454 42.63865546],1
s6,1,0.000273,13.24752,[429 214] ; [74 12],[443.6611797 199.3388203] ; [59.3388203 26.6611797],1
b5,1,0.00044,12.353535,[407 248] ; [39 52],[391.59517426 263.40482574] ; [54.40482574 36.59517426],1
v3,1,0.00065,11.626192,[248 390] ; [51 37],[262.75757576 375.24242424] ; [36.24242424 51.75757576],1
p7,1,0.000687,11.523728,[401 240] ; [72 17],[415.33287671 225.66712329] ; [57.66712329 31.33287671],1
n4,1,0.00222,9.357763,[514 139] ; [84  7],[524.85752688 128.14247312] ; [73.14247312 17.85752688],0
s8,1,0.002332,9.268051,[283 368] ; [55 36],[296.54716981 354.45283019] ; [41.45283019 49.54716981],0
v1,1,0.003241,8.666579,[337 303] ; [61 27],[349.89010989 290.10989011] ; [48.10989011 39.89010989],0
s1,1,0.004887,7.920944,[ 15 630] ; [ 7 84],[ 19.2798913 625.7201087] ; [ 2.7201087 88.2798913],0
n5,1,0.005049,7.86194,[504 148] ; [82  9],[514.22880215 137.77119785] ; [71.77119785 19.22880215],0
p10,1,0.017035,5.692786,[531 116] ; [82  7],[538.8736413 108.1263587] ; [74.1263587 14.8736413],0
p9,1,0.031772,4.610741,[548  96] ; [85  6],[554.62857143  89.37142857] ; [78.37142857 12.62857143],0
a2,1,0.034991,4.445611,[167 488] ; [14 77],[158.92091153 496.07908847] ; [22.07908847 68.92091153],0
r2,1,0.038652,4.276086,[622  26] ; [82  8],[618.14634146  29.85365854] ; [85.85365854  4.14634146],0
u4,1,0.040904,4.179994,[ 13 642] ; [ 5 86],[ 15.80428954 639.19571046] ; [ 2.19571046 88.80428954],0
s2,1,0.05655,3.635769,[322 325] ; [55 36],[330.51355014 316.48644986] ; [46.48644986 44.51355014],0
b3,1,0.061595,3.493917,[141 240] ; [32 33],[147.78699552 233.21300448] ; [25.21300448 39.78699552],0
b2,1,0.061595,3.493917,[141 240] ; [32 33],[147.78699552 233.21300448] ; [25.21300448 39.78699552],0
s3,1,0.099508,2.713419,[352 293] ; [58 33],[359.30706522 285.69293478] ; [50.69293478 40.30706522],0
p2,1,0.102625,2.664275,[545 108] ; [82  9],[550.31048387 102.68951613] ; [76.68951613 14.31048387],0
a3,1,0.131957,2.269329,[459 193] ; [71 20],[465.08748318 186.91251682] ; [64.91251682 26.08748318],0
p11,1,0.173389,1.853399,[530 125] ; [79 12],[534.71179625 120.28820375] ; [74.28820375 16.71179625],0
a6,1,0.215444,1.534461,[445 209] ; [56 35],[439.80402685 214.19597315] ; [61.19597315 29.80402685],0
n3,1,0.222883,1.485714,[107  33] ; [10  6],[105.  35.] ; [12.  4.],0
r4,1,0.303287,1.059684,[607  48] ; [87  4],[609.34316354  45.65683646] ; [84.65683646  6.34316354],0
d3,1,0.328683,0.954078,[457 197] ; [59 32],[452.97181208 201.02818792] ; [63.02818792 27.97181208],0
a4,1,0.329242,0.951877,[301 352] ; [37 54],[296.65860215 356.34139785] ; [41.34139785 49.65860215],0
d5,1,0.349122,0.876645,[536 117] ; [71 20],[532.75672043 120.24327957] ; [74.24327957 16.75672043],0
a8,1,0.358727,0.842344,[ 85 511] ; [15 68],[ 87.77614138 508.22385862] ; [12.22385862 70.77614138],0
s4,1,0.36268,0.828593,[112 534] ; [12 77],[108.98503401 537.01496599] ; [15.01496599 73.98503401],0
n1,1,0.371351,0.799137,[49 91] ; [7 8],[50.58064516 89.41935484] ; [5.41935484 9.58064516],0
a7,1,0.389442,0.740682,[480 173] ; [63 28],[476.58467742 176.41532258] ; [66.41532258 24.58467742],0
u2,1,0.406781,0.68819,[97 96] ; [12  8],[98.76525822 94.23474178] ; [10.23474178  9.76525822],0
u1,1,0.487353,0.482365,[128 527] ; [15 76],[125.55630027 529.44369973] ; [17.44369973 73.55630027],0
b1,1,0.551095,0.355359,[231 424] ; [35 56],[233.55227882 421.44772118] ; [32.44772118 58.55227882],0
n2,1,0.587554,0.294181,[105  35] ; [11  5],[104.1025641  35.8974359] ; [11.8974359  4.1025641],0
b4,1,0.600314,0.274523,[386 269] ; [51 40],[383.69302949 271.30697051] ; [53.30697051 37.69302949],0
u3,1,0.615226,0.252635,[105  89] ; [12  8],[106.06542056  87.93457944] ; [10.93457944  9.06542056],0
v4,1,0.705322,0.142995,[627  27] ; [88  3],[627.66442953  26.33557047] ; [87.33557047  3.66442953],0
r1,1,0.777915,0.079545,[522 130] ; [74 17],[523.00403769 128.99596231] ; [72.99596231 18.00403769],0
d4,1,0.795497,0.067174,[539 115] ; [76 15],[539.87919463 114.12080537] ; [75.12080537 15.87919463],0
d2,1,0.824784,0.049016,[322 331] ; [46 45],[322.98924731 330.01075269] ; [45.01075269 45.98924731],0
v2,1,0.845761,0.037842,[366 266] ; [50 38],[365.15555556 266.84444444] ; [50.84444444 37.15555556],0
d1,1,0.948574,0.00416,[391 264] ; [54 37],[390.71715818 264.28284182] ; [54.28284182 36.71715818],0
a5,1,0.993757,6.1e-05,[482 173] ; [67 24],[482.0308311 172.9691689] ; [66.9691689 24.0308311],0
