Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4e-06,21.377549,[25  9] ; [13 42],[14.51685393 19.48314607] ; [23.48314607 31.51685393],1
p4,1,2.9e-05,17.514625,[27  7] ; [19 37],[17.37777778 16.62222222] ; [28.62222222 27.37777778],1
p3,1,0.000142,14.479308,[23 11] ; [15 41],[14.35555556 19.64444444] ; [23.64444444 32.35555556],1
p7,1,0.000245,13.450105,[27  6] ; [23 32],[18.75 14.25] ; [31.25 23.75],1
s7,1,0.007378,7.178498,[24  8] ; [25 30],[18.02298851 13.97701149] ; [30.97701149 24.02298851],0
s8,1,0.009973,6.639747,[19 15] ; [16 40],[13.22222222 20.77777778] ; [21.77777778 34.22222222],0
p1,1,0.022909,5.175369,[ 6 28] ; [ 2 54],[ 3.02222222 30.97777778] ; [ 4.97777778 51.02222222],0
b1,1,0.025708,4.975562,[17 17] ; [15 41],[12.08888889 21.91111111] ; [19.91111111 36.08888889],0
a4,1,0.075667,3.155607,[16 18] ; [16 40],[12.08888889 21.91111111] ; [19.91111111 36.08888889],0
r2,1,0.084366,2.978715,[32  1] ; [47  8],[29.625  3.375] ; [49.375  5.625],0
d2,1,0.125326,2.349469,[19 15] ; [22 34],[15.48888889 18.51111111] ; [25.51111111 30.48888889],0
p12,1,0.130848,2.282413,[ 4 30] ; [ 2 54],[ 2.26666667 31.73333333] ; [ 3.73333333 52.26666667],0
a5,1,0.150705,2.065099,[24 10] ; [31 25],[20.77777778 13.22222222] ; [34.22222222 21.77777778],0
d1,1,0.157899,1.994229,[21 13] ; [26 30],[17.75555556 16.24444444] ; [29.24444444 26.75555556],0
p9,1,0.167564,1.904606,[29  5] ; [40 15],[26.35955056  7.64044944] ; [42.64044944 12.35955056],0
n6,1,0.20113,1.634154,[24 10] ; [46 10],[26.44444444  7.55555556] ; [43.55555556 12.44444444],0
s5,1,0.203928,1.614015,[15 13] ; [21 33],[12.29268293 15.70731707] ; [23.70731707 30.29268293],0
