Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.026691,4.910714,[18  3] ; [6 6],[15.27272727  5.72727273] ; [8.72727273 3.27272727],0
p6,1,0.077464,3.117321,[ 3 18] ; [5 7],[ 5.09090909 15.90909091] ; [2.90909091 9.09090909],0
v4,1,0.088029,2.910053,[19  2] ; [8 4],[17.18181818  3.81818182] ; [9.81818182 2.18181818],0
a7,1,0.09234,2.833104,[15  6] ; [5 7],[12.72727273  8.27272727] ; [7.27272727 4.72727273],0
b4,1,0.09234,2.833104,[15  6] ; [5 7],[12.72727273  8.27272727] ; [7.27272727 4.72727273],0
n5,1,0.09234,2.833104,[15  6] ; [5 7],[12.72727273  8.27272727] ; [7.27272727 4.72727273],0
b5,1,0.12471,2.357143,[16  5] ; [6 6],[14.  7.] ; [8. 4.],0
p9,1,0.186923,1.741707,[ 4 16] ; [5 7],[ 5.625 14.375] ; [3.375 8.625],0
b1,1,0.188004,1.733193,[ 9 12] ; [8 4],[10.81818182 10.18181818] ; [6.18181818 5.81818182],0
p4,1,0.188004,1.733193,[12  9] ; [4 8],[10.18181818 10.81818182] ; [5.81818182 6.18181818],0
v2,1,0.19757,1.660248,[ 8 13] ; [ 2 10],[ 6.36363636 14.63636364] ; [3.63636364 8.36363636],0
r2,1,0.210909,1.565175,[18  2] ; [8 3],[16.77419355  3.22580645] ; [9.22580645 1.77419355],0
p7,1,0.218331,1.515306,[ 6 15] ; [6 6],[ 7.63636364 13.36363636] ; [4.36363636 7.63636364],0
p1,1,0.252481,1.309524,[ 1 20] ; [ 2 10],[ 1.90909091 19.09090909] ; [ 1.09090909 10.90909091],0
a6,1,0.261366,1.261508,[ 8 13] ; [7 5],[ 9.54545455 11.45454545] ; [5.45454545 6.54545455],0
n4,1,0.261366,1.261508,[13  8] ; [5 7],[11.45454545  9.54545455] ; [6.54545455 5.45454545],0
r1,1,0.261366,1.261508,[13  8] ; [5 7],[11.45454545  9.54545455] ; [6.54545455 5.45454545],0
d5,1,0.282932,1.15295,[16  5] ; [7 5],[14.63636364  6.36363636] ; [8.36363636 3.63636364],0
u2,1,0.333998,0.933333,[2 6] ; [3 3],[2.85714286 5.14285714] ; [2.14285714 3.85714286],0
s2,1,0.40292,0.699595,[13  7] ; [6 6],[11.875  8.125] ; [7.125 4.875],0
d1,1,0.442695,0.589286,[ 8 13] ; [3 9],[ 7. 14.] ; [4. 8.],0
r4,1,0.442695,0.589286,[15  6] ; [7 5],[14.  7.] ; [8. 4.],0
d3,1,0.505643,0.443072,[13  8] ; [6 6],[12.09090909  8.90909091] ; [6.90909091 5.09090909],0
a3,1,0.505643,0.443072,[13  8] ; [6 6],[12.09090909  8.90909091] ; [6.90909091 5.09090909],0
n1,1,0.515305,0.42328,[2 5] ; [4 5],[2.625 4.375] ; [3.375 5.625],0
a5,1,0.553564,0.350972,[11 10] ; [5 7],[10.18181818 10.81818182] ; [5.81818182 6.18181818],0
r3,1,0.554563,0.349206,[16  5] ; [8 4],[15.27272727  5.72727273] ; [8.72727273 3.27272727],0
p11,1,0.59015,0.29011,[ 9 12] ; [4 8],[ 8.27272727 12.72727273] ; [4.72727273 7.27272727],0
s7,1,0.610863,0.25892,[11  9] ; [5 6],[10.32258065  9.67741935] ; [5.67741935 5.32258065],0
d4,1,0.616311,0.251087,[14  7] ; [9 3],[14.63636364  6.36363636] ; [8.36363636 3.63636364],0
p8,1,0.629217,0.233124,[ 5 16] ; [ 2 10],[ 4.45454545 16.54545455] ; [2.54545455 9.45454545],0
p3,1,0.691801,0.157143,[ 9 12] ; [6 6],[ 9.54545455 11.45454545] ; [5.45454545 6.54545455],0
v3,1,0.714546,0.133779,[ 5 16] ; [2 9],[ 4.59375 16.40625] ; [2.40625 8.59375],0
b2,1,0.737316,0.1125,[3 7] ; [3 5],[3.33333333 6.66666667] ; [2.66666667 5.33333333],0
b3,1,0.737316,0.1125,[3 7] ; [3 5],[3.33333333 6.66666667] ; [2.66666667 5.33333333],0
p2,1,0.78443,0.07483,[13  8] ; [8 4],[13.36363636  7.63636364] ; [7.63636364 4.36363636],0
s8,1,0.824624,0.049107,[ 6 15] ; [3 9],[ 5.72727273 15.27272727] ; [3.27272727 8.72727273],0
v1,1,0.824624,0.049107,[ 6 15] ; [3 9],[ 5.72727273 15.27272727] ; [3.27272727 8.72727273],0
n2,1,0.838464,0.041558,[5 2] ; [6 3],[4.8125 2.1875] ; [6.1875 2.8125],0
n3,1,0.838464,0.041558,[5 2] ; [6 3],[4.8125 2.1875] ; [6.1875 2.8125],0
s3,1,0.843869,0.038788,[14  6] ; [8 4],[13.75  6.25] ; [8.25 3.75],0
u3,1,0.872081,0.025926,[5 3] ; [4 2],[5.14285714 2.85714286] ; [3.85714286 2.14285714],0
s1,1,0.908893,0.013095,[ 2 19] ; [ 1 11],[ 1.90909091 19.09090909] ; [ 1.09090909 10.90909091],0
d2,1,0.946929,0.004431,[ 9 12] ; [5 7],[ 8.90909091 12.09090909] ; [5.09090909 6.90909091],0
a4,1,0.946929,0.004431,[ 9 12] ; [5 7],[ 8.90909091 12.09090909] ; [5.09090909 6.90909091],0
s5,1,0.979092,0.000687,[ 7 12] ; [4 7],[ 6.96666667 12.03333333] ; [4.03333333 6.96666667],0
