Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,128.83199,[264   6] ; [37 40],[234.2074928  35.7925072] ; [66.7925072 10.2074928],1
r2,1,0.0,85.194434,[263   6] ; [46 29],[241.63081395  27.36918605] ; [67.36918605  7.63081395],1
v4,1,0.0,84.595161,[257  11] ; [43 34],[233.04347826  34.95652174] ; [66.95652174 10.04347826],1
r1,1,0.0,79.464883,[224  44] ; [26 54],[192.52873563  75.47126437] ; [57.47126437 22.52873563],1
p11,1,0.0,33.05486,[205  65] ; [34 47],[183.84615385  86.15384615] ; [55.15384615 25.84615385],1
p9,1,1e-06,24.680366,[206  57] ; [38 39],[188.74117647  74.25882353] ; [55.25882353 21.74117647],1
n6,1,1e-06,24.635887,[214  55] ; [40 38],[196.90489914  72.09510086] ; [57.09510086 20.90489914],1
s8,1,6e-06,20.511038,[ 93 176] ; [ 7 74],[ 76.85714286 192.14285714] ; [23.14285714 57.85714286],1
p2,1,1.1e-05,19.316889,[192  78] ; [35 44],[175.61604585  94.38395415] ; [51.38395415 27.61604585],1
a1,1,3e-05,17.440789,[  6 264] ; [11 70],[ 13.07692308 256.92307692] ; [ 3.92307692 77.07692308],1
s6,1,3.4e-05,17.158541,[152 114] ; [25 56],[135.68299712 130.31700288] ; [41.31700288 39.68299712],1
p10,1,5.6e-05,16.242239,[194  74] ; [38 41],[179.1815562  88.8184438] ; [52.8184438 26.1815562],1
p7,1,8.2e-05,15.500662,[117 147] ; [15 62],[102.19354839 161.80645161] ; [29.80645161 47.19354839],1
d5,1,0.000208,13.757633,[209  60] ; [46 35],[195.98571429  73.01428571] ; [59.01428571 21.98571429],1
a5,1,0.000396,12.552988,[185  85] ; [38 43],[171.53846154  98.46153846] ; [51.46153846 29.53846154],1
a6,1,0.000557,11.915667,[180  89] ; [37 44],[166.78 102.22] ; [50.22 30.78],1
s2,1,0.000827,11.178682,[111 157] ; [17 64],[ 98.29226361 169.70773639] ; [29.70773639 51.29226361],1
p8,1,0.001029,10.774642,[ 87 180] ; [11 69],[ 75.40634006 191.59365994] ; [22.59365994 57.40634006],0
p1,1,0.001206,10.480412,[  7 261] ; [ 9 71],[ 12.32183908 255.67816092] ; [ 3.67816092 76.32183908],0
a7,1,0.001807,9.736363,[191  79] ; [41 38],[179.48424069  90.51575931] ; [52.51575931 26.48424069],0
v2,1,0.002752,8.964816,[128 125] ; [24 53],[116.53333333 136.46666667] ; [35.46666667 41.53333333],0
n3,1,0.003522,8.514995,[56 18] ; [20 21],[48.90434783 25.09565217] ; [27.09565217 13.90434783],0
s3,1,0.010355,6.57283,[135 132] ; [27 52],[125.01156069 141.98843931] ; [36.98843931 42.01156069],0
d4,1,0.012122,6.292966,[211  57] ; [52 28],[202.54022989  65.45977011] ; [60.45977011 19.54022989],0
n2,1,0.015678,5.838607,[58 18] ; [23 19],[52.16949153 23.83050847] ; [28.83050847 13.16949153],0
u3,1,0.019913,5.419526,[48 43] ; [10 24],[42.224 48.776] ; [15.776 18.224],0
b5,1,0.020315,5.384659,[169 101] ; [39 42],[160. 110.] ; [48. 33.],0
p3,1,0.02112,5.316862,[ 58 212] ; [ 8 72],[ 50.91428571 219.08571429] ; [15.08571429 64.91428571],0
d3,1,0.021668,5.272274,[168 101] ; [39 42],[159.09428571 109.90571429] ; [47.90571429 33.09428571],0
d1,1,0.04634,3.96918,[134 136] ; [30 51],[126.15384615 143.84615385] ; [37.84615385 43.15384615],0
s7,1,0.055257,3.674308,[ 89 168] ; [18 60],[ 82.08656716 174.91343284] ; [24.91343284 53.08656716],0
v3,1,0.066301,3.372298,[ 87 171] ; [18 61],[ 80.38575668 177.61424332] ; [24.61424332 54.38575668],0
a2,1,0.067497,3.342857,[ 54 216] ; [ 9 72],[ 48.46153846 221.53846154] ; [14.53846154 66.46153846],0
a4,1,0.094901,2.789214,[112 157] ; [25 55],[105.59598854 163.40401146] ; [31.40401146 48.59598854],0
v1,1,0.097008,2.75406,[110 154] ; [24 53],[103.74193548 160.25806452] ; [30.25806452 46.74193548],0
b1,1,0.113042,2.511167,[ 97 173] ; [37 44],[103.07692308 166.92307692] ; [30.92307692 50.07692308],0
s1,1,0.119246,2.4272,[  7 260] ; [ 5 75],[  9.23342939 257.76657061] ; [ 2.76657061 77.23342939],0
s5,1,0.150642,2.065734,[ 65 195] ; [14 67],[ 60.23460411 199.76539589] ; [18.76539589 62.23460411],0
u2,1,0.185424,1.753604,[46 44] ; [12 20],[42.78688525 47.21311475] ; [15.21311475 16.78688525],0
u1,1,0.197729,1.659068,[ 34 236] ; [ 6 75],[ 30.76923077 239.23076923] ; [ 9.23076923 71.76923077],0
a8,1,0.215777,1.532238,[ 37 214] ; [ 7 69],[ 33.77370031 217.22629969] ; [10.22629969 65.77370031],0
b3,1,0.221353,1.495578,[ 47 102] ; [19 27],[50.43076923 98.56923077] ; [15.56923077 30.43076923],0
b2,1,0.221353,1.495578,[ 47 102] ; [19 27],[50.43076923 98.56923077] ; [15.56923077 30.43076923],0
a3,1,0.248313,1.33277,[179  90] ; [47 32],[174.6954023  94.3045977] ; [51.3045977 27.6954023],0
b4,1,0.290935,1.115288,[159 111] ; [53 28],[163.07692308 106.92307692] ; [48.92307692 32.07692308],0
n4,1,0.317351,0.999831,[181  88] ; [49 31],[177.27793696  91.72206304] ; [52.72206304 27.27793696],0
n1,1,0.565981,0.329453,[29 46] ; [14 28],[27.56410256 47.43589744] ; [15.43589744 26.56410256],0
