Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,8e-06,19.944203,[ 8 41] ; [31 21],[18.92079208 30.07920792] ; [20.07920792 31.92079208],1
s6,1,1.2e-05,19.241683,[12 38] ; [35 17],[23.03921569 26.96078431] ; [23.96078431 28.03921569],1
s8,1,0.000218,13.669744,[ 5 45] ; [22 30],[13.23529412 36.76470588] ; [13.76470588 38.23529412],1
s7,1,0.000455,12.292673,[ 8 39] ; [25 24],[16.15625 30.84375] ; [16.84375 32.15625],1
r4,1,0.014064,6.030141,[35 16] ; [46  6],[40.10679612 10.89320388] ; [40.89320388 11.10679612],0
s4,1,0.021781,5.263158,[ 5 45] ; [14 36],[ 9.5 40.5] ; [ 9.5 40.5],0
r2,1,0.034474,4.471055,[41 10] ; [49  3],[44.5631068  6.4368932] ; [45.4368932  6.5631068],0
p4,1,0.038706,4.273713,[21 30] ; [32 20],[26.24271845 24.75728155] ; [26.75728155 25.24271845],0
v4,1,0.053376,3.732106,[45  6] ; [49  1],[47.46534653  3.53465347] ; [46.53465347  3.46534653],0
p7,1,0.069133,3.303479,[26 25] ; [35 16],[30.5 20.5] ; [30.5 20.5],0
v2,1,0.100068,2.704452,[26 25] ; [17 32],[21.93 29.07] ; [21.07 27.93],0
p10,1,0.131833,2.270786,[12 39] ; [19 32],[15.5 35.5] ; [15.5 35.5],0
s5,1,0.133614,2.25,[ 7 43] ; [13 37],[10. 40.] ; [10. 40.],0
u3,1,0.136209,2.220271,[10 14] ; [14  8],[12.52173913 11.47826087] ; [11.47826087 10.52173913],0
n4,1,0.179037,1.805602,[32 19] ; [39 13],[35.15533981 15.84466019] ; [35.84466019 16.15533981],0
n5,1,0.20133,1.632703,[25 26] ; [32 20],[28.22330097 22.77669903] ; [28.77669903 23.22330097],0
p6,1,0.225579,1.468524,[11 38] ; [17 34],[13.72 35.28] ; [14.28 36.72],0
b3,1,0.229701,1.44271,[ 5 25] ; [10 24],[ 7.03125 22.96875] ; [ 7.96875 26.03125],0
b2,1,0.229701,1.44271,[ 5 25] ; [10 24],[ 7.03125 22.96875] ; [ 7.96875 26.03125],0
r3,1,0.267393,1.230074,[44  6] ; [49  3],[45.58823529  4.41176471] ; [47.41176471  4.58823529],0
r1,1,0.323807,0.973505,[37 14] ; [42 10],[39.11650485 11.88349515] ; [39.88349515 12.11650485],0
b5,1,0.354245,0.858193,[33 18] ; [29 23],[30.69902913 20.30097087] ; [31.30097087 20.69902913],0
p11,1,0.376789,0.781153,[28 23] ; [33 19],[30.2038835 20.7961165] ; [30.7961165 21.2038835],0
a4,1,0.400814,0.705882,[19 32] ; [15 36],[17. 34.] ; [17. 34.],0
p8,1,0.47665,0.506518,[20 31] ; [24 28],[21.78640777 29.21359223] ; [22.21359223 29.78640777],0
a8,1,0.479009,0.50112,[ 5 41] ; [ 3 42],[ 4.04395604 41.95604396] ; [ 3.95604396 41.04395604],0
b1,1,0.494122,0.467539,[26 25] ; [30 22],[27.72815534 23.27184466] ; [28.27184466 23.72815534],0
p1,1,0.497175,0.460962,[ 3 47] ; [ 5 47],[ 3.92156863 46.07843137] ; [ 4.07843137 47.92156863],0
s1,1,0.546136,0.364284,[ 1 50] ; [ 2 48],[ 1.51485149 49.48514851] ; [ 1.48514851 48.51485149],0
a1,1,0.569419,0.323655,[ 1 50] ; [ 2 50],[ 1.48543689 49.51456311] ; [ 1.51456311 50.48543689],0
a2,1,0.572555,0.318426,[10 41] ; [ 8 44],[ 8.91262136 42.08737864] ; [ 9.08737864 42.91262136],0
a7,1,0.618416,0.2481,[35 15] ; [34 18],[33.82352941 16.17647059] ; [35.17647059 16.82352941],0
a6,1,0.627291,0.235753,[32 19] ; [35 17],[33.17475728 17.82524272] ; [33.82524272 18.17475728],0
a3,1,0.62772,0.235165,[27 24] ; [30 22],[28.22330097 22.77669903] ; [28.77669903 23.22330097],0
b4,1,0.628546,0.234038,[31 20] ; [34 18],[32.18446602 18.81553398] ; [32.81553398 19.18446602],0
a5,1,0.628746,0.233765,[28 23] ; [31 21],[29.21359223 21.78640777] ; [29.78640777 22.21359223],0
n2,1,0.635738,0.224359,[15  6] ; [11  3],[15.6  5.4] ; [10.4  3.6],0
v3,1,0.637952,0.221431,[13 36] ; [16 36],[14.06930693 34.93069307] ; [14.93069307 37.06930693],0
u2,1,0.652171,0.203175,[11 12] ; [12 10],[11.75555556 11.24444444] ; [11.24444444 10.75555556],0
p3,1,0.67859,0.171717,[17 34] ; [19 32],[18. 33.] ; [18. 33.],0
n1,1,0.689095,0.160066,[ 7 15] ; [5 8],[ 7.54285714 14.45714286] ; [4.45714286 8.54285714],0
d5,1,0.691804,0.157139,[39 12] ; [38 14],[38.12621359 12.87378641] ; [38.87378641 13.12621359],0
n3,1,0.736421,0.113297,[15  7] ; [11  4],[15.45945946  6.54054054] ; [10.54054054  4.45945946],0
u1,1,0.811362,0.056963,[ 7 44] ; [ 8 44],[ 7.42718447 43.57281553] ; [ 7.57281553 44.42718447],0
v1,1,0.903554,0.014683,[20 31] ; [21 31],[20.30097087 30.69902913] ; [20.69902913 31.30097087],0
d1,1,0.917611,0.0107,[24 27] ; [25 27],[24.26213592 26.73786408] ; [24.73786408 27.26213592],0
n6,1,0.944854,0.004784,[34 17] ; [35 17],[34.16504854 16.83495146] ; [34.83495146 17.16504854],0
d3,1,0.944854,0.004784,[34 17] ; [35 17],[34.16504854 16.83495146] ; [34.83495146 17.16504854],0
d4,1,0.948426,0.004184,[35 15] ; [36 15],[35.14851485 14.85148515] ; [35.85148515 15.14851485],0
d2,1,0.987567,0.000243,[23 27] ; [24 28],[23.03921569 26.96078431] ; [23.96078431 28.03921569],0
