Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,117.126462,[225 123] ; [ 3 96],[177.5033557 170.4966443] ; [50.4966443 48.5033557],1
d4,1,0.0,92.241574,[305  43] ; [41 57],[269.97309417  78.02690583] ; [76.02690583 21.97309417],1
d3,1,0.0,50.144991,[256  91] ; [35 64],[226.4058296 120.5941704] ; [64.5941704 34.4058296],1
a5,1,0.0,34.723323,[263  85] ; [44 55],[239.00671141 108.99328859] ; [67.99328859 31.00671141],1
a3,1,0.0,26.329249,[249  98] ; [43 55],[227.69438202 119.30561798] ; [64.30561798 33.69438202],1
d2,1,1e-06,24.275405,[170 177] ; [21 78],[148.60313901 198.39686099] ; [42.39686099 56.60313901],1
a7,1,4.8e-05,16.525981,[263  85] ; [54 45],[246.79194631 101.20805369] ; [70.20805369 28.79194631],1
a4,1,0.000155,14.30946,[155 192] ; [23 75],[138.8 208.2] ; [39.2 58.8],1
a2,1,0.000855,11.117517,[ 76 272] ; [ 7 92],[ 64.61744966 283.38255034] ; [18.38255034 80.61744966],1
p2,1,0.001791,9.752473,[289  56] ; [69 30],[278.17567568  66.82432432] ; [79.82432432 19.17567568],0
u1,1,0.003228,8.67366,[ 53 295] ; [ 4 95],[ 44.37583893 303.62416107] ; [12.62416107 86.37583893],0
p4,1,0.003276,8.647223,[192 154] ; [37 59],[179.26244344 166.73755656] ; [49.73755656 46.26244344],0
n4,1,0.004087,8.244681,[264  84] ; [60 38],[252.80717489  95.19282511] ; [71.19282511 26.80717489],0
r4,1,0.007753,7.089565,[320  28] ; [82 17],[312.96644295  35.03355705] ; [89.03355705  9.96644295],0
r1,1,0.007898,7.056546,[275  71] ; [66 33],[265.13707865  80.86292135] ; [75.86292135 23.13707865],0
p10,1,0.008391,6.94807,[263  79] ; [61 35],[252.98630137  89.01369863] ; [71.01369863 24.98630137],0
a6,1,0.032433,4.575439,[250  98] ; [60 39],[241.34228188 106.65771812] ; [68.65771812 30.34228188],0
s3,1,0.037461,4.329335,[ 77 267] ; [32 66],[ 84.83257919 259.16742081] ; [24.16742081 73.83257919],0
v2,1,0.041307,4.163392,[190 146] ; [42 52],[181.28372093 154.71627907] ; [50.71627907 43.28372093],0
p3,1,0.064869,3.408299,[162 184] ; [36 63],[153.9505618 192.0494382] ; [44.0494382 54.9505618],0
p9,1,0.075359,3.162264,[277  66] ; [71 27],[270.66666667  72.33333333] ; [77.33333333 20.66666667],0
r2,1,0.081791,3.028958,[318  23] ; [87 12],[313.875  27.125] ; [91.125  7.875],0
p8,1,0.108463,2.576471,[177 163] ; [42 56],[170. 170.] ; [49. 49.],0
p1,1,0.111525,2.532482,[ 22 324] ; [11 88],[ 25.65842697 320.34157303] ; [ 7.34157303 91.65842697],0
n5,1,0.112545,2.518109,[240 106] ; [59 38],[233.53047404 112.46952596] ; [65.46952596 31.53047404],0
v1,1,0.121508,2.397777,[169 172] ; [39 57],[162.30663616 178.69336384] ; [45.69336384 50.30663616],0
s1,1,0.162917,1.946944,[  6 339] ; [ 4 93],[  7.80542986 337.19457014] ; [ 2.19457014 94.80542986],0
b1,1,0.186178,1.747603,[119 229] ; [41 58],[124.56375839 223.43624161] ; [35.43624161 63.56375839],0
p7,1,0.187018,1.740956,[212 132] ; [52 44],[206.4 137.6] ; [57.6 38.4],0
s6,1,0.211422,1.56166,[162 180] ; [39 58],[156.58769932 185.41230068] ; [44.41230068 52.58769932],0
p12,1,0.238155,1.39148,[ 12 331] ; [ 6 91],[ 14.03181818 328.96818182] ; [ 3.96818182 93.03181818],0
a8,1,0.238768,1.387851,[ 41 271] ; [ 8 85],[ 37.74814815 274.25185185] ; [11.25185185 81.74814815],0
n2,1,0.251656,1.314087,[55 27] ; [22  6],[57.4 24.6] ; [19.6  8.4],0
s5,1,0.270322,1.215115,[ 66 272] ; [14 82],[ 62.30414747 275.69585253] ; [17.69585253 78.30414747],0
s4,1,0.336137,0.92511,[ 31 314] ; [12 86],[ 33.48758465 311.51241535] ; [ 9.51241535 88.48758465],0
u2,1,0.352178,0.865595,[54 44] ; [26 29],[51.24183007 46.75816993] ; [28.75816993 26.24183007],0
s8,1,0.35896,0.841527,[ 89 257] ; [21 78],[ 85.52808989 260.47191011] ; [24.47191011 74.52808989],0
v3,1,0.41236,0.671987,[119 217] ; [30 67],[115.62124711 220.37875289] ; [33.37875289 63.62124711],0
a1,1,0.447407,0.577212,[  9 339] ; [ 4 95],[ 10.12080537 337.87919463] ; [ 2.87919463 96.12080537],0
b5,1,0.449347,0.572299,[215 133] ; [57 42],[211.75838926 136.24161074] ; [60.24161074 38.75838926],0
p5,1,0.453891,0.560916,[ 30 317] ; [11 88],[ 31.89910314 315.10089686] ; [ 9.10089686 89.89910314],0
n3,1,0.491325,0.473622,[60 20] ; [22  5],[61.30841121 18.69158879] ; [20.69158879  6.30841121],0
p6,1,0.495849,0.46381,[103 236] ; [26 71],[100.30045872 238.69954128] ; [28.69954128 68.30045872],0
n6,1,0.572508,0.318505,[283  65] ; [78 21],[281.04697987  66.95302013] ; [79.95302013 19.04697987],0
s7,1,0.646499,0.210342,[ 90 242] ; [23 70],[ 88.27294118 243.72705882] ; [24.72705882 68.27294118],0
u3,1,0.647745,0.208755,[51 47] ; [27 29],[49.63636364 48.36363636] ; [28.36363636 27.63636364],0
n1,1,0.721763,0.12681,[27 54] ; [ 8 19],[26.25 54.75] ; [ 8.75 18.25],0
v4,1,0.776876,0.080311,[322  24] ; [92  6],[322.62162162  23.37837838] ; [91.37837838  6.62162162],0
u4,1,0.890239,0.019045,[  3 345] ; [ 1 98],[  3.11409396 344.88590604] ; [ 0.88590604 98.11409396],0
p11,1,0.910031,0.012769,[276  72] ; [78 21],[275.59731544  72.40268456] ; [78.40268456 20.59731544],0
b2,1,0.990266,0.000149,[ 74 130] ; [20 35],[ 74.03861004 129.96138996] ; [19.96138996 35.03861004],0
b3,1,0.990266,0.000149,[ 74 130] ; [20 35],[ 74.03861004 129.96138996] ; [19.96138996 35.03861004],0
b4,1,0.995046,3.9e-05,[204 144] ; [58 41],[203.97315436 144.02684564] ; [58.02684564 40.97315436],0
