Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,3.8e-05,16.984385,[18  6] ; [ 7 27],[10.34482759 13.65517241] ; [14.65517241 19.34482759],1
p8,1,8.9e-05,15.352786,[15 10] ; [ 4 30],[ 8.05084746 16.94915254] ; [10.94915254 23.05084746],1
p2,1,0.000306,13.035105,[16  8] ; [ 7 28],[ 9.3559322 14.6440678] ; [13.6440678 21.3559322],1
v4,1,0.000654,11.616,[21  4] ; [14 21],[14.58333333 10.41666667] ; [20.41666667 14.58333333],1
p11,1,0.001673,9.877551,[13 12] ; [ 5 30],[ 7.5 17.5] ; [10.5 24.5],0
s8,1,0.017153,5.680672,[ 7 18] ; [ 2 33],[ 3.75 21.25] ; [ 5.25 29.75],0
r2,1,0.028246,4.812998,[20  4] ; [19 15],[16.13793103  7.86206897] ; [22.86206897 11.13793103],0
s7,1,0.033224,4.534186,[ 9 15] ; [ 4 27],[ 5.67272727 18.32727273] ; [ 7.32727273 23.67272727],0
p4,1,0.034261,4.481628,[11 13] ; [ 7 28],[ 7.3220339 16.6779661] ; [10.6779661 24.3220339],0
p7,1,0.043776,4.065185,[11 10] ; [ 9 26],[ 7.5 13.5] ; [12.5 22.5],0
p6,1,0.044573,4.034729,[ 6 19] ; [ 2 32],[ 3.38983051 21.61016949] ; [ 4.61016949 29.38983051],0
n6,1,0.050448,3.826503,[16  9] ; [13 21],[12.28813559 12.71186441] ; [16.71186441 17.28813559],0
r1,1,0.057002,3.622531,[14 11] ; [11 24],[10.41666667 14.58333333] ; [14.58333333 20.41666667],0
n2,1,0.063601,3.440904,[10  5] ; [ 7 13],[7.28571429 7.71428571] ; [ 9.71428571 10.28571429],0
p5,1,0.066613,3.364558,[ 4 20] ; [ 1 33],[ 2.06896552 21.93103448] ; [ 2.93103448 31.06896552],0
a1,1,0.072267,3.230769,[ 1 24] ; [ 7 28],[ 3.33333333 21.66666667] ; [ 4.66666667 30.33333333],0
d3,1,0.12642,2.335929,[15 10] ; [14 21],[12.08333333 12.91666667] ; [16.91666667 18.08333333],0
p3,1,0.137469,2.206068,[ 9 15] ; [ 7 28],[ 6.50847458 17.49152542] ; [ 9.49152542 25.50847458],0
v1,1,0.153127,2.040816,[10 15] ; [ 8 27],[ 7.5 17.5] ; [10.5 24.5],0
n4,1,0.170019,1.882776,[12 13] ; [23 12],[14.58333333 10.41666667] ; [20.41666667 14.58333333],0
s1,1,0.19043,1.714286,[ 1 24] ; [ 5 30],[ 2.5 22.5] ; [ 3.5 31.5],0
b1,1,0.193056,1.694141,[13 12] ; [24 11],[15.41666667  9.58333333] ; [21.58333333 13.41666667],0
b4,1,0.199276,1.647673,[17  8] ; [18 17],[14.58333333 10.41666667] ; [20.41666667 14.58333333],0
u3,1,0.201134,1.63412,[5 6] ; [ 3 11],[3.52 7.48] ; [4.48 9.52],0
b2,1,0.349898,0.873828,[ 6 12] ; [11 12],[ 7.46341463 10.53658537] ; [ 9.53658537 13.46341463],0
b3,1,0.349898,0.873828,[ 6 12] ; [11 12],[ 7.46341463 10.53658537] ; [ 9.53658537 13.46341463],0
d2,1,0.360614,0.835755,[11 14] ; [11 23],[ 9.3220339 15.6779661] ; [12.6779661 21.3220339],0
p12,1,0.367521,0.81203,[ 2 23] ; [ 1 34],[ 1.25 23.75] ; [ 1.75 33.25],0
d4,1,0.381673,0.765306,[15 10] ; [17 18],[13.33333333 11.66666667] ; [18.66666667 16.33333333],0
a6,1,0.381673,0.765306,[10 15] ; [18 17],[11.66666667 13.33333333] ; [16.33333333 18.66666667],0
u2,1,0.382677,0.762085,[5 6] ; [ 4 10],[3.96 7.04] ; [5.04 8.96],0
a4,1,0.501527,0.451704,[ 7 18] ; [12 21],[ 8.18965517 16.81034483] ; [10.81034483 22.18965517],0
d5,1,0.510569,0.4329,[15 10] ; [18 17],[13.75 11.25] ; [19.25 15.75],0
n3,1,0.514863,0.424172,[8 7] ; [ 8 11],[7.05882353 7.94117647] ; [ 8.94117647 10.05882353],0
d1,1,0.541968,0.371905,[ 9 16] ; [10 25],[ 7.91666667 17.08333333] ; [11.08333333 23.91666667],0
a3,1,0.55603,0.346625,[14 11] ; [21 12],[15.0862069  9.9137931] ; [19.9137931 13.0862069],0
s2,1,0.558185,0.342857,[ 5 20] ; [ 5 30],[ 4.16666667 20.83333333] ; [ 5.83333333 29.16666667],0
p1,1,0.662521,0.190476,[ 3 22] ; [ 3 32],[ 2.5 22.5] ; [ 3.5 31.5],0
v3,1,0.665078,0.187413,[ 5 19] ; [ 9 26],[ 5.69491525 18.30508475] ; [ 8.30508475 26.69491525],0
s3,1,0.676796,0.173755,[ 7 17] ; [ 8 25],[ 6.31578947 17.68421053] ; [ 8.68421053 24.31578947],0
s6,1,0.7108,0.13748,[ 6 19] ; [ 7 28],[ 5.41666667 19.58333333] ; [ 7.58333333 27.41666667],0
b5,1,0.793428,0.068571,[12 13] ; [18 17],[12.5 12.5] ; [17.5 17.5],0
u1,1,0.807903,0.059113,[ 1 24] ; [ 1 34],[ 0.83333333 24.16666667] ; [ 1.16666667 33.83333333],0
s4,1,0.906774,0.013714,[ 4 21] ; [ 6 29],[ 4.16666667 20.83333333] ; [ 5.83333333 29.16666667],0
n1,1,0.921972,0.009594,[7 8] ; [ 9 11],[6.85714286 8.14285714] ; [ 9.14285714 10.85714286],0
a7,1,0.929818,0.007757,[11 14] ; [15 20],[10.83333333 14.16666667] ; [15.16666667 19.83333333],0
v2,1,0.937735,0.006102,[ 5 19] ; [ 7 28],[ 4.88135593 19.11864407] ; [ 7.11864407 27.88135593],0
a2,1,0.945805,0.004621,[ 3 22] ; [ 4 31],[ 2.91666667 22.08333333] ; [ 4.08333333 30.91666667],0
r4,1,0.945805,0.004621,[ 3 22] ; [ 4 31],[ 2.91666667 22.08333333] ; [ 4.08333333 30.91666667],0
n5,1,0.962584,0.002201,[17  8] ; [24 11],[17.08333333  7.91666667] ; [23.91666667 11.08333333],0
a5,1,0.965169,0.001907,[13 12] ; [18 17],[12.91666667 12.08333333] ; [18.08333333 16.91666667],0
