Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,57.312673,[257   4] ; [43 17],[243.92523364  17.07476636] ; [56.07476636  3.92523364],1
a5,1,9.3e-05,15.282091,[207  54] ; [33 27],[195.14018692  65.85981308] ; [44.85981308 15.14018692],1
a2,1,0.000167,14.17497,[ 79 182] ; [ 4 56],[ 67.48598131 193.51401869] ; [15.51401869 44.48598131],1
r3,1,0.000167,14.165529,[254   6] ; [52  8],[248.625  11.375] ; [57.375  2.625],1
n4,1,0.000454,12.296197,[227  34] ; [41 19],[217.90654206  43.09345794] ; [50.09345794  9.90654206],1
p7,1,0.001933,9.612504,[224  33] ; [41 17],[216.20634921  40.79365079] ; [48.79365079  9.20634921],0
a3,1,0.003492,8.53062,[199  60] ; [35 25],[189.98746082  69.01253918] ; [44.01253918 15.98746082],0
u1,1,0.003695,8.427933,[ 67 194] ; [ 5 55],[ 58.54205607 202.45794393] ; [13.45794393 46.54205607],0
v1,1,0.005846,7.597288,[168  90] ; [27 32],[158.70662461  99.29337539] ; [36.29337539 22.70662461],0
s6,1,0.007545,7.138377,[198  58] ; [35 23],[189.96178344  66.03821656] ; [43.03821656 14.96178344],0
r2,1,0.008416,6.94265,[254   5] ; [53  5],[250.829653   8.170347] ; [56.170347  1.829653],0
a4,1,0.008494,6.926232,[140 120] ; [21 39],[130.8125 129.1875] ; [30.1875 29.8125],0
d1,1,0.013178,6.145029,[175  86] ; [30 30],[166.68224299  94.31775701] ; [38.31775701 21.68224299],0
s3,1,0.014897,5.92866,[161  98] ; [27 33],[152.63949843 106.36050157] ; [35.36050157 24.63949843],0
d2,1,0.019858,5.424295,[143 117] ; [23 37],[134.875 125.125] ; [31.125 28.875],0
p9,1,0.023427,5.136544,[238  22] ; [49 11],[233.1875  26.8125] ; [53.8125  6.1875],0
p10,1,0.031863,4.605848,[226  33] ; [45 14],[220.72012579  38.27987421] ; [50.27987421  8.72012579],0
n6,1,0.033453,4.522452,[235  23] ; [49 11],[230.41509434  27.58490566] ; [53.58490566  6.41509434],0
p4,1,0.038529,4.281518,[213  47] ; [42 18],[207.1875  52.8125] ; [47.8125 12.1875],0
n5,1,0.043764,4.065649,[215  45] ; [42 17],[209.46708464  50.53291536] ; [47.53291536 11.46708464],0
a7,1,0.047659,3.921963,[196  64] ; [37 22],[189.90595611  70.09404389] ; [43.09404389 15.90595611],0
p2,1,0.052641,3.755267,[236  25] ; [49 11],[231.72897196  29.27102804] ; [53.27102804  6.72897196],0
d3,1,0.061399,3.499179,[197  63] ; [37 21],[191.32075472  68.67924528] ; [42.67924528 15.32075472],0
p8,1,0.073039,3.213367,[186  73] ; [36 24],[180.24451411  78.75548589] ; [41.75548589 18.24451411],0
