Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,122.518094,[37 62] ; [244  21],[76.42582418 22.57417582] ; [204.57417582  60.42582418],1
p11,1,2e-06,22.395484,[59 45] ; [214  51],[76.94308943 27.05691057] ; [196.05691057  68.94308943],1
n5,1,5.2e-05,16.391897,[48 55] ; [183  81],[64.83106267 38.16893733] ; [166.16893733  97.83106267],1
n6,1,6.2e-05,16.053013,[67 36] ; [222  42],[81.10899183 21.89100817] ; [207.89100817  56.10899183],1
s6,1,0.000117,14.839868,[41 62] ; [162  99],[57.44230769 45.55769231] ; [145.55769231 115.44230769],1
s8,1,0.000187,13.9554,[20 83] ; [106 159],[35.26630435 67.73369565] ; [ 90.73369565 174.26630435],1
p2,1,0.000314,12.986306,[61 43] ; [205  60],[74.9701897 29.0298103] ; [191.0298103  73.9701897],1
s2,1,0.001961,9.585986,[31 72] ; [126 137],[44.18306011 58.81693989] ; [112.81693989 150.18306011],0
v2,1,0.003693,8.429102,[41 60] ; [142 104],[53.26512968 47.73487032] ; [129.73487032 116.26512968],0
s5,1,0.004057,8.258036,[15 85] ; [ 76 179],[25.63380282 74.36619718] ; [ 65.36619718 189.63380282],0
s7,1,0.00878,6.867047,[26 71] ; [109 151],[36.68067227 60.31932773] ; [ 98.31932773 161.68067227],0
p8,1,0.01586,5.81828,[25 78] ; [ 98 163],[34.80494505 68.19505495] ; [ 88.19505495 172.80494505],0
n2,1,0.015916,5.812117,[25 16] ; [58 13],[30.38392857 10.61607143] ; [52.61607143 18.38392857],0
s4,1,0.016235,5.77729,[ 9 94] ; [ 50 213],[16.60382514 86.39617486] ; [ 42.39617486 220.60382514],0
v4,1,0.016307,5.769497,[90 13] ; [249  14],[95.40163934  7.59836066] ; [243.59836066  19.40163934],0
s3,1,0.017796,5.616138,[43 60] ; [146 117],[53.18852459 49.81147541] ; [135.81147541 127.18852459],0
v3,1,0.028524,4.796088,[24 73] ; [ 96 163],[32.69662921 64.30337079] ; [ 87.30337079 171.69662921],0
d5,1,0.034874,4.45131,[69 34] ; [205  59],[76.89918256 26.10081744] ; [197.10081744  66.89918256],0
a5,1,0.035981,4.398,[59 45] ; [181  84],[67.64227642 36.35772358] ; [172.35772358  92.64227642],0
p7,1,0.052068,3.773574,[41 61] ; [132 124],[49.29050279 52.70949721] ; [123.70949721 132.29050279],0
