Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.009043,6.814296,[29 33] ; [35 14],[35.74774775 26.25225225] ; [28.25225225 20.74774775],0
v2,1,0.015668,5.8398,[24 34] ; [30 16],[30.11538462 27.88461538] ; [23.88461538 22.11538462],0
s8,1,0.023095,5.161326,[13 49] ; [20 29],[18.43243243 43.56756757] ; [14.56756757 34.43243243],0
p9,1,0.064701,3.412576,[34 27] ; [35 13],[38.6146789 22.3853211] ; [30.3853211 17.6146789],0
v4,1,0.094179,2.801444,[48 14] ; [43  5],[51.29090909 10.70909091] ; [39.70909091  8.29090909],0
b5,1,0.106023,2.612518,[31 31] ; [32 17],[35.18918919 26.81081081] ; [27.81081081 21.18918919],0
p2,1,0.108475,2.576303,[35 26] ; [34 13],[38.97222222 22.02777778] ; [30.02777778 16.97222222],0
a6,1,0.113648,2.502745,[47 14] ; [31 18],[43.25454545 17.74545455] ; [34.74545455 14.25454545],0
v3,1,0.151889,2.053174,[16 40] ; [19 26],[19.40594059 36.59405941] ; [15.59405941 29.40594059],0
s7,1,0.159332,1.980553,[15 41] ; [18 27],[18.2970297 37.7029703] ; [14.7029703 30.2970297],0
p1,1,0.16348,1.94174,[ 3 58] ; [ 6 43],[ 4.99090909 56.00909091] ; [ 4.00909091 44.99090909],0
p4,1,0.185149,1.755806,[33 29] ; [19 28],[29.57798165 32.42201835] ; [22.42201835 24.57798165],0
u3,1,0.19043,1.714286,[8 6] ; [6 1],[9.33333333 4.66666667] ; [4.66666667 2.33333333],0
s6,1,0.209951,1.571764,[28 34] ; [28 21],[31.27927928 30.72072072] ; [24.72072072 24.27927928],0
b2,1,0.219533,1.507421,[ 9 26] ; [12 18],[11.30769231 23.69230769] ; [ 9.69230769 20.30769231],0
b3,1,0.219533,1.507421,[ 9 26] ; [12 18],[11.30769231 23.69230769] ; [ 9.69230769 20.30769231],0
p6,1,0.2317,1.430396,[ 8 52] ; [10 35],[10.28571429 49.71428571] ; [ 7.71428571 37.28571429],0
s5,1,0.238936,1.386863,[ 8 49] ; [11 37],[10.31428571 46.68571429] ; [ 8.68571429 39.31428571],0
r1,1,0.243694,1.359098,[44 17] ; [40  9],[46.58181818 14.41818182] ; [37.41818182 11.58181818],0
a3,1,0.250438,1.320861,[47 14] ; [42  7],[49.35454545 11.64545455] ; [39.64545455  9.35454545],0
