Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,56.04918,[ 4 33] ; [78 18],[22.81203008 14.18796992] ; [59.18796992 36.81203008],1
v4,1,0.0,29.112775,[17 20] ; [86 10],[28.65413534  8.34586466] ; [74.34586466 21.65413534],1
p2,1,1e-06,23.48834,[ 7 29] ; [64 32],[19.36363636 16.63636364] ; [51.63636364 44.36363636],1
a1,1,5e-06,20.820185,[ 9 28] ; [ 1 95],[ 2.78195489 34.21804511] ; [ 7.21804511 88.78195489],1
b5,1,0.000171,14.123405,[14 23] ; [70 26],[23.36842105 13.63157895] ; [60.63157895 35.36842105],1
r2,1,0.000288,13.143951,[23 12] ; [87  8],[29.61538462  5.38461538] ; [80.38461538 14.61538462],1
p7,1,0.000881,11.061486,[ 7 28] ; [50 45],[15.34615385 19.65384615] ; [41.65384615 53.34615385],1
r1,1,0.001131,10.599078,[13 24] ; [63 32],[21.3030303 15.6969697] ; [54.6969697 40.3030303],0
a7,1,0.00154,10.030728,[16 21] ; [69 26],[23.82575758 13.17424242] ; [61.17424242 33.82575758],0
v2,1,0.001619,9.937593,[ 5 31] ; [40 52],[12.65625 23.34375] ; [32.34375 59.65625],0
s6,1,0.001899,9.64502,[ 7 30] ; [46 49],[14.85606061 22.14393939] ; [38.14393939 56.85606061],0
n6,1,0.005222,7.80077,[14 23] ; [62 34],[21.14285714 15.85714286] ; [54.85714286 41.14285714],0
d4,1,0.005894,7.582348,[20 17] ; [75 21],[26.42857143 10.57142857] ; [68.57142857 27.42857143],0
d5,1,0.006425,7.426936,[19 18] ; [72 23],[25.50757576 11.49242424] ; [65.49242424 29.50757576],0
p4,1,0.00736,7.18289,[ 5 31] ; [36 58],[11.35384615 24.64615385] ; [29.64615385 64.35384615],0
b1,1,0.012113,6.294285,[24 13] ; [39 57],[17.52631579 19.47368421] ; [45.47368421 50.52631579],0
s2,1,0.013323,6.125752,[ 3 34] ; [27 69],[ 8.34586466 28.65413534] ; [21.65413534 74.34586466],0
p9,1,0.014697,5.95247,[10 25] ; [49 44],[16.1328125 18.8671875] ; [42.8671875 50.1328125],0
p6,1,0.022659,5.194497,[ 1 35] ; [17 76],[ 5.02325581 30.97674419] ; [12.97674419 80.02325581],0
d3,1,0.024747,5.041473,[14 23] ; [56 38],[19.77099237 17.22900763] ; [50.22900763 43.77099237],0
n5,1,0.026874,4.898875,[26 11] ; [47 49],[20.30827068 16.69172932] ; [52.69172932 43.30827068],0
a6,1,0.029564,4.734483,[15 22] ; [59 37],[20.58646617 16.41353383] ; [53.41353383 42.58646617],0
s3,1,0.033496,4.520261,[ 7 28] ; [38 57],[12.11538462 22.88461538] ; [32.88461538 62.11538462],0
n3,1,0.035789,4.407124,[ 7 10] ; [23  9],[10.40816327  6.59183673] ; [19.59183673 12.40816327],0
p8,1,0.038132,4.299134,[ 5 31] ; [30 64],[ 9.69230769 26.30769231] ; [25.30769231 68.69230769],0
p10,1,0.043673,4.06916,[10 26] ; [44 49],[15.06976744 20.93023256] ; [38.93023256 54.06976744],0
n4,1,0.068081,3.328693,[25 12] ; [48 48],[20.30827068 16.69172932] ; [52.69172932 43.30827068],0
b2,1,0.069403,3.297074,[11 13] ; [11 34],[ 7.65217391 16.34782609] ; [14.34782609 30.65217391],0
b3,1,0.069403,3.297074,[11 13] ; [11 34],[ 7.65217391 16.34782609] ; [14.34782609 30.65217391],0
p1,1,0.075279,3.163992,[ 4 33] ; [ 3 93],[ 1.94736842 35.05263158] ; [ 5.05263158 90.94736842],0
s5,1,0.105987,2.613057,[ 3 34] ; [18 73],[ 6.0703125 30.9296875] ; [14.9296875 76.0703125],0
s8,1,0.111093,2.538606,[ 1 36] ; [11 84],[ 3.36363636 33.63636364] ; [ 8.63636364 86.36363636],0
p3,1,0.168442,1.896757,[ 7 29] ; [30 65],[10.16793893 25.83206107] ; [26.83206107 68.16793893],0
n1,1,0.179852,1.798849,[ 8 10] ; [ 8 23],[ 5.87755102 12.12244898] ; [10.12244898 20.87755102],0
d1,1,0.194646,1.682095,[12 25] ; [43 53],[15.30075188 21.69924812] ; [39.69924812 56.30075188],0
