Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.042205,4.126984,[16  8] ; [ 5 10],[12.92307692 11.07692308] ; [8.07692308 6.92307692],0
d3,1,0.056846,3.627106,[17  7] ; [6 9],[14.15384615  9.84615385] ; [8.84615385 6.15384615],0
b1,1,0.062163,3.478704,[14 10] ; [13  2],[16.61538462  7.38461538] ; [10.38461538  4.61538462],0
p6,1,0.086541,2.937569,[ 9 14] ; [ 2 13],[ 6.65789474 16.34210526] ; [ 4.34210526 10.65789474],0
r1,1,0.090468,2.866028,[17  7] ; [14  1],[19.07692308  4.92307692] ; [11.92307692  3.07692308],0
s3,1,0.106125,2.611,[18  5] ; [8 7],[15.73684211  7.26315789] ; [10.26315789  4.73684211],0
p8,1,0.149517,2.077174,[12 12] ; [ 4 11],[ 9.84615385 14.15384615] ; [6.15384615 8.84615385],0
b5,1,0.170294,1.880357,[15  9] ; [6 9],[12.92307692 11.07692308] ; [8.07692308 6.92307692],0
p2,1,0.195644,1.674594,[19  5] ; [9 6],[17.23076923  6.76923077] ; [10.76923077  4.23076923],0
p7,1,0.207886,1.586087,[14  9] ; [6 9],[12.10526316 10.89473684] ; [7.89473684 7.10526316],0
s5,1,0.259071,1.273713,[ 5 17] ; [6 9],[ 6.54054054 15.45945946] ; [ 4.45945946 10.54054054],0
a1,1,0.295949,1.092361,[ 1 23] ; [ 2 13],[ 1.84615385 22.15384615] ; [ 1.15384615 13.84615385],0
a5,1,0.331993,0.94111,[15  9] ; [7 8],[13.53846154 10.46153846] ; [8.46153846 6.53846154],0
p3,1,0.342093,0.902571,[10 14] ; [ 4 11],[ 8.61538462 15.38461538] ; [5.38461538 9.61538462],0
d2,1,0.389177,0.741513,[11 13] ; [9 6],[12.30769231 11.69230769] ; [7.69230769 7.30769231],0
a7,1,0.405033,0.693333,[16  8] ; [8 7],[14.76923077  9.23076923] ; [9.23076923 5.76923077],0
a6,1,0.405033,0.693333,[16  8] ; [8 7],[14.76923077  9.23076923] ; [9.23076923 5.76923077],0
a2,1,0.527677,0.398864,[ 3 21] ; [ 3 12],[ 3.69230769 20.30769231] ; [ 2.30769231 12.69230769],0
s2,1,0.543512,0.36907,[16  7] ; [9 6],[15.13157895  7.86842105] ; [9.86842105 5.13157895],0
b3,1,0.55791,0.343336,[ 5 13] ; [2 9],[ 4.34482759 13.65517241] ; [2.65517241 8.34482759],0
b2,1,0.55791,0.343336,[ 5 13] ; [2 9],[ 4.34482759 13.65517241] ; [2.65517241 8.34482759],0
r4,1,0.559109,0.34125,[21  3] ; [14  1],[21.53846154  2.46153846] ; [13.46153846  1.53846154],0
a4,1,0.573683,0.316558,[ 6 18] ; [ 5 10],[ 6.76923077 17.23076923] ; [ 4.23076923 10.76923077],0
n5,1,0.573683,0.316558,[18  6] ; [10  5],[17.23076923  6.76923077] ; [10.76923077  4.23076923],0
v3,1,0.618228,0.248366,[10 14] ; [7 7],[10.73684211 13.26315789] ; [6.26315789 7.73684211],0
s6,1,0.718432,0.13,[18  6] ; [12  3],[18.46153846  5.53846154] ; [11.53846154  3.46153846],0
n6,1,0.718432,0.13,[18  6] ; [12  3],[18.46153846  5.53846154] ; [11.53846154  3.46153846],0
p10,1,0.720786,0.127741,[11 13] ; [6 9],[10.46153846 13.53846154] ; [6.53846154 8.46153846],0
r2,1,0.730579,0.118581,[23  1] ; [14  1],[22.76923077  1.23076923] ; [14.23076923  0.76923077],0
v4,1,0.730579,0.118581,[23  1] ; [14  1],[22.76923077  1.23076923] ; [14.23076923  0.76923077],0
r3,1,0.730579,0.118581,[23  1] ; [14  1],[22.76923077  1.23076923] ; [14.23076923  0.76923077],0
a8,1,0.766242,0.088384,[ 1 20] ; [ 1 13],[ 1.2 19.8] ; [ 0.8 13.2],0
