Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b2,1,0.000253,13.387202,[101 147] ; [12  1],[107.37164751 140.62835249] ; [5.62835249 7.37164751],1
b3,1,0.000253,13.387202,[101 147] ; [12  1],[107.37164751 140.62835249] ; [5.62835249 7.37164751],1
a1,1,0.000356,12.749523,[ 14 399] ; [ 3 10],[ 16.48122066 396.51877934] ; [ 0.51877934 12.48122066],1
a2,1,0.00063,11.685264,[ 88 325] ; [8 5],[ 93.07042254 319.92957746] ; [ 2.92957746 10.07042254],1
s8,1,0.000786,11.274946,[185 225] ; [12  1],[190.94562648 219.05437352] ; [6.05437352 6.94562648],1
p5,1,0.002799,8.934178,[ 50 360] ; [5 7],[ 53.43601896 356.56398104] ; [ 1.56398104 10.43601896],0
d2,1,0.003469,8.543014,[179 231] ; [11  2],[184.1607565 225.8392435] ; [5.8392435 7.1607565],0
v3,1,0.005148,7.826722,[167 229] ; [8 1],[171.11111111 224.88888889] ; [3.88888889 5.11111111],0
s3,1,0.008654,6.892901,[226 180] ; [12  1],[230.61575179 175.38424821] ; [7.38424821 5.61575179],0
a4,1,0.008782,6.866684,[167 245] ; [10  3],[171.58588235 240.41411765] ; [5.41411765 7.58588235],0
s7,1,0.015065,5.908824,[201 198] ; [11  2],[205.31067961 193.68932039] ; [6.68932039 6.31067961],0
d1,1,0.018856,5.51481,[248 165] ; [12  1],[252.0657277 160.9342723] ; [7.9342723 5.0657277],0
s2,1,0.019754,5.433537,[212 197] ; [11  2],[216.13033175 192.86966825] ; [6.86966825 6.13033175],0
p12,1,0.024248,5.076803,[ 44 368] ; [4 9],[ 46.53176471 365.46823529] ; [ 1.46823529 11.53176471],0
v1,1,0.040089,4.214135,[231 170] ; [9 1],[234.16058394 166.83941606] ; [5.83941606 4.16058394],0
u1,1,0.044943,4.020794,[ 70 343] ; [5 8],[ 72.71126761 340.28873239] ; [ 2.28873239 10.71126761],0
p3,1,0.062787,3.462202,[209 203] ; [10  3],[212.30117647 199.69882353] ; [6.69882353 6.30117647],0
s6,1,0.090491,2.865621,[288 119] ; [12  1],[290.71428571 116.28571429] ; [9.28571429 3.71428571],0
p4,1,0.109592,2.560093,[258 152] ; [11  2],[260.73286052 149.26713948] ; [8.26713948 4.73286052],0
a5,1,0.141213,2.164693,[307 106] ; [12  1],[309.26525822 103.73474178] ; [9.73474178 3.26525822],0
a8,1,0.146067,2.112855,[ 52 326] ; [3 7],[ 53.58247423 324.41752577] ; [1.41752577 8.58247423],0
p6,1,0.182571,1.776574,[146 262] ; [7 6],[148.27553444 259.72446556] ; [4.72446556 8.27553444],0
s1,1,0.201944,1.62826,[  9 398] ; [ 1 12],[  9.69047619 397.30952381] ; [ 0.30952381 12.69047619],0
v2,1,0.227395,1.457079,[243 154] ; [8 2],[244.83292383 152.16707617] ; [6.16707617 3.83292383],0
d3,1,0.319396,0.991418,[297 115] ; [11  2],[298.57882353 113.42117647] ; [9.42117647 3.57882353],0
s4,1,0.369623,0.804933,[ 70 338] ; [ 1 12],[ 68.80760095 339.19239905] ; [ 2.19239905 10.80760095],0
p8,1,0.404391,0.69523,[234 172] ; [9 4],[235.46062053 170.53937947] ; [7.53937947 5.46062053],0
a7,1,0.587942,0.29357,[313 100] ; [9 4],[312.17370892 100.82629108] ; [9.82629108 3.17370892],0
n4,1,0.59334,0.285158,[324  89] ; [11  2],[324.77699531  88.22300469] ; [10.22300469  2.77699531],0
a6,1,0.623164,0.241446,[291 121] ; [10  3],[291.79294118 120.20705882] ; [9.20705882 3.79294118],0
p2,1,0.636034,0.223966,[366  46] ; [11  2],[365.46823529  46.53176471] ; [11.53176471  1.46823529],0
b4,1,0.679354,0.170854,[246 167] ; [7 6],[245.27934272 167.72065728] ; [7.72065728 5.27934272],0
r1,1,0.728996,0.120035,[332  79] ; [11  2],[332.48349057  78.51650943] ; [10.51650943  2.48349057],0
p1,1,0.808424,0.058787,[ 40 372] ; [ 1 12],[ 39.74588235 372.25411765] ; [ 1.25411765 11.74588235],0
p7,1,0.827701,0.047372,[266 135] ; [9 4],[266.3647343 134.6352657] ; [8.6352657 4.3647343],0
d5,1,0.861888,0.030266,[341  71] ; [11  2],[341.23294118  70.76705882] ; [10.76705882  2.23294118],0
s5,1,0.980226,0.000614,[144 256] ; [4 7],[144.03892944 255.96107056] ; [3.96107056 7.03892944],0
b5,1,0.997832,7e-06,[254 159] ; [8 5],[254.00469484 158.99530516] ; [7.99530516 5.00469484],0
