Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,44.615751,[107   5] ; [2 6],[101.73333333  10.26666667] ; [7.26666667 0.73333333],1
v4,1,1e-06,23.850932,[110   2] ; [5 3],[107.33333333   4.66666667] ; [7.66666667 0.33333333],1
a5,1,0.00243,9.192886,[84 28] ; [2 6],[80.26666667 31.73333333] ; [5.73333333 2.26666667],0
d5,1,0.004108,8.235294,[98 14] ; [4 4],[95.2 16.8] ; [6.8 1.2],0
s6,1,0.009331,6.758386,[95 16] ; [4 4],[92.34453782 18.65546218] ; [6.65546218 1.34453782],0
s2,1,0.010264,6.588524,[82 29] ; [2 5],[79.01694915 31.98305085] ; [4.98305085 2.01694915],0
r1,1,0.012274,6.270872,[95 17] ; [4 4],[92.4 19.6] ; [6.6 1.4],0
d2,1,0.014079,6.028257,[76 36] ; [2 6],[72.8 39.2] ; [5.2 2.8],0
a4,1,0.035786,4.407278,[57 55] ; [1 7],[54.13333333 57.86666667] ; [3.86666667 4.13333333],0
r3,1,0.051752,3.783784,[105   7] ; [6 2],[103.6   8.4] ; [7.4 0.6],0
s3,1,0.07618,3.144577,[82 29] ; [3 4],[79.95762712 31.04237288] ; [5.04237288 1.95762712],0
d1,1,0.080284,3.059145,[76 36] ; [3 5],[73.73333333 38.26666667] ; [5.26666667 2.73333333],0
b4,1,0.109724,2.558188,[66 46] ; [7 1],[68.13333333 43.86666667] ; [4.86666667 3.13333333],0
a6,1,0.116537,2.46326,[73 39] ; [3 5],[70.93333333 41.06666667] ; [5.06666667 2.93333333],0
v1,1,0.142213,2.153846,[54 50] ; [2 6],[52. 52.] ; [4. 4.],0
n4,1,0.260504,1.266074,[89 23] ; [5 3],[87.73333333 24.26666667] ; [6.26666667 1.73333333],0
v3,1,0.274474,1.194252,[43 58] ; [5 3],[44.47706422 56.52293578] ; [3.52293578 4.47706422],0
b5,1,0.300623,1.071429,[76 36] ; [4 4],[74.66666667 37.33333333] ; [5.33333333 2.66666667],0
v2,1,0.317376,0.999728,[58 46] ; [3 5],[56.64285714 47.35714286] ; [4.35714286 3.64285714],0
a2,1,0.348293,0.879667,[31 81] ; [1 7],[29.86666667 82.13333333] ; [2.13333333 5.86666667],0
b1,1,0.370028,0.803571,[46 66] ; [2 6],[44.8 67.2] ; [3.2 4.8],0
s7,1,0.387534,0.746667,[76 29] ; [4 3],[75. 30.] ; [5. 2.],0
a3,1,0.398025,0.714286,[85 27] ; [5 3],[84. 28.] ; [6. 2.],0
u3,1,0.414216,0.666667,[23  4] ; [2 1],[22.5  4.5] ; [2.5 0.5],0
d3,1,0.422043,0.64462,[68 44] ; [6 2],[69.06666667 42.93333333] ; [4.93333333 3.06666667],0
p6,1,0.424943,0.636605,[28 84] ; [1 7],[27.06666667 84.93333333] ; [1.93333333 6.06666667],0
n5,1,0.44489,0.583637,[83 28] ; [5 3],[82.08403361 28.91596639] ; [5.91596639 2.08403361],0
p8,1,0.473237,0.514407,[29 83] ; [3 5],[29.86666667 82.13333333] ; [2.13333333 5.86666667],0
n2,1,0.498174,0.458824,[22 12] ; [4 1],[22.66666667 11.33333333] ; [3.33333333 1.66666667],0
n1,1,0.543831,0.368485,[18 15] ; [2 3],[17.36842105 15.63157895] ; [2.63157895 2.36842105],0
p4,1,0.557692,0.343716,[58 54] ; [5 3],[58.8 53.2] ; [4.2 3.8],0
p11,1,0.639207,0.21978,[75 37] ; [6 2],[75.6 36.4] ; [5.4 2.6],0
p2,1,0.639207,0.21978,[75 37] ; [6 2],[75.6 36.4] ; [5.4 2.6],0
s5,1,0.654547,0.200216,[33 68] ; [2 6],[32.43119266 68.56880734] ; [2.56880734 5.43119266],0
b2,1,0.687494,0.161812,[30 53] ; [1 1],[30.27058824 52.72941176] ; [0.72941176 1.27058824],0
b3,1,0.687494,0.161812,[30 53] ; [1 1],[30.27058824 52.72941176] ; [0.72941176 1.27058824],0
a7,1,0.71152,0.136763,[77 35] ; [6 2],[77.46666667 34.53333333] ; [5.53333333 2.46666667],0
a8,1,0.741116,0.109148,[10 87] ; [1 6],[10.25961538 86.74038462] ; [0.74038462 6.25961538],0
n3,1,0.76966,0.085744,[22 11] ; [3 2],[21.71052632 11.28947368] ; [3.28947368 1.71052632],0
d4,1,0.789214,0.071466,[94 18] ; [7 1],[94.26666667 17.73333333] ; [6.73333333 1.26666667],0
u2,1,0.814041,0.055327,[19  7] ; [2 1],[18.82758621  7.17241379] ; [2.17241379 0.82758621],0
n6,1,0.837588,0.042017,[95 17] ; [7 1],[95.2 16.8] ; [6.8 1.2],0
p1,1,0.875247,0.024648,[ 12 100] ; [1 7],[12.13333333 99.86666667] ; [0.86666667 7.13333333],0
p9,1,0.933767,0.006907,[93 17] ; [6 1],[93.07692308 16.92307692] ; [5.92307692 1.07692308],0
p12,1,0.992605,8.6e-05,[14 97] ; [1 7],[13.99159664 97.00840336] ; [1.00840336 6.99159664],0
