Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2.4e-05,17.839492,[175  91] ; [17 33],[161.62025316 104.37974684] ; [30.37974684 19.62025316],1
d5,1,0.001331,10.298609,[161 109] ; [18 33],[150.56074766 119.43925234] ; [28.43925234 22.56074766],0
p8,1,0.002301,9.292618,[147 122] ; [16 35],[137.021875 131.978125] ; [25.978125 25.021875],0
s1,1,0.002481,9.154289,[  5 263] ; [ 5 45],[  8.42767296 259.57232704] ; [ 1.57232704 48.42767296],0
s7,1,0.003934,8.31399,[123 136] ; [12 36],[113.89250814 145.10749186] ; [21.10749186 26.89250814],0
p4,1,0.006373,7.441829,[149 122] ; [17 33],[140.14330218 130.85669782] ; [25.85669782 24.14330218],0
d4,1,0.010351,6.573473,[169 102] ; [22 29],[160.7484472 110.2515528] ; [30.2515528 20.7484472],0
s4,1,0.01161,6.369491,[ 40 229] ; [15 36],[ 46.234375 222.765625] ; [ 8.765625 42.234375],0
v4,1,0.015902,5.813646,[252  16] ; [43  8],[247.8369906  20.1630094] ; [47.1630094  3.8369906],0
r2,1,0.025233,5.007846,[242  24] ; [41 10],[237.47003155  28.52996845] ; [45.52996845  5.47003155],0
n6,1,0.034515,4.469026,[223  45] ; [36 15],[217.59247649  50.40752351] ; [41.40752351  9.59247649],0
p6,1,0.041896,4.139404,[ 91 176] ; [10 41],[ 84.80188679 182.19811321] ; [16.19811321 34.80188679],0
a7,1,0.04292,4.098556,[182  87] ; [27 24],[175.690625  93.309375] ; [33.309375 17.690625],0
p3,1,0.051395,3.795362,[125 146] ; [16 35],[118.66770186 152.33229814] ; [22.33229814 28.66770186],0
a3,1,0.058503,3.579332,[163 107] ; [23 27],[156.9375 113.0625] ; [29.0625 20.9375],0
d3,1,0.061058,3.508407,[117 152] ; [15 36],[110.9625 158.0375] ; [21.0375 29.9625],0
p1,1,0.069296,3.299621,[ 21 250] ; [ 8 43],[ 24.4068323 246.5931677] ; [ 4.5931677 46.4068323],0
s6,1,0.092546,2.829518,[176  89] ; [27 23],[170.77777778  94.22222222] ; [32.22222222 17.77777778],0
p12,1,0.100036,2.704972,[ 15 255] ; [ 6 45],[ 17.6635514 252.3364486] ; [ 3.3364486 47.6635514],0
r3,1,0.13227,2.265658,[253  16] ; [45  6],[250.50625  18.49375] ; [47.49375  3.50625],0
d2,1,0.135642,2.226713,[ 33 238] ; [10 40],[ 36.30218069 234.69781931] ; [ 6.69781931 43.30218069],0
n4,1,0.141926,2.156946,[192  78] ; [31 20],[187.57009346  82.42990654] ; [35.42990654 15.57009346],0
r1,1,0.146589,2.107388,[191  78] ; [31 20],[186.61875  82.38125] ; [35.38125 15.61875],0
