Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2.4e-05,17.839492,[175  91] ; [17 33],[161.62025316 104.37974684] ; [30.37974684 19.62025316],1
p11,1,0.218304,1.515484,[222  49] ; [38 13],[218.81987578  52.18012422] ; [41.18012422  9.81987578],0
b5,1,0.225328,1.470111,[156 115] ; [34 17],[159.9068323 111.0931677] ; [30.0931677 20.9068323],0
a1,1,0.239446,1.383854,[ 11 260] ; [ 4 47],[ 12.6242236 258.3757764] ; [ 2.3757764 48.6242236],0
a5,1,0.242245,1.36748,[162 109] ; [26 25],[158.22360248 112.77639752] ; [29.77639752 21.22360248],0
s3,1,0.268523,1.224276,[141 128] ; [21 27],[137.47003155 131.52996845] ; [24.52996845 23.47003155],0
a6,1,0.312349,1.020716,[164 107] ; [27 24],[160.7484472 110.2515528] ; [30.2515528 20.7484472],0
b4,1,0.327048,0.96055,[153 118] ; [25 26],[149.80745342 121.19254658] ; [28.19254658 22.80745342],0
b1,1,0.344618,0.893178,[ 98 173] ; [22 29],[100.99378882 170.00621118] ; [19.00621118 31.99378882],0
b3,1,0.363454,0.825922,[52 97] ; [ 7 20],[49.94886364 99.05113636] ; [ 9.05113636 17.94886364],0
b2,1,0.363454,0.825922,[52 97] ; [ 7 20],[49.94886364 99.05113636] ; [ 9.05113636 17.94886364],0
p10,1,0.36401,0.82401,[238  30] ; [43  8],[236.07523511  31.92476489] ; [44.92476489  6.07523511],0
p5,1,0.395412,0.722235,[ 33 238] ; [ 4 46],[ 31.23676012 239.76323988] ; [ 5.76323988 44.23676012],0
a2,1,0.412346,0.672026,[ 19 252] ; [ 2 49],[ 17.67391304 253.32608696] ; [ 3.32608696 47.67391304],0
r4,1,0.421586,0.64589,[230  41] ; [41 10],[228.07763975  42.92236025] ; [42.92236025  8.07763975],0
v2,1,0.440661,0.594561,[129 130] ; [21 27],[126.54723127 132.45276873] ; [23.45276873 24.54723127],0
n5,1,0.458119,0.550486,[201  67] ; [35 15],[198.89308176  69.10691824] ; [37.10691824 12.89308176],0
u1,1,0.467994,0.526707,[ 11 260] ; [ 1 50],[ 10.09937888 260.90062112] ; [ 1.90062112 49.09937888],0
n1,1,0.548974,0.359158,[22 42] ; [6 8],[22.97435897 41.02564103] ; [5.02564103 8.97435897],0
v3,1,0.580651,0.305183,[ 82 185] ; [17 32],[ 83.64873418 183.35126582] ; [15.35126582 33.64873418],0
n3,1,0.608876,0.261815,[46 18] ; [11  3],[46.76923077 17.23076923] ; [10.23076923  3.76923077],0
u2,1,0.68627,0.163153,[57 48] ; [14 14],[56.05263158 48.94736842] ; [14.94736842 13.05263158],0
s2,1,0.707424,0.140864,[118 152] ; [20 29],[116.80250784 153.19749216] ; [21.19749216 27.80250784],0
a8,1,0.745371,0.105462,[ 36 217] ; [ 8 42],[ 36.73927393 216.26072607] ; [ 7.26072607 42.73927393],0
u3,1,0.753615,0.098519,[56 49] ; [14 14],[55.26315789 49.73684211] ; [14.73684211 13.26315789],0
s8,1,0.788621,0.071878,[101 170] ; [18 33],[100.15217391 170.84782609] ; [18.84782609 32.15217391],0
a4,1,0.833637,0.044117,[ 72 199] ; [14 36],[ 72.60436137 198.39563863] ; [13.39563863 36.60436137],0
s5,1,0.859857,0.031172,[ 78 186] ; [13 33],[ 77.49677419 186.50322581] ; [13.50322581 32.49677419],0
v1,1,0.911747,0.012284,[134 128] ; [26 24],[134.35897436 127.64102564] ; [25.64102564 24.35897436],0
