Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,105.432508,[22 45] ; [295  38],[53.0975 13.9025] ; [263.9025  69.0975],1
n6,1,0.0,35.218105,[44 23] ; [307  27],[58.64588529  8.35411471] ; [292.35411471  41.64588529],1
p10,1,0.00036,12.731094,[50 17] ; [299  32],[58.75125628  8.24874372] ; [290.24874372  40.75125628],1
a4,1,0.00036,12.72698,[19 49] ; [172 161],[32.38902743 35.61097257] ; [158.61097257 174.38902743],1
v3,1,0.0005,12.117332,[17 47] ; [163 161],[29.69072165 34.30927835] ; [150.30927835 173.69072165],1
p6,1,0.00167,9.881448,[21 44] ; [177 153],[32.58227848 32.41772152] ; [165.41772152 164.58227848],0
p4,1,0.00489,7.919697,[49 19] ; [287  47],[56.8358209 11.1641791] ; [279.1641791  54.8358209],0
a3,1,0.005637,7.662951,[43 25] ; [262  70],[51.85 16.15] ; [253.15  78.85],0
s7,1,0.00602,7.544366,[28 37] ; [192 120],[37.93103448 27.06896552] ; [182.06896552 129.93103448],0
r4,1,0.006031,7.541166,[57 11] ; [313  21],[62.58706468  5.41293532] ; [307.41293532  26.58706468],0
r1,1,0.007323,7.192094,[47 20] ; [279  53],[54.74185464 12.25814536] ; [271.25814536  60.74185464],0
p9,1,0.007538,7.13999,[55 12] ; [307  25],[60.78696742  6.21303258] ; [301.21303258  30.78696742],0
d2,1,0.008597,6.904759,[26 42] ; [186 148],[35.86069652 32.13930348] ; [176.13930348 157.86069652],0
d5,1,0.019685,5.439588,[52 16] ; [291  42],[58.16458853  9.83541147] ; [284.83541147  48.16458853],0
v2,1,0.027109,4.883874,[31 33] ; [206 120],[38.89230769 25.10769231] ; [198.10769231 127.89230769],0
a2,1,0.035244,4.433293,[12 56] ; [101 233],[19.11442786 48.88557214] ; [ 93.88557214 240.11442786],0
a8,1,0.03721,4.340785,[ 3 60] ; [ 43 256],[ 8.00552486 54.99447514] ; [ 37.99447514 261.00552486],0
u1,1,0.037692,4.318876,[ 9 59] ; [ 83 251],[15.56218905 52.43781095] ; [ 76.43781095 257.56218905],0
p5,1,0.04071,4.188037,[ 7 61] ; [ 70 263],[13.05735661 54.94264339] ; [ 63.94264339 269.05735661],0
a5,1,0.042353,4.121047,[47 21] ; [268  66],[53.28358209 14.71641791] ; [261.71641791  72.28358209],0
p11,1,0.043081,4.092216,[51 17] ; [284  50],[56.66666667 11.33333333] ; [278.33333333  55.66666667],0
d1,1,0.043338,4.082159,[36 32] ; [220 114],[43.30348259 24.69651741] ; [212.69651741 121.30348259],0
s4,1,0.079898,3.06697,[17 51] ; [ 53 276],[11.98992443 56.01007557] ; [ 58.01007557 270.98992443],0
v1,1,0.086876,2.931327,[34 31] ; [208 119],[40.12755102 24.87244898] ; [201.87244898 125.12755102],0
n1,1,0.101535,2.681259,[ 4 13] ; [20 23],[ 6.8 10.2] ; [17.2 25.8],0
p8,1,0.101994,2.674079,[41 27] ; [233  98],[46.69674185 21.30325815] ; [227.30325815 103.69674185],0
u3,1,0.10496,2.628507,[19  6] ; [41 30],[15.625  9.375] ; [44.375 26.625],0
b2,1,0.113151,2.509656,[10 26] ; [ 93 130],[14.31660232 21.68339768] ; [ 88.68339768 134.31660232],0
b3,1,0.113151,2.509656,[10 26] ; [ 93 130],[14.31660232 21.68339768] ; [ 88.68339768 134.31660232],0
s2,1,0.166634,1.91297,[32 36] ; [185 144],[37.16876574 30.83123426] ; [179.83123426 149.16876574],0
r2,1,0.219688,1.50641,[63  5] ; [316  13],[64.91687657  3.08312343] ; [314.08312343  14.91687657],0
v4,1,0.24066,1.376726,[64  4] ; [322  10],[65.62  2.38] ; [320.38  11.62],0
p12,1,0.264282,1.246189,[ 5 63] ; [ 40 292],[ 7.65 60.35] ; [ 37.35 294.65],0
s8,1,0.322645,0.978194,[32 36] ; [177 153],[35.70854271 32.29145729] ; [173.29145729 156.70854271],0
d4,1,0.325065,0.96846,[55 13] ; [285  48],[57.65586035 10.34413965] ; [282.34413965  50.65586035],0
s3,1,0.353025,0.862555,[37 31] ; [199 130],[40.4231738 27.5768262] ; [195.5768262 133.4231738],0
a7,1,0.3693,0.806017,[53 15] ; [242  91],[50.02493766 17.97506234] ; [244.97506234  88.02493766],0
r3,1,0.467246,0.528481,[64  4] ; [318  13],[65.10275689  2.89724311] ; [316.89724311  14.10275689],0
s1,1,0.550638,0.356176,[ 1 67] ; [  9 323],[ 1.7 66.3] ; [  8.3 323.7],0
b4,1,0.604381,0.268438,[41 27] ; [190 144],[39.07462687 28.92537313] ; [191.92537313 142.07462687],0
a6,1,0.667597,0.184425,[46 22] ; [234  99],[47.48129676 20.51870324] ; [232.51870324 100.48129676],0
u2,1,0.682358,0.167483,[15  9] ; [41 30],[14.14736842  9.85263158] ; [41.85263158 29.14736842],0
s6,1,0.727299,0.121606,[48 20] ; [234  88],[49.16923077 18.83076923] ; [232.83076923  89.16923077],0
s5,1,0.807991,0.059058,[26 40] ; [130 187],[26.88250653 39.11749347] ; [129.11749347 187.88250653],0
b1,1,0.871671,0.026094,[29 39] ; [146 188],[29.60199005 38.39800995] ; [145.39800995 188.60199005],0
p1,1,0.901149,0.015428,[ 9 58] ; [ 43 291],[ 8.6882793 58.3117207] ; [ 43.3117207 290.6882793],0
d3,1,0.933292,0.007006,[49 19] ; [239  95],[48.71641791 19.28358209] ; [239.28358209  94.71641791],0
p7,1,0.948243,0.004214,[53 14] ; [263  68],[53.1959799 13.8040201] ; [262.8040201  68.1959799],0
a1,1,0.950007,0.003931,[ 4 64] ; [ 19 315],[ 3.89054726 64.10945274] ; [ 19.10945274 314.89054726],0
n2,1,0.95015,0.003909,[12  5] ; [30 13],[11.9  5.1] ; [30.1 12.9],0
n3,1,0.981986,0.00051,[13  4] ; [33 10],[13.03333333  3.96666667] ; [32.96666667 10.03333333],0
b5,1,0.983978,0.000403,[39 29] ; [192 142],[39.07462687 28.92537313] ; [191.92537313 142.07462687],0
