Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,2.2e-05,18.006665,[41 75] ; [ 16 113],[26.9877551 89.0122449] ; [30.0122449 98.9877551],1
p4,1,0.006027,7.542138,[64 52] ; [49 81],[53.28455285 62.71544715] ; [59.71544715 70.28455285],0
a8,1,0.019541,5.452484,[21 86] ; [ 11 112],[14.88695652 92.11304348] ; [ 17.11304348 105.88695652],0
p12,1,0.027472,4.860894,[  3 113] ; [ 12 116],[  7.13114754 108.86885246] ; [  7.86885246 120.13114754],0
p2,1,0.029361,4.746349,[92 24] ; [87 43],[84.40650407 31.59349593] ; [94.59349593 35.40650407],0
r3,1,0.104437,2.636443,[111   4] ; [119  11],[107.95918367   7.04081633] ; [122.04081633   7.95918367],0
n3,1,0.104876,2.629781,[29  4] ; [32 12],[26.14285714  6.85714286] ; [34.85714286  9.14285714],0
s7,1,0.120858,2.406163,[69 42] ; [63 58],[63.15517241 47.84482759] ; [68.84482759 52.15517241],0
a2,1,0.121441,2.398635,[35 81] ; [ 28 102],[29.70731707 86.29268293] ; [33.29268293 96.70731707],0
b4,1,0.128506,2.310461,[63 53] ; [83 47],[68.84552846 47.15447154] ; [77.15447154 52.84552846],0
v2,1,0.163767,1.939095,[60 49] ; [55 65],[54.73799127 54.26200873] ; [60.26200873 59.73799127],0
p3,1,0.190282,1.71543,[49 67] ; [44 85],[44.03265306 71.96734694] ; [48.96734694 80.03265306],0
n2,1,0.192626,1.697418,[27  5] ; [33 13],[24.61538462  7.38461538] ; [35.38461538 10.61538462],0
b1,1,0.21538,1.53489,[50 66] ; [46 84],[45.26829268 70.73170732] ; [50.73170732 79.26829268],0
a6,1,0.273936,1.196929,[81 34] ; [83 47],[76.97959184 38.02040816] ; [87.02040816 42.97959184],0
a3,1,0.274387,1.194682,[86 29] ; [89 41],[82.14285714 32.85714286] ; [92.85714286 37.14285714],0
r4,1,0.282254,1.156203,[102  14] ; [108  22],[99.02439024 16.97560976] ; [110.97560976  19.02439024],0
u3,1,0.292999,1.105789,[17 12] ; [29 12],[19.05714286  9.94285714] ; [26.94285714 14.05714286],0
p1,1,0.30995,1.030891,[  6 110] ; [ 11 119],[  8.01626016 107.98373984] ; [  8.98373984 121.01626016],0
d1,1,0.361117,0.834004,[62 54] ; [77 53],[65.54471545 50.45528455] ; [73.45528455 56.54471545],0
n4,1,0.381826,0.764814,[88 26] ; [94 36],[85.03278689 28.96721311] ; [96.96721311 33.03278689],0
a1,1,0.406085,0.690233,[  6 110] ; [  4 126],[  4.71544715 111.28455285] ; [  5.28455285 124.71544715],0
r2,1,0.407125,0.687182,[106   7] ; [124   5],[107.39669421   5.60330579] ; [122.60330579   6.39669421],0
s2,1,0.479584,0.499808,[91 25] ; [97 33],[88.6504065 27.3495935] ; [99.3495935 30.6504065],0
n1,1,0.491589,0.473046,[12 19] ; [21 24],[13.46052632 17.53947368] ; [19.53947368 25.46052632],0
n6,1,0.509071,0.435977,[90 24] ; [98 32],[87.83606557 26.16393443] ; [100.16393443  29.83606557],0
p9,1,0.537045,0.381044,[95 21] ; [100  27],[93.08641975 22.91358025] ; [101.91358025  25.08641975],0
s4,1,0.538116,0.379042,[23 92] ; [30 99],[24.9795082 90.0204918] ; [ 28.0204918 100.9795082],0
a7,1,0.542394,0.371121,[77 39] ; [91 39],[79.2195122 36.7804878] ; [88.7804878 41.2195122],0
u1,1,0.550548,0.356336,[24 92] ; [ 23 107],[22.16260163 93.83739837] ; [ 24.83739837 105.16260163],0
n5,1,0.570321,0.322146,[81 33] ; [88 42],[78.95901639 35.04098361] ; [90.04098361 39.95901639],0
p10,1,0.590657,0.289319,[88 26] ; [95 33],[86.20661157 27.79338843] ; [96.79338843 31.20661157],0
d4,1,0.593196,0.28538,[88 26] ; [104  26],[89.70491803 24.29508197] ; [102.29508197  27.70491803],0
a4,1,0.67956,0.170621,[57 58] ; [61 69],[55.3877551 59.6122449] ; [62.6122449 67.3877551],0
d3,1,0.700029,0.148442,[77 38] ; [84 46],[75.57142857 39.42857143] ; [85.42857143 44.57142857],0
b2,1,0.701558,0.146856,[31 52] ; [23 44],[29.88 53.12] ; [24.12 42.88],0
b3,1,0.701558,0.146856,[31 52] ; [23 44],[29.88 53.12] ; [24.12 42.88],0
v3,1,0.721609,0.126956,[36 75] ; [36 83],[34.74782609 76.25217391] ; [37.25217391 81.74782609],0
s8,1,0.728509,0.120485,[57 59] ; [61 69],[55.64227642 60.35772358] ; [62.35772358 67.64227642],0
d5,1,0.737913,0.111969,[90 25] ; [104  26],[91.06122449 23.93877551] ; [102.93877551  27.06122449],0
s1,1,0.742736,0.107736,[  6 108] ; [  8 120],[  6.59504132 107.40495868] ; [  7.40495868 120.59504132],0
u4,1,0.746101,0.104836,[  2 114] ; [  3 127],[  2.35772358 113.64227642] ; [  2.64227642 127.35772358],0
s6,1,0.756021,0.09654,[87 28] ; [99 29],[88.02469136 26.97530864] ; [97.97530864 30.02469136],0
u2,1,0.790966,0.070255,[17 11] ; [23 17],[16.47058824 11.52941176] ; [23.52941176 16.47058824],0
p11,1,0.830373,0.045892,[80 36] ; [88 42],[79.2195122 36.7804878] ; [88.7804878 41.2195122],0
p5,1,0.861483,0.030446,[  5 109] ; [  5 122],[  4.73029046 109.26970954] ; [  5.26970954 121.73029046],0
d2,1,0.863072,0.029744,[58 57] ; [67 63],[58.67346939 56.32653061] ; [66.32653061 63.67346939],0
v1,1,0.875443,0.02457,[53 58] ; [57 65],[52.40343348 58.59656652] ; [57.59656652 64.40343348],0
s5,1,0.887215,0.020116,[39 75] ; [40 80],[38.48717949 75.51282051] ; [40.51282051 79.48717949],0
r1,1,0.933926,0.006873,[88 26] ; [99 30],[87.72839506 26.27160494] ; [99.27160494 29.72839506],0
v4,1,0.966994,0.001712,[105   9] ; [119  10],[105.08641975   8.91358025] ; [118.91358025  10.08641975],0
b5,1,0.970218,0.001394,[77 39] ; [86 44],[76.86178862 39.13821138] ; [86.13821138 43.86178862],0
a5,1,0.976518,0.000866,[81 35] ; [91 39],[81.10569106 34.89430894] ; [90.89430894 39.10569106],0
