Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.001888,9.65495,[ 6 31] ; [7 4],[10.02083333 26.97916667] ; [2.97916667 8.02083333],0
s1,1,0.006415,7.429975,[ 2 35] ; [4 7],[ 4.625 32.375] ; [1.375 9.625],0
a3,1,0.07417,3.188243,[18 17] ; [9 2],[20.54347826 14.45652174] ; [6.45652174 4.54347826],0
p1,1,0.148572,2.086849,[ 6 31] ; [4 7],[ 7.70833333 29.29166667] ; [2.29166667 8.70833333],0
p8,1,0.174407,1.844652,[ 4 33] ; [3 8],[ 5.39583333 31.60416667] ; [1.60416667 9.39583333],0
a2,1,0.174407,1.844652,[ 4 33] ; [3 8],[ 5.39583333 31.60416667] ; [1.60416667 9.39583333],0
a7,1,0.177096,1.821824,[15 22] ; [7 4],[16.95833333 20.04166667] ; [5.04166667 5.95833333],0
p5,1,0.178277,1.811928,[ 2 35] ; [2 9],[ 3.08333333 33.91666667] ; [ 0.91666667 10.08333333],0
v2,1,0.187619,1.736219,[ 4 32] ; [3 8],[ 5.36170213 30.63829787] ; [1.63829787 9.36170213],0
s7,1,0.257381,1.282789,[ 8 28] ; [4 6],[ 9.39130435 26.60869565] ; [2.60869565 7.39130435],0
r4,1,0.282344,1.155774,[ 5 32] ; [3 8],[ 6.16666667 30.83333333] ; [1.83333333 9.16666667],0
p2,1,0.286853,1.134331,[13 24] ; [2 9],[11.5625 25.4375] ; [3.4375 7.5625],0
n6,1,0.30289,1.061425,[20 17] ; [4 7],[18.5 18.5] ; [5.5 5.5],0
r2,1,0.311292,1.025186,[23 12] ; [9 2],[24.34782609 10.65217391] ; [7.65217391 3.34782609],0
n5,1,0.321508,0.982801,[29  8] ; [7 4],[27.75  9.25] ; [8.25 2.75],0
p9,1,0.341097,0.906303,[13 21] ; [6 5],[14.35555556 19.64444444] ; [4.64444444 6.35555556],0
b1,1,0.341626,0.90432,[21 16] ; [8 3],[22.35416667 14.64583333] ; [6.64583333 4.35416667],0
s4,1,0.349868,0.873937,[ 8 29] ; [ 1 10],[ 6.9375 30.0625] ; [2.0625 8.9375],0
p12,1,0.351905,0.866574,[ 1 36] ; [ 1 10],[ 1.54166667 35.45833333] ; [ 0.45833333 10.54166667],0
u2,1,0.360585,0.835855,[ 4 15] ; [1 1],[ 4.52380952 14.47619048] ; [0.47619048 1.52380952],0
a6,1,0.382329,0.763201,[18 19] ; [7 4],[19.27083333 17.72916667] ; [5.72916667 5.27083333],0
s8,1,0.409449,0.680401,[ 6 31] ; [3 8],[ 6.9375 30.0625] ; [2.0625 8.9375],0
d4,1,0.411039,0.675793,[22 15] ; [5 6],[20.8125 16.1875] ; [6.1875 4.8125],0
d1,1,0.424852,0.636855,[15 22] ; [3 8],[13.875 23.125] ; [4.125 6.875],0
a5,1,0.472787,0.515455,[19 18] ; [7 4],[20.04166667 16.95833333] ; [5.95833333 5.04166667],0
s3,1,0.481924,0.494505,[11 24] ; [2 8],[10.11111111 24.88888889] ; [2.88888889 7.11111111],0
n3,1,0.487561,0.481905,[10 13] ; [1 3],[ 9.37037037 13.62962963] ; [1.62962963 2.37037037],0
d3,1,0.508923,0.436281,[16 21] ; [6 5],[16.95833333 20.04166667] ; [5.04166667 5.95833333],0
b3,1,0.509756,0.434568,[13 14] ; [2 4],[12.27272727 14.72727273] ; [2.72727273 3.27272727],0
