Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,34.265557,[97 34] ; [15 39],[79.30810811 51.69189189] ; [32.69189189 21.30810811],1
d3,1,1e-06,23.829024,[109  22] ; [26 28],[95.59459459 35.40540541] ; [39.40540541 14.59459459],1
a2,1,0.000159,14.25665,[45 86] ; [ 4 50],[34.6972973 96.3027027] ; [14.3027027 39.6972973],1
u1,1,0.000693,11.508919,[33 98] ; [ 2 52],[ 24.78378378 106.21621622] ; [10.21621622 43.78378378],1
r1,1,0.007148,7.235277,[106  24] ; [34 20],[98.91304348 31.08695652] ; [41.08695652 12.91304348],0
r4,1,0.009666,6.695354,[106  25] ; [34 20],[99.13513514 31.86486486] ; [40.86486486 13.13513514],0
b5,1,0.012838,6.191255,[93 38] ; [28 26],[85.68108108 45.31891892] ; [35.31891892 18.68108108],0
r3,1,0.015707,5.835359,[114  15] ; [40 14],[108.55737705  20.44262295] ; [45.44262295  8.55737705],0
b1,1,0.018658,5.533312,[60 71] ; [35 19],[67.27027027 63.72972973] ; [27.72972973 26.27027027],0
d5,1,0.026111,4.948632,[118  13] ; [42 12],[113.2972973  17.7027027] ; [46.7027027  7.2972973],0
r2,1,0.03559,4.416639,[120   9] ; [43  9],[116.17127072  12.82872928] ; [46.82872928  5.17127072],0
v4,1,0.03565,4.413775,[119  12] ; [43 11],[114.71351351  16.28648649] ; [47.28648649  6.71351351],0
a1,1,0.101054,2.68883,[  6 125] ; [ 6 48],[  8.4972973 122.5027027] ; [ 3.5027027 50.4972973],0
s1,1,0.107372,2.592479,[  6 123] ; [ 6 48],[  8.45901639 120.54098361] ; [ 3.54098361 50.45901639],0
p2,1,0.120018,2.41708,[87 43] ; [29 24],[82.40437158 47.59562842] ; [33.59562842 19.40437158],0
d1,1,0.14202,2.155931,[90 41] ; [31 23],[85.68108108 45.31891892] ; [35.31891892 18.68108108],0
p9,1,0.160721,1.967434,[82 44] ; [28 24],[77.86516854 48.13483146] ; [32.13483146 19.86516854],0
p6,1,0.232229,1.427158,[40 87] ; [12 41],[36.68888889 90.31111111] ; [15.31111111 37.68888889],0
s6,1,0.240018,1.38049,[84 45] ; [29 23],[80.5359116 48.4640884] ; [32.4640884 19.5359116],0
s7,1,0.32493,0.968998,[55 65] ; [18 30],[52.14285714 67.85714286] ; [20.85714286 27.14285714],0
a8,1,0.386646,0.749463,[ 11 103] ; [ 3 50],[  9.55688623 104.44311377] ; [ 4.44311377 48.55688623],0
a5,1,0.390354,0.737838,[91 40] ; [34 20],[88.51351351 42.48648649] ; [36.48648649 17.51351351],0
p3,1,0.41566,0.662552,[50 79] ; [24 29],[52.45054945 76.54945055] ; [21.54945055 31.45054945],0
s2,1,0.434499,0.610768,[66 64] ; [24 30],[63.58695652 66.41304348] ; [26.41304348 27.58695652],0
v2,1,0.464337,0.53542,[63 62] ; [24 30],[60.75418994 64.24581006] ; [26.24581006 27.75418994],0
p10,1,0.479741,0.499453,[72 55] ; [27 26],[69.85 57.15] ; [29.15 23.85],0
