Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,75.932763,[37 96] ; [198  72],[77.55583127 55.44416873] ; [157.44416873 112.55583127],1
s2,1,0.0,39.371666,[84 49] ; [243  29],[107.38518519  25.61481481] ; [219.61481481  52.38518519],1
a3,1,0.0,31.5403,[78 55] ; [228  43],[100.73762376  32.26237624] ; [205.26237624  65.73762376],1
s6,1,1e-06,23.471663,[96 34] ; [247  22],[111.75438596  18.24561404] ; [231.24561404  37.75438596],1
n4,1,7e-06,20.144886,[91 42] ; [236  35],[107.6509901  25.3490099] ; [219.3490099  51.6509901],1
n6,1,8.9e-05,15.359091,[99 32] ; [242  26],[111.95739348  19.04260652] ; [229.04260652  38.95739348],1
n5,1,0.00011,14.950882,[88 43] ; [227  43],[102.90523691  28.09476309] ; [212.09476309  57.90523691],1
s5,1,0.000205,13.780425,[38 91] ; [128 132],[55.04884319 73.95115681] ; [110.95115681 149.04884319],1
p5,1,0.000576,11.853298,[  7 125] ; [ 48 220],[ 18.15 113.85] ; [ 36.85 231.15],1
a8,1,0.00091,11.001967,[  9 119] ; [ 50 198],[ 20.08510638 107.91489362] ; [ 38.91489362 209.08510638],1
p9,1,0.000953,10.916687,[102  29] ; [244  27],[112.75124378  18.24875622] ; [233.24875622  37.75124378],1
a4,1,0.001383,10.227681,[48 84] ; [145 127],[63.05940594 68.94059406] ; [129.94059406 142.05940594],0
d2,1,0.001494,10.08546,[56 77] ; [159 111],[70.95533499 62.04466501] ; [144.04466501 125.95533499],0
p4,1,0.005361,7.753374,[69 62] ; [181  89],[81.67082294 49.32917706] ; [168.32917706 101.67082294],0
d1,1,0.006279,7.468528,[73 60] ; [187  85],[85.38271605 47.61728395] ; [174.61728395  97.38271605],0
u1,1,0.007222,7.216949,[ 19 114] ; [ 71 201],[ 29.55555556 103.44444444] ; [ 60.44444444 211.55555556],0
a5,1,0.009812,6.668787,[90 43] ; [216  56],[100.48888889  32.51111111] ; [205.51111111  66.48888889],0
p3,1,0.010968,6.470452,[56 76] ; [151 119],[67.97014925 64.02985075] ; [139.02985075 130.97014925],0
p1,1,0.018699,5.529493,[  6 126] ; [ 32 238],[ 12.47761194 119.52238806] ; [ 25.52238806 244.47761194],0
p8,1,0.021651,5.273609,[62 70] ; [159 110],[72.74812968 59.25187032] ; [148.25187032 120.74812968],0
p6,1,0.022812,5.182783,[42 88] ; [119 150],[52.45614035 77.54385965] ; [108.54385965 160.45614035],0
u4,1,0.027838,4.838078,[  1 132] ; [ 14 258],[  4.92592593 128.07407407] ; [ 10.07407407 261.92592593],0
n1,1,0.029903,4.714873,[ 9 21] ; [29 24],[13.73493976 16.26506024] ; [24.26506024 28.73493976],0
p10,1,0.031372,4.632465,[102  29] ; [234  37],[109.49253731  21.50746269] ; [226.50746269  44.49253731],0
d3,1,0.032588,4.567289,[87 46] ; [204  66],[96.03722084 36.96277916] ; [194.96277916  75.03722084],0
a2,1,0.037802,4.313923,[ 28 105] ; [ 84 188],[36.78024691 96.21975309] ; [ 75.21975309 196.78024691],0
v1,1,0.039998,4.217949,[60 67] ; [155 111],[69.4783715 57.5216285] ; [145.5216285 120.4783715],0
v3,1,0.05037,3.829091,[46 84] ; [119 141],[55. 75.] ; [110. 150.],0
v4,1,0.058154,3.589251,[126   7] ; [265   5],[129.03970223   3.96029777] ; [261.96029777   8.03970223],0
p7,1,0.064142,3.426906,[80 48] ; [188  74],[87.95897436 40.04102564] ; [180.04102564  81.95897436],0
d5,1,0.070365,3.274487,[103  30] ; [228  41],[109.50995025  23.49004975] ; [221.49004975  47.50995025],0
v2,1,0.071627,3.245328,[63 59] ; [162 102],[71.11398964 50.88601036] ; [153.88601036 110.11398964],0
a6,1,0.126532,2.334538,[98 35] ; [178  91],[91.31343284 41.68656716] ; [184.68656716  84.31343284],0
a7,1,0.131827,2.270861,[103  29] ; [193  79],[96.71287129 35.28712871] ; [199.28712871  72.71287129],0
d4,1,0.138432,2.195303,[110  23] ; [237  32],[114.80348259  18.19651741] ; [232.19651741  36.80348259],0
s1,1,0.142208,2.153906,[  3 127] ; [ 15 255],[  5.85 124.15] ; [ 12.15 257.85],0
u2,1,0.144127,2.133333,[28 26] ; [28 14],[31.5 22.5] ; [24.5 17.5],0
p12,1,0.199659,1.644864,[ 10 121] ; [ 32 239],[ 13.68656716 117.31343284] ; [ 28.31343284 242.68656716],0
u3,1,0.201212,1.633557,[32 21] ; [32 12],[34.96907216 18.03092784] ; [29.03092784 14.96907216],0
a1,1,0.209834,1.572572,[  4 129] ; [ 16 256],[  6.56790123 126.43209877] ; [ 13.43209877 258.56790123],0
n3,1,0.254403,1.298961,[25  6] ; [36 16],[22.78313253  8.21686747] ; [38.21686747 13.78313253],0
b1,1,0.261399,1.261333,[48 85] ; [114 158],[53.2 79.8] ; [108.8 163.2],0
b5,1,0.37335,0.792484,[81 52] ; [153 119],[76.84444444 56.15555556] ; [157.15555556 114.84444444],0
r3,1,0.486687,0.483843,[131   2] ; [263   7],[130.02977667   2.97022333] ; [263.97022333   6.02977667],0
b2,1,0.504815,0.444799,[25 43] ; [ 77 109],[27.30708661 40.69291339] ; [ 74.69291339 111.30708661],0
b3,1,0.504815,0.444799,[25 43] ; [ 77 109],[27.30708661 40.69291339] ; [ 74.69291339 111.30708661],0
p2,1,0.549724,0.357812,[110  22] ; [232  39],[112.01985112  19.98014888] ; [229.98014888  41.01985112],0
s4,1,0.625022,0.238872,[ 26 104] ; [ 60 211],[ 27.88029925 102.11970075] ; [ 58.11970075 212.88029925],0
p11,1,0.711139,0.137142,[105  28] ; [219  53],[106.4  26.6] ; [217.6  54.4],0
r2,1,0.728304,0.120674,[130   2] ; [268   3],[130.36228288   1.63771712] ; [267.63771712   3.36228288],0
n2,1,0.731309,0.117913,[24  6] ; [44  9],[24.57831325  5.42168675] ; [43.42168675  9.57831325],0
b4,1,0.747761,0.103422,[79 54] ; [157 115],[77.50123457 55.49876543] ; [158.49876543 113.50123457],0
r4,1,0.966896,0.001722,[128   5] ; [262  10],[128.07407407   4.92592593] ; [261.92592593  10.07407407],0
