Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,129.172332,[53 53] ; [344  18],[89.91880342 16.08119658] ; [307.08119658  54.91880342],1
r2,1,0.0,47.873336,[77 24] ; [347  11],[93.29847495  7.70152505] ; [330.70152505  27.29847495],1
v4,1,0.0,43.045713,[79 26] ; [346  15],[95.76180258  9.23819742] ; [329.23819742  31.76180258],1
r3,1,0.0,33.393644,[83 22] ; [348  14],[96.90578158  8.09421842] ; [334.09421842  27.90578158],1
a5,1,0.0,29.731511,[55 51] ; [285  77],[77.00854701 28.99145299] ; [262.99145299  99.00854701],1
d3,1,2e-06,22.606642,[49 57] ; [257 104],[69.45610278 36.54389722] ; [236.54389722 124.45610278],1
a7,1,1e-05,19.435514,[57 49] ; [274  87],[75.13062099 30.86937901] ; [255.86937901 105.13062099],1
d1,1,1.8e-05,18.418538,[41 65] ; [225 137],[60.24786325 45.75213675] ; [205.75213675 156.24786325],1
u1,1,7.6e-05,15.655636,[  4 102] ; [ 72 290],[17.21367521 88.78632479] ; [ 58.78632479 303.21367521],1
u3,1,8.3e-05,15.485148,[ 9 32] ; [60 43],[19.64583333 21.35416667] ; [49.35416667 53.64583333],1
p2,1,0.000455,12.289865,[70 34] ; [299  61],[82.70689655 21.29310345] ; [286.29310345  73.70689655],1
s6,1,0.000652,11.622394,[45 61] ; [220 140],[60.27896996 45.72103004] ; [204.72103004 155.27896996],1
d4,1,0.000708,11.467823,[71 35] ; [297  64],[83.52890792 22.47109208] ; [284.47109208  76.52890792],1
s8,1,0.001474,10.11099,[26 80] ; [150 211],[39.94860814 66.05139186] ; [136.05139186 224.94860814],0
p10,1,0.00164,9.914508,[67 36] ; [287  72],[78.92207792 24.07792208] ; [275.07792208  83.92207792],0
d5,1,0.001697,9.851048,[73 33] ; [299  62],[84.43683084 21.56316916] ; [287.56316916  73.43683084],0
v2,1,0.00258,9.082917,[42 61] ; [200 147],[55.39111111 47.60888889] ; [186.60888889 160.39111111],0
a2,1,0.002662,9.025738,[13 93] ; [ 95 267],[24.46153846 81.53846154] ; [ 83.53846154 278.46153846],0
s2,1,0.004011,8.278815,[29 77] ; [154 205],[41.71612903 64.28387097] ; [141.28387097 217.71612903],0
v1,1,0.004437,8.095565,[38 63] ; [190 164],[50.61098901 50.38901099] ; [177.38901099 176.61098901],0
s3,1,0.005196,7.80997,[38 65] ; [188 170],[50.49457701 52.50542299] ; [175.50542299 182.49457701],0
s7,1,0.005914,7.576453,[31 69] ; [159 183],[42.98642534 57.01357466] ; [147.01357466 194.98642534],0
a4,1,0.015519,5.856517,[36 69] ; [171 188],[46.84267241 58.15732759] ; [160.15732759 198.84267241],0
p11,1,0.016873,5.7095,[75 31] ; [295  67],[83.8034188 22.1965812] ; [286.1965812  75.8034188],0
p8,1,0.020295,5.386371,[39 65] ; [179 176],[49.39433551 54.60566449] ; [168.60566449 186.39433551],0
a3,1,0.020814,5.342321,[64 42] ; [259 100],[73.63010753 32.36989247] ; [249.36989247 109.63010753],0
u2,1,0.024934,5.028454,[15 26] ; [59 44],[21.06944444 19.93055556] ; [52.93055556 50.06944444],0
p4,1,0.031264,4.638407,[49 55] ; [213 148],[58.59784946 45.40215054] ; [203.40215054 157.59784946],0
a6,1,0.03472,4.458891,[64 42] ; [257 104],[72.8608137 33.1391863] ; [248.1391863 112.8608137],0
p7,1,0.043012,4.094937,[52 53] ; [214 139],[60.98253275 44.01746725] ; [205.01746725 147.98253275],0
d2,1,0.047753,3.91867,[42 63] ; [184 177],[50.92274678 54.07725322] ; [175.07725322 185.92274678],0
v3,1,0.12854,2.310054,[35 70] ; [144 202],[41.67405765 63.32594235] ; [137.32594235 208.67405765],0
p3,1,0.131943,2.269495,[42 63] ; [174 186],[48.77419355 56.22580645] ; [167.22580645 192.77419355],0
a1,1,0.133625,2.249876,[ 9 97] ; [ 17 345],[  5.88888889 100.11111111] ; [ 20.11111111 341.88888889],0
p6,1,0.142762,2.147938,[26 75] ; [120 239],[32.05652174 68.94347826] ; [113.94347826 245.05652174],0
n6,1,0.189375,1.722474,[84 21] ; [308  53],[88.32618026 16.67381974] ; [303.67381974  57.32618026],0
n1,1,0.195067,1.678925,[17 16] ; [27 44],[13.96153846 19.03846154] ; [30.03846154 40.96153846],0
u4,1,0.230013,1.440779,[  1 105] ; [ 11 351],[  2.71794872 103.28205128] ; [  9.28205128 352.71794872],0
s1,1,0.265796,1.238316,[  2 104] ; [ 15 342],[  3.89200864 102.10799136] ; [ 13.10799136 343.89200864],0
p9,1,0.347527,0.882468,[78 25] ; [288  72],[81.42116631 21.57883369] ; [284.57883369  75.42116631],0
a8,1,0.357903,0.845237,[12 88] ; [ 51 273],[14.85849057 85.14150943] ; [ 48.14150943 275.85849057],0
b5,1,0.364882,0.821021,[69 37] ; [218 144],[65.0042735 40.9957265] ; [221.9957265 140.0042735],0
p1,1,0.453479,0.561942,[10 96] ; [ 26 334],[ 8.1888412 97.8111588] ; [ 27.8111588 332.1888412],0
b4,1,0.666799,0.18537,[59 47] ; [210 152],[60.92735043 45.07264957] ; [208.07264957 153.92735043],0
b1,1,0.672723,0.178434,[44 62] ; [142 220],[42.12820513 63.87179487] ; [143.87179487 218.12820513],0
b2,1,0.725911,0.1229,[25 47] ; [ 84 143],[26.24749164 45.75250836] ; [ 82.75250836 144.24749164],0
b3,1,0.725911,0.1229,[25 47] ; [ 84 143],[26.24749164 45.75250836] ; [ 82.75250836 144.24749164],0
p12,1,0.739912,0.110204,[ 7 97] ; [ 21 338],[ 6.28941685 97.71058315] ; [ 21.71058315 337.28941685],0
p5,1,0.757112,0.095651,[ 7 98] ; [ 21 338],[ 6.3362069 98.6637931] ; [ 21.6637931 337.3362069],0
n5,1,0.762956,0.090964,[88 17] ; [298  63],[86.97424893 18.02575107] ; [299.02575107  61.97424893],0
s4,1,0.857193,0.032382,[10 96] ; [ 36 323],[10.48602151 95.51397849] ; [ 35.51397849 323.48602151],0
n3,1,0.872102,0.025918,[23 10] ; [47 22],[22.64705882 10.35294118] ; [47.35294118 21.64705882],0
n2,1,0.8893,0.019374,[22 11] ; [47 25],[21.68571429 11.31428571] ; [47.31428571 24.68571429],0
