Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1.5e-05,18.72091,[40 19] ; [15 40],[28.46491228 30.53508772] ; [26.53508772 28.46491228],1
a3,1,0.007197,7.223076,[46 13] ; [31 26],[39.1637931 19.8362069] ; [37.8362069 19.1637931],0
d2,1,0.007517,7.145178,[27 31] ; [13 44],[20.17391304 37.82608696] ; [19.82608696 37.17391304],0
a8,1,0.012941,6.177159,[10 43] ; [ 2 52],[ 5.94392523 47.05607477] ; [ 6.05607477 47.94392523],0
a5,1,0.014615,5.962239,[43 16] ; [29 28],[36.62068966 22.37931034] ; [35.37931034 21.62068966],0
b2,1,0.077168,3.12357,[ 7 28] ; [12 18],[10.23076923 24.76923077] ; [ 8.76923077 21.23076923],0
b3,1,0.077168,3.12357,[ 7 28] ; [12 18],[10.23076923 24.76923077] ; [ 8.76923077 21.23076923],0
p11,1,0.083564,2.994185,[45 14] ; [35 22],[40.68965517 18.31034483] ; [39.31034483 17.68965517],0
b5,1,0.083564,2.994185,[45 14] ; [35 22],[40.68965517 18.31034483] ; [39.31034483 17.68965517],0
p7,1,0.091835,2.84191,[36 21] ; [25 28],[31.60909091 25.39090909] ; [29.39090909 23.60909091],0
a2,1,0.094086,2.80303,[13 46] ; [ 6 51],[ 9.6637931 49.3362069] ; [ 9.3362069 47.6637931],0
b1,1,0.094622,2.793934,[34 25] ; [24 33],[29.5 29.5] ; [28.5 28.5],0
a4,1,0.107186,2.595232,[25 34] ; [16 41],[20.85344828 38.14655172] ; [20.14655172 36.85344828],0
p4,1,0.185797,1.750636,[31 27] ; [23 33],[27.47368421 30.52631579] ; [26.52631579 29.47368421],0
r3,1,0.226652,1.46175,[54  5] ; [48  9],[51.87931034  7.12068966] ; [50.12068966  6.87931034],0
s5,1,0.255291,1.294118,[10 45] ; [15 40],[12.5 42.5] ; [12.5 42.5],0
u2,1,0.269818,1.21767,[11  2] ; [17  8],[9.57894737 3.42105263] ; [18.42105263  6.57894737],0
b4,1,0.270274,1.215354,[35 24] ; [28 29],[32.04310345 26.95689655] ; [30.95689655 26.04310345],0
p12,1,0.317216,1.000389,[ 3 55] ; [ 1 56],[ 2.0173913 55.9826087] ; [ 1.9826087 55.0173913],0
r1,1,0.32045,0.987108,[43 16] ; [36 20],[40.53043478 18.46956522] ; [38.46956522 17.53043478],0
d1,1,0.349492,0.875301,[31 28] ; [25 32],[28.48275862 30.51724138] ; [27.51724138 29.48275862],0
v2,1,0.370999,0.800316,[29 27] ; [22 29],[26.69158879 29.30841121] ; [24.30841121 26.69158879],0
a7,1,0.373753,0.791149,[39 20] ; [42 15],[41.19827586 17.80172414] ; [39.80172414 17.19827586],0
r2,1,0.376708,0.781417,[52  5] ; [49  8],[50.5  6.5] ; [50.5  6.5],0
n3,1,0.420287,0.649513,[10  5] ; [15  4],[11.02941176  3.97058824] ; [13.97058824  5.02941176],0
p1,1,0.47229,0.516614,[ 4 55] ; [ 6 51],[ 5.0862069 53.9137931] ; [ 4.9137931 52.0862069],0
p3,1,0.487636,0.481738,[24 34] ; [20 37],[22.19130435 35.80869565] ; [21.80869565 35.19130435],0
d5,1,0.492005,0.472139,[44 14] ; [40 17],[42.36521739 15.63478261] ; [41.63478261 15.36521739],0
a6,1,0.5107,0.432633,[40 18] ; [36 21],[38.33043478 19.66956522] ; [37.66956522 19.33043478],0
s2,1,0.51822,0.417434,[23 35] ; [26 31],[24.71304348 33.28695652] ; [24.28695652 32.71304348],0
p2,1,0.518826,0.416227,[44 13] ; [41 16],[42.5 14.5] ; [42.5 14.5],0
v4,1,0.520932,0.412047,[53  5] ; [50  7],[51.94782609  6.05217391] ; [51.05217391  5.94782609],0
p10,1,0.529277,0.395779,[44 14] ; [46 11],[45.39130435 12.60869565] ; [44.60869565 12.39130435],0
u1,1,0.545398,0.365626,[ 6 53] ; [ 4 53],[ 5.0862069 53.9137931] ; [ 4.9137931 52.0862069],0
s6,1,0.591488,0.288027,[35 24] ; [31 26],[33.56896552 25.43103448] ; [32.43103448 24.56896552],0
s8,1,0.598639,0.277054,[20 39] ; [22 35],[21.36206897 37.63793103] ; [20.63793103 36.36206897],0
s1,1,0.647415,0.209174,[ 3 54] ; [ 2 55],[ 2.5 54.5] ; [ 2.5 54.5],0
s7,1,0.679609,0.170566,[23 35] ; [19 34],[21.94594595 36.05405405] ; [20.05405405 32.94594595],0
v1,1,0.705278,0.14304,[28 28] ; [26 30],[27. 29.] ; [27. 29.],0
v3,1,0.711295,0.136987,[16 38] ; [14 39],[15.14018692 38.85981308] ; [14.85981308 38.14018692],0
a1,1,0.73167,0.117584,[ 4 55] ; [ 3 54],[ 3.56034483 55.43965517] ; [ 3.43965517 53.56034483],0
u3,1,0.747115,0.103972,[9 4] ; [16  9],[8.55263158 4.44736842] ; [16.44736842  8.55263158],0
r4,1,0.747694,0.103479,[45 14] ; [42 15],[44.25 14.75] ; [42.75 14.25],0
n1,1,0.79026,0.070742,[7 8] ; [ 8 11],[6.61764706 8.38235294] ; [ 8.38235294 10.61764706],0
d3,1,0.798864,0.064932,[37 21] ; [37 19],[37.64912281 20.35087719] ; [36.35087719 19.64912281],0
d4,1,0.859558,0.031307,[45 13] ; [45 12],[45.39130435 12.60869565] ; [44.60869565 12.39130435],0
s4,1,0.936559,0.006335,[ 9 50] ; [ 9 48],[ 9.15517241 49.84482759] ; [ 8.84482759 48.15517241],0
