Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.6e-05,18.63937,[35 50] ; [35  8],[46.484375 38.515625] ; [23.515625 19.484375],1
s7,1,0.000937,10.948853,[18 59] ; [22 19],[26.10169492 50.89830508] ; [13.89830508 27.10169492],1
s5,1,0.001953,9.593001,[10 70] ; [15 26],[16.52892562 63.47107438] ; [ 8.47107438 32.52892562],0
s2,1,0.0029,8.869376,[28 57] ; [26 17],[35.859375 49.140625] ; [18.140625 24.859375],0
b2,1,0.005647,7.659667,[ 6 35] ; [14 18],[11.23287671 29.76712329] ; [ 8.76712329 23.23287671],0
b3,1,0.005647,7.659667,[ 6 35] ; [14 18],[11.23287671 29.76712329] ; [ 8.76712329 23.23287671],0
p10,1,0.011702,6.355424,[44 38] ; [33 10],[50.512 31.488] ; [26.488 16.512],0
p9,1,0.012939,6.177438,[51 31] ; [36  7],[57.072 24.928] ; [29.928 13.072],0
v1,1,0.025964,4.958448,[31 52] ; [25 18],[36.88888889 46.11111111] ; [19.11111111 23.88888889],0
p5,1,0.027268,4.873762,[ 1 82] ; [ 4 39],[ 3.29365079 79.70634921] ; [ 1.70634921 41.29365079],0
p11,1,0.027373,4.867145,[49 36] ; [34 10],[54.68992248 30.31007752] ; [28.31007752 15.68992248],0
s4,1,0.032035,4.596626,[ 9 76] ; [11 33],[13.17829457 71.82170543] ; [ 6.82170543 37.17829457],0
p6,1,0.040361,4.202658,[14 65] ; [15 29],[18.62601626 60.37398374] ; [10.37398374 33.62601626],0
d1,1,0.04058,4.193463,[36 49] ; [27 17],[41.51162791 43.48837209] ; [21.48837209 22.51162791],0
u3,1,0.068516,3.318227,[19  8] ; [15  1],[21.34883721  5.65116279] ; [12.65116279  3.34883721],0
p3,1,0.070851,3.2632,[30 54] ; [23 21],[34.78125 49.21875] ; [18.21875 25.78125],0
d5,1,0.077672,3.112951,[61 23] ; [38  6],[64.96875 19.03125] ; [34.03125  9.96875],0
s3,1,0.087962,2.911279,[41 44] ; [27 15],[45.51181102 39.48818898] ; [22.48818898 19.51181102],0
p4,1,0.115594,2.476022,[35 48] ; [25 19],[39.21259843 43.78740157] ; [20.78740157 23.21259843],0
p7,1,0.115901,2.471852,[36 43] ; [26 17],[40.14754098 38.85245902] ; [21.85245902 21.14754098],0
d2,1,0.145889,2.114721,[29 55] ; [21 23],[32.8125 51.1875] ; [17.1875 26.8125],0
b1,1,0.152107,2.050994,[37 48] ; [25 19],[40.85271318 44.14728682] ; [21.14728682 22.85271318],0
u2,1,0.177883,1.815226,[19  9] ; [13  2],[20.8372093  7.1627907] ; [11.1627907  3.8372093],0
a1,1,0.228743,1.448663,[ 1 84] ; [ 2 42],[ 1.97674419 83.02325581] ; [ 1.02325581 42.97674419],0
p12,1,0.233711,1.418134,[ 1 81] ; [ 2 41],[ 1.968 80.032] ; [ 1.032 41.968],0
p1,1,0.278588,1.173967,[ 5 79] ; [ 5 39],[ 6.5625 77.4375] ; [ 3.4375 40.5625],0
a4,1,0.299174,1.077874,[35 50] ; [14 30],[32.28682171 52.71317829] ; [16.71317829 27.28682171],0
n2,1,0.329501,0.950857,[18  7] ; [12  2],[19.23076923  5.76923077] ; [10.76923077  3.23076923],0
v3,1,0.339054,0.914006,[21 56] ; [14 25],[23.23275862 53.76724138] ; [11.76724138 27.23275862],0
n4,1,0.350731,0.87081,[46 39] ; [20 24],[43.48837209 41.51162791] ; [22.51162791 21.48837209],0
a5,1,0.356678,0.849556,[55 30] ; [32 12],[57.3255814 27.6744186] ; [29.6744186 14.3255814],0
p2,1,0.39004,0.738817,[61 23] ; [35  9],[63. 21.] ; [33. 11.],0
r1,1,0.398638,0.71243,[75  9] ; [37  7],[73.5 10.5] ; [38.5  5.5],0
