Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,31.123993,[18 32] ; [78 17],[33.10344828 16.89655172] ; [62.89655172 32.10344828],1
n6,1,0.000726,11.422626,[23 28] ; [69 25],[32.35862069 18.64137931] ; [59.64137931 34.35862069],1
u1,1,0.002508,9.134429,[ 1 50] ; [19 76],[ 6.98630137 44.01369863] ; [13.01369863 81.98630137],0
s8,1,0.011354,6.409082,[ 6 45] ; [29 66],[12.2260274 38.7739726] ; [22.7739726 72.2260274],0
s7,1,0.021192,5.310925,[ 8 39] ; [32 57],[13.82352941 33.17647059] ; [26.17647059 62.82352941],0
d1,1,0.033841,4.502717,[18 33] ; [51 44],[24.10273973 26.89726027] ; [44.89726027 50.10273973],0
b5,1,0.046934,3.947737,[35 16] ; [49 46],[29.34246575 21.65753425] ; [54.65753425 40.34246575],0
u3,1,0.050699,3.818182,[14  7] ; [13 20],[10.5 10.5] ; [16.5 16.5],0
n1,1,0.053504,3.728108,[ 6 14] ; [21 16],[ 9.47368421 10.52631579] ; [17.52631579 19.47368421],0
p8,1,0.066226,3.374177,[15 35] ; [16 79],[10.68965517 39.31034483] ; [20.31034483 74.68965517],0
a6,1,0.089392,2.885292,[24 27] ; [58 36],[28.84137931 22.15862069] ; [53.15862069 40.84137931],0
r2,1,0.097671,2.743166,[38 13] ; [78 13],[41.66197183  9.33802817] ; [74.33802817 16.66197183],0
p3,1,0.103036,2.657914,[ 9 41] ; [29 66],[13.10344828 36.89655172] ; [24.89655172 70.10344828],0
a4,1,0.106636,2.603385,[16 35] ; [42 51],[20.54166667 30.45833333] ; [37.45833333 55.54166667],0
a8,1,0.108241,2.579716,[ 2 48] ; [11 79],[ 4.64285714 45.35714286] ; [ 8.35714286 81.64285714],0
a1,1,0.121421,2.398899,[ 2 49] ; [11 84],[ 4.54109589 46.45890411] ; [ 8.45890411 86.54109589],0
a2,1,0.124954,2.354094,[ 6 45] ; [21 74],[ 9.43150685 41.56849315] ; [17.56849315 77.43150685],0
p11,1,0.144773,2.126476,[22 29] ; [53 42],[26.19863014 24.80136986] ; [48.80136986 46.19863014],0
a5,1,0.161648,1.958743,[25 26] ; [58 37],[28.99315068 22.00684932] ; [54.00684932 40.99315068],0
s3,1,0.17065,1.877227,[16 35] ; [40 53],[19.83333333 31.16666667] ; [36.16666667 56.83333333],0
n2,1,0.173069,1.856161,[11 10] ; [26 11],[13.39655172  7.60344828] ; [23.60344828 13.39655172],0
v3,1,0.197911,1.657724,[13 37] ; [33 57],[16.42857143 33.57142857] ; [29.57142857 60.42857143],0
b3,1,0.218589,1.51361,[ 7 19] ; [28 41],[ 9.57894737 16.42105263] ; [25.42105263 43.57894737],0
b2,1,0.218589,1.51361,[ 7 19] ; [28 41],[ 9.57894737 16.42105263] ; [25.42105263 43.57894737],0
