Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.000126,14.696355,[ 8 64] ; [16 21],[15.85321101 56.14678899] ; [ 8.14678899 28.85321101],1
p7,1,0.001372,10.242443,[25 46] ; [25 12],[32.87037037 38.12962963] ; [17.12962963 19.87037037],0
s7,1,0.003445,8.555579,[ 5 64] ; [10 25],[ 9.95192308 59.04807692] ; [ 5.04807692 29.95192308],0
p8,1,0.005845,7.597485,[19 54] ; [19 17],[25.44954128 47.55045872] ; [12.55045872 23.44954128],0
p5,1,0.007509,7.147059,[ 1 71] ; [ 5 31],[ 4. 68.] ; [ 2. 34.],0
a5,1,0.00813,7.004554,[26 47] ; [23 14],[32.51818182 40.48181818] ; [16.48181818 20.51818182],0
n1,1,0.034519,4.468816,[ 4 25] ; [6 8],[ 6.74418605 22.25581395] ; [ 3.25581395 10.74418605],0
s8,1,0.055055,3.680408,[ 5 68] ; [ 7 30],[ 7.96363636 65.03636364] ; [ 4.03636364 32.96363636],0
b3,1,0.06617,3.375555,[ 7 30] ; [ 9 13],[10.03389831 26.96610169] ; [ 5.96610169 16.03389831],0
b2,1,0.06617,3.375555,[ 7 30] ; [ 9 13],[10.03389831 26.96610169] ; [ 5.96610169 16.03389831],0
p2,1,0.069514,3.294447,[44 28] ; [29  8],[48.22018349 23.77981651] ; [24.77981651 12.22018349],0
a3,1,0.079012,3.085117,[38 34] ; [26 11],[42.27522936 29.72477064] ; [21.72477064 15.27522936],0
n2,1,0.09155,2.846906,[15 14] ; [11  3],[17.53488372 11.46511628] ; [8.46511628 5.53488372],0
b4,1,0.119662,2.421735,[43 30] ; [16 21],[39.15454545 33.84545455] ; [19.84545455 17.15454545],0
s3,1,0.122121,2.38991,[14 59] ; [12 25],[17.25454545 55.74545455] ; [ 8.74545455 28.25454545],0
n6,1,0.155379,2.018631,[39 34] ; [25 12],[42.47272727 30.52727273] ; [21.52727273 15.47272727],0
u3,1,0.160622,1.968356,[17 18] ; [8 3],[19.02173913 15.97826087] ; [5.97826087 5.02173913],0
a4,1,0.171182,1.872562,[15 58] ; [12 25],[17.91818182 55.08181818] ; [ 9.08181818 27.91818182],0
v2,1,0.181105,1.788529,[23 48] ; [16 19],[26.12264151 44.87735849] ; [12.87735849 22.12264151],0
p6,1,0.18472,1.759238,[10 61] ; [ 9 28],[12.49074074 58.50925926] ; [ 6.50925926 30.49074074],0
p10,1,0.204596,1.609258,[37 34] ; [24 13],[40.10185185 30.89814815] ; [20.89814815 16.10185185],0
n3,1,0.206513,1.595707,[15 13] ; [11  4],[16.93023256 11.06976744] ; [9.06976744 5.93023256],0
v4,1,0.209832,1.572582,[59 12] ; [34  3],[61.13888889  9.86111111] ; [31.86111111  5.13888889],0
b5,1,0.301148,1.069104,[45 28] ; [19 18],[42.47272727 30.52727273] ; [21.52727273 15.47272727],0
p9,1,0.318909,0.993414,[43 28] ; [26 11],[45.36111111 25.63888889] ; [23.63888889 13.36111111],0
n5,1,0.346509,0.8862,[23 50] ; [15 22],[25.21818182 47.78181818] ; [12.78181818 24.21818182],0
d2,1,0.364354,0.822829,[26 47] ; [10 27],[23.89090909 49.10909091] ; [12.10909091 24.89090909],0
v1,1,0.375478,0.785455,[20 52] ; [13 23],[22. 50.] ; [11. 25.],0
s4,1,0.502306,0.45006,[ 9 64] ; [ 3 34],[ 7.96363636 65.03636364] ; [ 4.03636364 32.96363636],0
a7,1,0.507813,0.438571,[44 28] ; [25 12],[45.57798165 26.42201835] ; [23.42201835 13.57798165],0
r4,1,0.541727,0.372349,[45 28] ; [25 12],[46.45454545 26.54545455] ; [23.54545455 13.45454545],0
d1,1,0.541727,0.372349,[28 45] ; [12 25],[26.54545455 46.45454545] ; [13.45454545 23.54545455],0
p11,1,0.544963,0.366418,[43 30] ; [24 13],[44.46363636 28.53636364] ; [22.53636364 14.46363636],0
r1,1,0.54682,0.363045,[41 32] ; [23 14],[42.47272727 30.52727273] ; [21.52727273 15.47272727],0
d5,1,0.701654,0.146757,[44 28] ; [24 13],[44.91743119 27.08256881] ; [23.08256881 13.91743119],0
a6,1,0.735648,0.113989,[38 35] ; [18 19],[37.16363636 35.83636364] ; [18.83636364 18.16363636],0
v3,1,0.752562,0.09939,[12 58] ; [ 5 29],[11.44230769 58.55769231] ; [ 5.55769231 28.44230769],0
r3,1,0.762112,0.091633,[59 14] ; [29  8],[58.4 14.6] ; [29.6  7.4],0
u1,1,0.769438,0.085914,[ 5 68] ; [ 2 35],[ 4.64545455 68.35454545] ; [ 2.35454545 34.64545455],0
s1,1,0.810177,0.057695,[ 5 68] ; [ 3 34],[ 5.30909091 67.69090909] ; [ 2.69090909 34.30909091],0
a2,1,0.810177,0.057695,[ 5 68] ; [ 3 34],[ 5.30909091 67.69090909] ; [ 2.69090909 34.30909091],0
b1,1,0.829205,0.046536,[30 43] ; [16 21],[30.52727273 42.47272727] ; [15.47272727 21.52727273],0
s5,1,0.830861,0.045624,[ 7 66] ; [ 3 33],[ 6.69724771 66.30275229] ; [ 3.30275229 32.69724771],0
d4,1,0.841259,0.040114,[50 22] ; [25 12],[49.5412844 22.4587156] ; [25.4587156 11.5412844],0
d3,1,0.85609,0.032889,[39 32] ; [21 16],[39.44444444 31.55555556] ; [20.55555556 16.44444444],0
r2,1,0.89591,0.017117,[58 15] ; [29  8],[57.73636364 15.26363636] ; [29.26363636  7.73636364],0
s2,1,0.898252,0.016351,[11 61] ; [ 6 31],[11.2293578 60.7706422] ; [ 5.7706422 31.2293578],0
a8,1,0.944175,0.004903,[ 4 66] ; [ 2 31],[ 4.0776699 65.9223301] ; [ 1.9223301 31.0776699],0
u2,1,0.987964,0.000228,[19 16] ; [6 5],[19.02173913 15.97826087] ; [5.97826087 5.02173913],0
a1,1,0.991013,0.000127,[ 2 71] ; [ 1 36],[ 1.99090909 71.00909091] ; [ 1.00909091 35.99090909],0
