Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.003906,8.326797,[15  3] ; [2 6],[11.76923077  6.23076923] ; [5.23076923 2.76923077],0
a5,1,0.0064,7.434002,[16  2] ; [3 5],[13.15384615  4.84615385] ; [5.84615385 2.15384615],0
r3,1,0.019437,5.461806,[15  3] ; [3 5],[12.46153846  5.53846154] ; [5.53846154 2.46153846],0
d5,1,0.024485,5.059933,[13  5] ; [2 6],[10.38461538  7.61538462] ; [4.61538462 3.38461538],0
s1,1,0.037193,4.34154,[ 1 17] ; [3 5],[ 2.76923077 15.23076923] ; [1.23076923 6.76923077],0
n5,1,0.046322,3.969862,[14  4] ; [3 5],[11.76923077  6.23076923] ; [5.23076923 2.76923077],0
p2,1,0.058274,3.585835,[13  4] ; [3 5],[10.88  6.12] ; [5.12 2.88],0
v2,1,0.069676,3.290625,[9 9] ; [1 7],[ 6.92307692 11.07692308] ; [3.07692308 4.92307692],0
r4,1,0.069676,3.290625,[9 9] ; [1 7],[ 6.92307692 11.07692308] ; [3.07692308 4.92307692],0
s6,1,0.083265,3.0,[10  6] ; [2 6],[8. 8.] ; [4. 4.],0
n4,1,0.093028,2.821181,[13  5] ; [3 5],[11.07692308  6.92307692] ; [4.92307692 3.07692308],0
s7,1,0.093102,2.819904,[8 9] ; [1 7],[ 6.12 10.88] ; [2.88 5.12],0
n1,1,0.098943,2.7225,[3 1] ; [1 4],[1.77777778 2.22222222] ; [2.22222222 2.77777778],0
s8,1,0.114057,2.497095,[ 8 10] ; [1 7],[ 6.23076923 11.76923077] ; [2.76923077 5.23076923],0
p3,1,0.164725,1.930303,[12  6] ; [3 5],[10.38461538  7.61538462] ; [4.61538462 3.38461538],0
p11,1,0.164725,1.930303,[12  6] ; [3 5],[10.38461538  7.61538462] ; [4.61538462 3.38461538],0
n6,1,0.16962,1.886299,[13  5] ; [3 4],[11.52  6.48] ; [4.48 2.52],0
p6,1,0.189225,1.723644,[9 8] ; [2 6],[7.48 9.52] ; [3.52 4.48],0
v1,1,0.233703,1.418182,[9 9] ; [2 6],[ 7.61538462 10.38461538] ; [3.38461538 4.61538462],0
a7,1,0.26501,1.242394,[ 7 11] ; [5 3],[8.30769231 9.69230769] ; [3.69230769 4.30769231],0
p4,1,0.271644,1.208424,[13  5] ; [4 4],[11.76923077  6.23076923] ; [5.23076923 2.76923077],0
n2,1,0.293718,1.1025,[3 1] ; [2 3],[2.22222222 1.77777778] ; [2.77777778 2.22222222],0
a8,1,0.317311,1.0,[ 5 11] ; [1 7],[ 4. 12.] ; [2. 6.],0
r2,1,0.319499,0.990997,[10  7] ; [3 5],[8.84 8.16] ; [4.16 3.84],0
d2,1,0.395416,0.722222,[10  8] ; [3 5],[9. 9.] ; [4. 4.],0
b1,1,0.420113,0.65,[12  6] ; [4 4],[11.07692308  6.92307692] ; [4.92307692 3.07692308],0
a4,1,0.49205,0.472041,[ 7 11] ; [2 6],[ 6.23076923 11.76923077] ; [2.76923077 5.23076923],0
a6,1,0.555126,0.348214,[9 9] ; [5 3],[9.69230769 8.30769231] ; [4.30769231 3.69230769],0
r1,1,0.555126,0.348214,[9 9] ; [3 5],[8.30769231 9.69230769] ; [3.69230769 4.30769231],0
p8,1,0.568261,0.3256,[ 8 10] ; [4 3],[8.64 9.36] ; [3.36 3.64],0
s3,1,0.596613,0.280135,[11  7] ; [4 4],[10.38461538  7.61538462] ; [4.61538462 3.38461538],0
b4,1,0.596613,0.280135,[11  7] ; [4 4],[10.38461538  7.61538462] ; [4.61538462 3.38461538],0
d4,1,0.620079,0.245756,[13  5] ; [5 3],[12.46153846  5.53846154] ; [5.53846154 2.46153846],0
s2,1,0.620079,0.245756,[ 5 13] ; [3 5],[ 5.53846154 12.46153846] ; [2.46153846 5.53846154],0
u2,1,0.635256,0.225,[3 3] ; [1 2],[2.66666667 3.33333333] ; [1.33333333 1.66666667],0
p5,1,0.656005,0.198413,[ 4 14] ; [1 6],[ 3.6 14.4] ; [1.4 5.6],0
v3,1,0.668108,0.183824,[ 3 14] ; [2 6],[ 3.4 13.6] ; [1.6 6.4],0
d1,1,0.670896,0.180556,[ 6 12] ; [2 6],[ 5.53846154 12.46153846] ; [2.46153846 5.53846154],0
d3,1,0.793117,0.068783,[ 8 10] ; [4 4],[8.30769231 9.69230769] ; [3.69230769 4.30769231],0
a3,1,0.836701,0.042484,[12  6] ; [5 3],[11.76923077  6.23076923] ; [5.23076923 2.76923077],0
b5,1,0.882832,0.021721,[13  5] ; [6 2],[13.15384615  4.84615385] ; [5.84615385 2.15384615],0
