Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,27.754504,[72 15] ; [84 88],[52.4015444 34.5984556] ; [103.5984556  68.4015444],1
p7,1,1e-06,24.357311,[71 14] ; [88 82],[53. 32.] ; [106.  64.],1
p3,1,3e-06,22.137811,[58 29] ; [ 62 111],[40.15384615 46.84615385] ; [79.84615385 93.15384615],1
p8,1,1.1e-05,19.363799,[59 28] ; [ 66 104],[42.3151751 44.6848249] ; [82.6848249 87.3151751],1
p5,1,0.0006,11.777375,[17 70] ; [ 10 163],[ 9.03461538 77.96538462] ; [ 17.96538462 155.03461538],1
p1,1,0.002069,9.487052,[12 75] ; [  6 166],[ 6.04633205 80.95366795] ; [ 11.95366795 160.04633205],0
p12,1,0.007749,7.090491,[13 74] ; [  9 164],[ 7.36153846 79.63846154] ; [ 14.63846154 158.36153846],0
s2,1,0.024675,5.046563,[63 24] ; [100  72],[54.75289575 32.24710425] ; [108.24710425  63.75289575],0
s7,1,0.046143,3.976375,[54 29] ; [87 81],[46.62549801 36.37450199] ; [94.37450199 73.62549801],0
b1,1,0.064446,3.419114,[41 46] ; [ 61 112],[34.13076923 52.86923077] ; [ 67.86923077 105.13076923],0
p9,1,0.075829,3.15211,[76 11] ; [133  37],[70.75097276 16.24902724] ; [138.24902724  31.75097276],0
b2,1,0.091894,2.840872,[18 31] ; [22 72],[13.70629371 35.29370629] ; [26.29370629 67.70629371],0
b3,1,0.091894,2.840872,[18 31] ; [22 72],[13.70629371 35.29370629] ; [26.29370629 67.70629371],0
a7,1,0.12705,2.328185,[57 30] ; [129  44],[62.23846154 24.76153846] ; [123.76153846  49.23846154],0
p10,1,0.134904,2.235149,[72 14] ; [130  42],[67.33333333 18.66666667] ; [134.66666667  37.33333333],0
s8,1,0.147246,2.100552,[47 40] ; [77 96],[41.49230769 45.50769231] ; [82.50769231 90.49230769],0
s5,1,0.155646,2.016025,[39 44] ; [ 64 106],[33.79051383 49.20948617] ; [ 69.20948617 100.79051383],0
n4,1,0.160467,1.969823,[68 19] ; [121  52],[63.24230769 23.75769231] ; [125.75769231  47.24230769],0
a1,1,0.177579,1.817765,[ 7 80] ; [  7 166],[ 4.68461538 82.31538462] ; [  9.31538462 163.68461538],0
a3,1,0.182057,1.780752,[63 24] ; [111  62],[58.22307692 28.77692308] ; [115.77692308  57.22307692],0
a4,1,0.192483,1.69851,[40 47] ; [ 65 108],[35.13461538 51.86538462] ; [ 69.86538462 103.13461538],0
u2,1,0.210929,1.565037,[16  8] ; [31 29],[13.42857143 10.57142857] ; [33.57142857 26.42857143],0
p2,1,0.213436,1.547969,[74 13] ; [136  37],[70.26923077 16.73076923] ; [139.73076923  33.26923077],0
b4,1,0.227891,1.453977,[46 41] ; [105  68],[50.52692308 36.47307692] ; [100.47307692  72.52692308],0
n5,1,0.250041,1.323077,[64 22] ; [116  56],[60. 26.] ; [120.  52.],0
n6,1,0.267281,1.230651,[76 11] ; [141  31],[72.89189189 14.10810811] ; [144.10810811  27.89189189],0
d1,1,0.272909,1.202068,[52 35] ; [91 82],[47.85 39.15] ; [95.15 77.85],0
s4,1,0.277558,1.179009,[27 56] ; [ 45 128],[23.34375 59.65625] ; [ 48.65625 124.34375],0
d2,1,0.289444,1.122207,[45 42] ; [77 95],[40.98069498 46.01930502] ; [81.01930502 90.98069498],0
d4,1,0.300235,1.07315,[73 14] ; [135  37],[69.86872587 17.13127413] ; [138.13127413  33.86872587],0
a6,1,0.334026,0.933226,[55 32] ; [119  53],[58.44787645 28.55212355] ; [115.55212355  56.44787645],0
r4,1,0.380706,0.768422,[80  7] ; [153  20],[77.96538462  9.03461538] ; [155.03461538  17.96538462],0
u3,1,0.398863,0.711751,[15  8] ; [33 27],[13.30120482  9.69879518] ; [34.69879518 25.30120482],0
r2,1,0.424178,0.63871,[80  5] ; [157  15],[78.38521401  6.61478599] ; [158.61478599  13.38521401],0
s3,1,0.447751,0.57634,[64 23] ; [118  53],[61.37209302 25.62790698] ; [120.62790698  50.37209302],0
v4,1,0.452577,0.564191,[83  4] ; [160  12],[81.62548263  5.37451737] ; [161.37451737  10.62548263],0
b5,1,0.504982,0.444452,[46 41] ; [99 74],[48.51923077 38.48076923] ; [96.48076923 76.51923077],0
d3,1,0.530847,0.392771,[62 25] ; [116  56],[59.79150579 27.20849421] ; [118.20849421  53.79150579],0
a8,1,0.562537,0.335331,[ 9 75] ; [ 21 137],[10.41322314 73.58677686] ; [ 19.58677686 138.41322314],0
u1,1,0.579767,0.306612,[17 70] ; [ 29 144],[15.39230769 71.60769231] ; [ 30.60769231 142.39230769],0
u4,1,0.618768,0.247603,[ 1 86] ; [  1 172],[ 0.66923077 86.33076923] ; [  1.33076923 171.66923077],0
v3,1,0.66453,0.188067,[23 63] ; [ 49 118],[24.4743083 61.5256917] ; [ 47.5256917 119.4743083],0
p11,1,0.669747,0.181898,[66 21] ; [127  46],[64.58076923 22.41923077] ; [128.41923077  44.58076923],0
n1,1,0.676207,0.174426,[ 8 17] ; [17 29],[ 8.8028169 16.1971831] ; [16.1971831 29.8028169],0
r1,1,0.696303,0.152346,[68 19] ; [138  34],[69.1969112 17.8030888] ; [136.8030888  35.1969112],0
v2,1,0.739066,0.110949,[35 50] ; [72 94],[36.23505976 48.76494024] ; [70.76494024 95.23505976],0
a2,1,0.813355,0.055743,[18 69] ; [ 38 135],[18.73846154 68.26153846] ; [ 37.26153846 135.73846154],0
a5,1,0.825609,0.048548,[62 25] ; [121  52],[61.23461538 25.76538462] ; [121.76538462  51.23461538],0
s1,1,0.871126,0.026318,[ 5 82] ; [  9 162],[ 4.72093023 82.27906977] ; [  9.27906977 161.72093023],0
n2,1,0.873791,0.025232,[18  7] ; [33 14],[17.70833333  7.29166667] ; [33.29166667 13.70833333],0
d5,1,0.964096,0.002026,[69 18] ; [136  36],[68.86100386 18.13899614] ; [136.13899614  35.86100386],0
n3,1,0.975506,0.000943,[18  7] ; [34 13],[18.05555556  6.94444444] ; [33.94444444 13.05555556],0
r3,1,1.0,0.0,[82  4] ; [164   8],[82.  4.] ; [164.   8.],0
