Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,37.530851,[ 5 33] ; [27  4],[17.62318841 20.37681159] ; [14.37681159 16.62318841],1
v4,1,0.013144,6.149691,[26 14] ; [28  3],[30.42253521  9.57746479] ; [23.57746479  7.42253521],0
b1,1,0.013516,6.100265,[22 18] ; [ 8 23],[16.90140845 23.09859155] ; [13.09859155 17.90140845],0
s8,1,0.022259,5.225393,[ 4 35] ; [10 21],[ 7.8 31.2] ; [ 6.2 24.8],0
s4,1,0.045269,4.008586,[ 7 33] ; [12 19],[10.70422535 29.29577465] ; [ 8.29577465 22.70422535],0
a7,1,0.056118,3.64855,[18 22] ; [21 10],[21.97183099 18.02816901] ; [17.02816901 13.97183099],0
s7,1,0.066729,3.361693,[ 8 28] ; [13 17],[11.45454545 24.54545455] ; [ 9.54545455 20.45454545],0
a6,1,0.084871,2.969064,[15 25] ; [18 13],[18.5915493 21.4084507] ; [14.4084507 16.5915493],0
s5,1,0.092385,2.832322,[ 7 31] ; [10 17],[ 9.93846154 28.06153846] ; [ 7.06153846 19.93846154],0
a3,1,0.114287,2.493912,[21 19] ; [22  9],[24.22535211 15.77464789] ; [18.77464789 12.22535211],0
s2,1,0.139135,2.1875,[13 27] ; [15 15],[16. 24.] ; [12. 18.],0
r1,1,0.144117,2.133435,[23 17] ; [23  8],[25.91549296 14.08450704] ; [20.08450704 10.91549296],0
p8,1,0.148383,2.088797,[ 7 33] ; [10 21],[ 9.57746479 30.42253521] ; [ 7.42253521 23.57746479],0
d5,1,0.214653,1.539767,[27 13] ; [25  6],[29.29577465 10.70422535] ; [22.70422535  8.29577465],0
p11,1,0.234371,1.414136,[15 25] ; [16 15],[17.46478873 22.53521127] ; [13.53521127 17.46478873],0
u1,1,0.235054,1.410017,[ 2 38] ; [ 4 27],[ 3.38028169 36.61971831] ; [ 2.61971831 28.38028169],0
a2,1,0.254087,1.30069,[ 3 37] ; [ 5 26],[ 4.50704225 35.49295775] ; [ 3.49295775 27.50704225],0
n6,1,0.274805,1.192604,[18 22] ; [18 13],[20.28169014 19.71830986] ; [15.71830986 15.28169014],0
b5,1,0.275895,1.187201,[22 18] ; [21 10],[24.22535211 15.77464789] ; [18.77464789 12.22535211],0
r2,1,0.304763,1.053237,[31  7] ; [28  3],[32.49275362  5.50724638] ; [26.50724638  4.49275362],0
b2,1,0.327753,0.957755,[ 9 12] ; [ 5 13],[ 7.53846154 13.46153846] ; [ 6.46153846 11.53846154],0
b3,1,0.327753,0.957755,[ 9 12] ; [ 5 13],[ 7.53846154 13.46153846] ; [ 6.46153846 11.53846154],0
v2,1,0.344579,0.89332,[17 22] ; [16 13],[18.92647059 20.07352941] ; [14.07352941 14.92647059],0
r3,1,0.347332,0.883182,[33  7] ; [28  3],[34.36619718  5.63380282] ; [26.63380282  4.36619718],0
r4,1,0.356758,0.849272,[27 13] ; [24  7],[28.73239437 11.26760563] ; [22.26760563  8.73239437],0
s6,1,0.38655,0.749767,[18 21] ; [17 13],[19.7826087 19.2173913] ; [15.2173913 14.7826087],0
s1,1,0.396498,0.718921,[ 5 35] ; [ 2 29],[ 3.94366197 36.05633803] ; [ 3.05633803 27.94366197],0
d1,1,0.410839,0.676372,[18 22] ; [17 14],[19.71830986 20.28169014] ; [15.28169014 15.71830986],0
a1,1,0.411693,0.673905,[ 1 39] ; [ 2 29],[ 1.69014085 38.30985915] ; [ 1.30985915 29.69014085],0
p6,1,0.441873,0.591415,[ 6 33] ; [ 7 24],[ 7.24285714 31.75714286] ; [ 5.75714286 25.24285714],0
s3,1,0.459378,0.54741,[13 26] ; [13 18],[14.48571429 24.51428571] ; [11.51428571 19.48571429],0
p4,1,0.470594,0.520581,[11 29] ; [11 20],[12.3943662 27.6056338] ; [ 9.6056338 21.3943662],0
u3,1,0.48338,0.491228,[10  9] ; [6 3],[10.85714286  8.14285714] ; [5.14285714 3.85714286],0
v1,1,0.486917,0.483332,[12 27] ; [12 19],[13.37142857 25.62857143] ; [10.62857143 20.37142857],0
u2,1,0.5051,0.444205,[11  8] ; [4 5],[10.17857143  8.82142857] ; [4.82142857 4.17857143],0
a4,1,0.550476,0.356465,[14 26] ; [13 18],[15.21126761 24.78873239] ; [11.78873239 19.21126761],0
d2,1,0.5946,0.283218,[18 22] ; [12 19],[16.90140845 23.09859155] ; [13.09859155 17.90140845],0
