Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000789,11.267057,[4 2] ; [53  1],[5.7 0.3] ; [51.3  2.7],1
p8,1,0.00816,6.99793,[4 2] ; [10 44],[1.4 4.6] ; [12.6 41.4],0
r4,1,0.019517,5.454545,[4 2] ; [51  3],[5.5 0.5] ; [49.5  4.5],0
u3,1,0.083709,2.991369,[1 2] ; [13  3],[2.21052632 0.78947368] ; [11.78947368  4.21052632],0
u2,1,0.083709,2.991369,[1 2] ; [13  3],[2.21052632 0.78947368] ; [11.78947368  4.21052632],0
v1,1,0.101756,2.677808,[5 1] ; [25 27],[3.10344828 2.89655172] ; [26.89655172 25.10344828],0
a4,1,0.120507,2.410714,[5 1] ; [27 27],[3.2 2.8] ; [28.8 25.2],0
v2,1,0.16482,1.929442,[2 4] ; [32 19],[3.57894737 2.42105263] ; [30.42105263 20.57894737],0
s1,1,0.166926,1.910331,[1 5] ; [ 2 52],[0.3 5.7] ; [ 2.7 51.3],0
b4,1,0.249887,1.323933,[5 1] ; [32 22],[3.7 2.3] ; [33.3 20.7],0
v3,1,0.25078,1.318951,[4 2] ; [21 29],[2.67857143 3.32142857] ; [22.32142857 27.67857143],0
s3,1,0.2839,1.148325,[5 1] ; [33 21],[3.8 2.2] ; [34.2 19.8],0
a6,1,0.2839,1.148325,[5 1] ; [33 21],[3.8 2.2] ; [34.2 19.8],0
p7,1,0.287366,1.131923,[3 2] ; [19 34],[1.89655172 3.10344828] ; [20.10344828 32.89655172],0
a3,1,0.308867,1.035516,[3 3] ; [38 16],[4.1 1.9] ; [36.9 17.1],0
p6,1,0.36131,0.833333,[3 3] ; [17 37],[2. 4.] ; [18. 36.],0
p11,1,0.452503,0.564374,[5 1] ; [37 17],[4.2 1.8] ; [37.8 16.2],0
b5,1,0.47498,0.510367,[3 3] ; [35 19],[3.8 2.2] ; [34.2 19.8],0
s2,1,0.47498,0.510367,[3 3] ; [35 19],[3.8 2.2] ; [34.2 19.8],0
n3,1,0.515305,0.42328,[1 1] ; [13  5],[1.4 0.6] ; [12.6  5.4],0
p10,1,0.559575,0.340441,[4 2] ; [41 12],[4.57627119 1.42372881] ; [40.42372881 12.57627119],0
p4,1,0.598161,0.277778,[3 3] ; [21 33],[2.4 3.6] ; [21.6 32.4],0
a7,1,0.602332,0.271493,[4 2] ; [30 24],[3.4 2.6] ; [30.6 23.4],0
b2,1,0.607011,0.26455,[1 4] ; [14 31],[1.5 3.5] ; [13.5 31.5],0
b3,1,0.607011,0.26455,[1 4] ; [14 31],[1.5 3.5] ; [13.5 31.5],0
a5,1,0.684024,0.165631,[5 1] ; [41 13],[4.6 1.4] ; [41.4 12.6],0
a2,1,0.697092,0.151515,[2 4] ; [14 40],[1.6 4.4] ; [14.4 39.6],0
p12,1,0.701123,0.147306,[1 5] ; [ 6 47],[0.71186441 5.28813559] ; [ 6.28813559 46.71186441],0
b1,1,0.728316,0.120664,[3 3] ; [31 23],[3.4 2.6] ; [30.6 23.4],0
s5,1,0.748632,0.102684,[3 3] ; [22 29],[2.63157895 3.36842105] ; [22.36842105 28.63157895],0
u1,1,0.754001,0.0982,[1 5] ; [12 42],[1.3 4.7] ; [11.7 42.3],0
d4,1,0.754001,0.0982,[5 1] ; [42 12],[4.7 1.3] ; [42.3 11.7],0
d3,1,0.790602,0.070505,[4 2] ; [33 21],[3.7 2.3] ; [33.3 20.7],0
d2,1,0.790602,0.070505,[4 2] ; [33 21],[3.7 2.3] ; [33.3 20.7],0
d1,1,0.790602,0.070505,[4 2] ; [33 21],[3.7 2.3] ; [33.3 20.7],0
s6,1,0.814541,0.055024,[5 1] ; [46  7],[5.18644068 0.81355932] ; [45.81355932  7.18644068],0
r1,1,0.829638,0.046296,[5 1] ; [43 11],[4.8 1.2] ; [43.2 10.8],0
p3,1,0.858252,0.031898,[2 4] ; [20 34],[2.2 3.8] ; [19.8 34.2],0
p9,1,0.895603,0.017218,[5 1] ; [43 10],[4.88135593 1.11864407] ; [43.11864407  9.88135593],0
n6,1,0.904074,0.014524,[5 1] ; [46  8],[5.1 0.9] ; [45.9  8.1],0
d5,1,1.0,0.0,[5 1] ; [45  9],[5. 1.] ; [45.  9.],0
