Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000496,12.130738,[ 7 35] ; [24 22],[14.79545455 27.20454545] ; [16.20454545 29.79545455],1
s2,1,0.000723,11.428869,[24 19] ; [42  6],[31.18681319 11.81318681] ; [34.81318681 13.18681319],1
v1,1,0.004953,7.8964,[16 27] ; [32 16],[22.68131868 20.31868132] ; [25.31868132 22.68131868],0
d2,1,0.007081,7.252232,[17 25] ; [33 15],[23.33333333 18.66666667] ; [26.66666667 21.33333333],0
r4,1,0.007211,7.219644,[33 10] ; [46  2],[37.32967033  5.67032967] ; [41.67032967  6.32967033],0
s6,1,0.015753,5.830228,[30 12] ; [42  4],[34.36363636  7.63636364] ; [37.63636364  8.36363636],0
p5,1,0.027909,4.833695,[ 8 35] ; [ 2 46],[ 4.72527473 38.27472527] ; [ 5.27472527 42.72527473],0
s5,1,0.035728,4.410031,[14 26] ; [26 19],[18.82352941 21.17647059] ; [21.17647059 23.82352941],0
n3,1,0.039016,4.260161,[ 9 11] ; [14  4],[12.10526316  7.89473684] ; [10.89473684  7.10526316],0
a6,1,0.043114,4.090909,[21 21] ; [34 14],[25.66666667 16.33333333] ; [29.33333333 18.66666667],0
p10,1,0.051422,3.794481,[23 19] ; [35 12],[27.37078652 14.62921348] ; [30.62921348 16.37078652],0
p6,1,0.05184,3.78091,[15 28] ; [26 21],[19.58888889 23.41111111] ; [21.41111111 25.58888889],0
r3,1,0.057532,3.607125,[36  7] ; [45  2],[38.7  4.3] ; [42.3  4.7],0
a5,1,0.084277,2.980426,[27 16] ; [38 10],[30.71428571 12.28571429] ; [34.28571429 13.71428571],0
n2,1,0.113288,2.507744,[12  8] ; [15  3],[14.21052632  5.78947368] ; [12.78947368  5.21052632],0
a2,1,0.126713,2.332316,[ 9 34] ; [17 31],[12.28571429 30.71428571] ; [13.71428571 34.28571429],0
s3,1,0.137394,2.206909,[26 17] ; [36 12],[29.2967033 13.7032967] ; [32.7032967 15.2967033],0
p7,1,0.166836,1.911149,[18 25] ; [26 20],[21.25842697 21.74157303] ; [22.74157303 23.25842697],0
d5,1,0.169636,1.886161,[31 11] ; [41  7],[33.6  8.4] ; [38.4  9.6],0
s1,1,0.202566,1.623774,[ 6 35] ; [ 3 44],[ 4.19318182 36.80681818] ; [ 4.80681818 42.19318182],0
s8,1,0.202839,1.621812,[24 19] ; [33 15],[26.93406593 16.06593407] ; [30.06593407 17.93406593],0
n1,1,0.203216,1.61911,[13  7] ; [ 8 10],[11.05263158  8.94736842] ; [9.94736842 8.05263158],0
p4,1,0.208174,1.584079,[28 15] ; [25 23],[25.04395604 17.95604396] ; [27.95604396 20.04395604],0
p2,1,0.24005,1.380298,[35  8] ; [34 14],[32.6043956 10.3956044] ; [36.3956044 11.6043956],0
r1,1,0.256839,1.285714,[33  9] ; [42  6],[35.  7.] ; [40.  8.],0
v4,1,0.324345,0.971344,[39  4] ; [46  2],[40.16483516  2.83516484] ; [44.83516484  3.16483516],0
