Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,59.962069,[ 14 112] ; [68 49],[42.51851852 83.48148148] ; [39.48148148 77.51851852],1
n5,1,0.000491,12.147677,[75 50] ; [95 23],[87.44855967 37.55144033] ; [82.55144033 35.44855967],1
s6,1,0.00058,11.837882,[61 63] ; [83 34],[74.09128631 49.90871369] ; [69.90871369 47.09128631],1
d1,1,0.00068,11.543873,[56 70] ; [78 40],[69.19672131 56.80327869] ; [64.80327869 53.19672131],1
n4,1,0.000789,11.267137,[82 44] ; [99 19],[93.46721311 32.53278689] ; [87.53278689 30.46721311],1
d2,1,0.000928,10.965703,[44 81] ; [66 51],[56.81818182 68.18181818] ; [53.18181818 63.81818182],1
s8,1,0.003646,8.452429,[32 94] ; [50 66],[42.69421488 83.30578512] ; [39.30578512 76.69421488],0
p6,1,0.004194,8.198033,[ 13 113] ; [28 88],[ 21.34710744 104.65289256] ; [19.65289256 96.34710744],0
d5,1,0.005419,7.733878,[92 34] ; [103  15],[100.69672131  25.30327869] ; [94.30327869 23.69672131],0
p5,1,0.006462,7.41673,[  3 123] ; [ 13 105],[  8.26229508 117.73770492] ; [  7.73770492 110.26229508],0
s7,1,0.00674,7.340864,[37 85] ; [52 57],[47.004329 74.995671] ; [41.995671 67.004329],0
s2,1,0.008727,6.877815,[48 76] ; [64 51],[58.10878661 65.89121339] ; [53.89121339 61.10878661],0
b1,1,0.016329,5.767081,[33 93] ; [48 70],[41.82786885 84.17213115] ; [39.17213115 78.82786885],0
d3,1,0.020074,5.40542,[74 52] ; [86 32],[82.62295082 43.37704918] ; [77.37704918 40.62295082],0
s1,1,0.024966,5.026243,[  1 123] ; [  7 110],[  4.11618257 119.88381743] ; [  3.88381743 113.11618257],0
n6,1,0.026606,4.916198,[94 31] ; [102  16],[100.82304527  24.17695473] ; [95.17695473 22.82304527],0
p12,1,0.02979,4.721399,[  4 120] ; [ 12 106],[  8.19834711 115.80165289] ; [  7.80165289 110.19834711],0
a4,1,0.0339,4.499725,[44 82] ; [57 61],[52.1557377 73.8442623] ; [48.8442623 69.1557377],0
p8,1,0.043062,4.092951,[30 95] ; [42 75],[37.19008264 87.80991736] ; [34.80991736 82.19008264],0
p1,1,0.045214,4.010651,[  6 119] ; [ 14 104],[ 10.28806584 114.71193416] ; [  9.71193416 108.28806584],0
a5,1,0.048545,3.891025,[78 48] ; [87 31],[85.20491803 40.79508197] ; [79.79508197 38.20491803],0
v1,1,0.069505,3.294668,[53 69] ; [63 51],[59.96610169 62.03389831] ; [56.03389831 57.96610169],0
n1,1,0.103055,2.657623,[10 26] ; [15 17],[13.23529412 22.76470588] ; [11.76470588 20.23529412],0
u1,1,0.130095,2.291367,[ 13 113] ; [20 98],[ 17.04098361 108.95901639] ; [ 15.95901639 102.04098361],0
a2,1,0.152868,2.043398,[ 17 109] ; [24 94],[ 21.17213115 104.82786885] ; [19.82786885 98.17213115],0
s5,1,0.157524,1.997838,[24 96] ; [31 80],[28.57142857 91.42857143] ; [26.42857143 84.57142857],0
v2,1,0.170188,1.881286,[55 65] ; [63 52],[60.25531915 59.74468085] ; [57.74468085 57.25531915],0
b4,1,0.186917,1.741752,[85 41] ; [70 48],[80.04098361 45.95901639] ; [74.95901639 43.04098361],0
d4,1,0.224833,1.473256,[96 29] ; [98 20],[99.79423868 25.20576132] ; [94.20576132 23.79423868],0
a7,1,0.234674,1.412305,[88 37] ; [91 27],[92.0781893 32.9218107] ; [86.9218107 31.0781893],0
r4,1,0.247185,1.339144,[102  24] ; [102  16],[105.3442623  20.6557377] ; [98.6557377 19.3442623],0
a6,1,0.297733,1.084322,[88 38] ; [75 43],[84.17213115 41.82786885] ; [78.82786885 39.17213115],0
n2,1,0.314472,1.011799,[28  9] ; [20 11],[26.11764706 10.88235294] ; [21.88235294  9.11764706],0
p10,1,0.337017,0.921744,[91 35] ; [90 26],[94.23966942 31.76033058] ; [86.76033058 29.23966942],0
b5,1,0.364421,0.8226,[87 39] ; [75 43],[83.6557377 42.3442623] ; [78.3442623 39.6557377],0
u3,1,0.391371,0.734678,[25 21] ; [26 15],[26.96551724 19.03448276] ; [24.03448276 16.96551724],0
v3,1,0.416173,0.661098,[34 88] ; [37 76],[36.85957447 85.14042553] ; [34.14042553 78.85957447],0
u2,1,0.503811,0.446899,[22 23] ; [23 18],[23.54651163 21.45348837] ; [21.45348837 19.54651163],0
r2,1,0.522056,0.40983,[117   9] ; [106  11],[115.62962963  10.37037037] ; [107.37037037   9.62962963],0
v4,1,0.527661,0.398893,[115  10] ; [111   7],[116.25514403   8.74485597] ; [109.74485597   8.25514403],0
s4,1,0.594509,0.283358,[ 19 106] ; [ 15 102],[ 17.56198347 107.43801653] ; [ 16.43801653 100.56198347],0
p11,1,0.65006,0.205825,[94 32] ; [85 33],[92.43442623 33.56557377] ; [86.56557377 31.43442623],0
b2,1,0.690129,0.158945,[21 37] ; [24 49],[19.92366412 38.07633588] ; [25.07633588 47.92366412],0
b3,1,0.690129,0.158945,[21 37] ; [24 49],[19.92366412 38.07633588] ; [25.07633588 47.92366412],0
r1,1,0.696072,0.15259,[92 34] ; [88 29],[93.33333333 32.66666667] ; [86.66666667 30.33333333],0
p9,1,0.723282,0.12537,[103  23] ; [96 19],[104.04149378  21.95850622] ; [94.95850622 20.04149378],0
s3,1,0.726979,0.121903,[64 62] ; [61 54],[65.3526971 60.6473029] ; [59.6473029 55.3526971],0
n3,1,0.732802,0.116554,[24 13] ; [22 10],[24.66666667 12.33333333] ; [21.33333333 10.66666667],0
a3,1,0.773971,0.082475,[80 46] ; [77 41],[81.07377049 44.92622951] ; [75.92622951 42.07377049],0
r3,1,0.918236,0.010538,[116   8] ; [110   8],[115.80165289   8.19834711] ; [110.19834711   7.80165289],0
a8,1,0.918407,0.010494,[ 13 104] ; [11 92],[ 12.76363636 104.23636364] ; [11.23636364 91.76363636],0
