Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,38.525139,[71  4] ; [11 17],[59.70873786 15.29126214] ; [22.29126214  5.70873786],1
r2,1,0.003787,8.383115,[69  6] ; [18  8],[64.6039604 10.3960396] ; [22.3960396  3.6039604],0
r3,1,0.006424,7.427284,[73  2] ; [23  5],[69.90291262  5.09708738] ; [26.09708738  1.90291262],0
s4,1,0.013791,6.064664,[ 7 68] ; [ 8 20],[10.9223301 64.0776699] ; [ 4.0776699 23.9223301],0
v4,1,0.017211,5.674775,[71  3] ; [22  5],[68.13861386  5.86138614] ; [24.86138614  2.13861386],0
v3,1,0.043749,4.066222,[22 49] ; [ 3 24],[18.1122449 52.8877551] ; [ 6.8877551 20.1122449],0
n4,1,0.04523,4.010026,[46 29] ; [11 17],[41.50485437 33.49514563] ; [15.49514563 12.50485437],0
a5,1,0.068829,3.310734,[52 23] ; [14 14],[48.05825243 26.94174757] ; [17.94174757 10.05825243],0
p3,1,0.076545,3.136765,[31 44] ; [ 6 21],[27.20588235 47.79411765] ; [ 9.79411765 17.20588235],0
d3,1,0.081183,3.041049,[49 26] ; [13 15],[45.14563107 29.85436893] ; [16.85436893 11.14563107],0
v1,1,0.12623,2.338265,[38 35] ; [ 9 17],[34.65656566 38.34343434] ; [12.34343434 13.65656566],0
n3,1,0.203226,1.619039,[10  7] ; [9 2],[11.53571429  5.46428571] ; [7.46428571 3.53571429],0
p6,1,0.214031,1.54395,[16 56] ; [ 9 17],[18.36734694 53.63265306] ; [ 6.63265306 19.36734694],0
n1,1,0.216201,1.529412,[ 7 10] ; [6 3],[8.5 8.5] ; [4.5 4.5],0
b4,1,0.216654,1.526396,[45 30] ; [13 15],[42.23300971 32.76699029] ; [15.76699029 12.23300971],0
a7,1,0.220408,1.501711,[50 25] ; [15 13],[47.33009709 27.66990291] ; [17.66990291 10.33009709],0
d5,1,0.234491,1.413412,[57 18] ; [18 10],[54.61165049 20.38834951] ; [20.38834951  7.61165049],0
