Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4e-06,21.1747,[18  5] ; [14 46],[ 8.86746988 14.13253012] ; [23.13253012 36.86746988],1
p8,1,0.002132,9.431873,[10 12] ; [ 8 51],[ 4.88888889 17.11111111] ; [13.11111111 45.88888889],0
r3,1,0.002815,8.923476,[21  2] ; [34 26],[15.24096386  7.75903614] ; [39.75903614 20.24096386],0
r4,1,0.005335,7.762136,[18  5] ; [27 34],[12.32142857 10.67857143] ; [32.67857143 28.32142857],0
p3,1,0.018635,5.535415,[11 12] ; [13 47],[ 6.65060241 16.34939759] ; [17.34939759 42.65060241],0
v2,1,0.020395,5.377769,[12 10] ; [15 41],[ 7.61538462 14.38461538] ; [19.38461538 36.61538462],0
p7,1,0.020581,5.361926,[12 11] ; [15 44],[ 7.57317073 15.42682927] ; [19.42682927 39.57317073],0
u3,1,0.022119,5.236364,[8 2] ; [ 8 14],[5. 5.] ; [11. 11.],0
v3,1,0.026317,4.935065,[ 9 12] ; [10 45],[ 5.25 15.75] ; [13.75 41.25],0
a5,1,0.030356,4.689037,[17  6] ; [29 32],[12.5952381 10.4047619] ; [33.4047619 27.5952381],0
p2,1,0.047362,3.932482,[15  8] ; [25 36],[10.95238095 12.04761905] ; [29.04761905 31.95238095],0
p6,1,0.048702,3.885604,[ 7 16] ; [ 7 51],[ 3.97530864 19.02469136] ; [10.02469136 47.97530864],0
s2,1,0.083595,2.993585,[11 12] ; [17 44],[ 7.66666667 15.33333333] ; [20.33333333 40.66666667],0
n5,1,0.098871,2.723668,[ 6 16] ; [29 32],[ 9.27710843 12.72289157] ; [25.72289157 35.27710843],0
s5,1,0.147759,2.095238,[ 6 15] ; [ 8 48],[ 3.81818182 17.18181818] ; [10.18181818 45.81818182],0
n4,1,0.188786,1.727068,[ 8 15] ; [31 30],[10.67857143 12.32142857] ; [28.32142857 32.67857143],0
v4,1,0.19386,1.688036,[18  5] ; [38 22],[15.51807229  7.48192771] ; [40.48192771 19.51807229],0
a7,1,0.202762,1.622366,[12 11] ; [41 20],[14.51190476  8.48809524] ; [38.48809524 22.51190476],0
s8,1,0.230638,1.436921,[ 5 18] ; [ 7 54],[ 3.28571429 19.71428571] ; [ 8.71428571 52.28571429],0
a3,1,0.282592,1.154584,[12 11] ; [39 21],[14.13253012  8.86746988] ; [36.86746988 23.13253012],0
b1,1,0.293579,1.103134,[15  8] ; [32 29],[12.86904762 10.13095238] ; [34.13095238 26.86904762],0
a8,1,0.2936,1.103039,[ 1 22] ; [ 7 51],[ 2.27160494 20.72839506] ; [ 5.72839506 52.27160494],0
p10,1,0.312533,1.019941,[10 13] ; [18 39],[ 8.05 14.95] ; [19.95 37.05],0
a2,1,0.313037,1.017819,[ 6 17] ; [10 51],[ 4.38095238 18.61904762] ; [11.61904762 49.38095238],0
a1,1,0.321033,0.984732,[ 1 22] ; [ 7 54],[ 2.19047619 20.80952381] ; [ 5.80952381 55.19047619],0
b2,1,0.353219,0.861859,[ 4 13] ; [11 19],[ 5.42553191 11.57446809] ; [ 9.57446809 20.42553191],0
b3,1,0.353219,0.861859,[ 4 13] ; [11 19],[ 5.42553191 11.57446809] ; [ 9.57446809 20.42553191],0
r1,1,0.37467,0.788119,[16  7] ; [36 25],[14.23809524  8.76190476] ; [37.76190476 23.23809524],0
p9,1,0.412618,0.671243,[12 11] ; [24 33],[10.35 12.65] ; [25.65 31.35],0
b4,1,0.432904,0.615021,[11 12] ; [35 26],[12.5952381 10.4047619] ; [33.4047619 27.5952381],0
d2,1,0.469349,0.523507,[12 11] ; [26 34],[10.53012048 12.46987952] ; [27.46987952 32.53012048],0
s3,1,0.469349,0.523507,[12 11] ; [26 34],[10.53012048 12.46987952] ; [27.46987952 32.53012048],0
a6,1,0.474816,0.510747,[13 10] ; [39 21],[14.40963855  8.59036145] ; [37.59036145 22.40963855],0
a4,1,0.481985,0.494369,[11 12] ; [24 37],[ 9.58333333 13.41666667] ; [25.41666667 35.58333333],0
u1,1,0.514071,0.425771,[ 2 21] ; [ 3 58],[ 1.36904762 21.63095238] ; [ 3.63095238 57.36904762],0
n3,1,0.523593,0.40681,[7 3] ; [17 12],[6.15384615 3.84615385] ; [17.84615385 11.15384615],0
d5,1,0.52409,0.405836,[17  6] ; [40 20],[15.79518072  7.20481928] ; [41.20481928 18.79518072],0
u2,1,0.542129,0.371607,[7 4] ; [11 10],[6.1875 4.8125] ; [11.8125  9.1875],0
v1,1,0.628376,0.234269,[ 7 16] ; [22 39],[ 7.94047619 15.05952381] ; [21.05952381 39.94047619],0
s4,1,0.699686,0.148799,[ 5 18] ; [11 50],[ 4.38095238 18.61904762] ; [11.61904762 49.38095238],0
d3,1,0.709223,0.139054,[13 10] ; [36 23],[13.74390244  9.25609756] ; [35.25609756 23.74390244],0
s7,1,0.770243,0.085297,[ 6 16] ; [13 41],[ 5.5 16.5] ; [13.5 40.5],0
r2,1,0.787428,0.072713,[19  4] ; [48 12],[18.56626506  4.43373494] ; [48.43373494 11.56626506],0
d4,1,0.804982,0.060962,[17  6] ; [42 17],[16.54878049  6.45121951] ; [42.45121951 16.54878049],0
b5,1,0.806699,0.059872,[11 12] ; [31 30],[11.5 11.5] ; [30.5 30.5],0
s1,1,0.856982,0.032478,[ 2 21] ; [ 6 54],[ 2.21686747 20.78313253] ; [ 5.78313253 54.21686747],0
p1,1,0.873847,0.025209,[ 2 21] ; [ 6 55],[ 2.19047619 20.80952381] ; [ 5.80952381 55.19047619],0
n1,1,0.893852,0.017804,[3 7] ; [10 21],[3.17073171 6.82926829] ; [ 9.82926829 21.17073171],0
n2,1,0.929299,0.007873,[5 5] ; [16 15],[5.12195122 4.87804878] ; [15.87804878 15.12195122],0
d1,1,0.943688,0.004989,[10 13] ; [26 35],[ 9.85714286 13.14285714] ; [26.14285714 34.85714286],0
