Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,8e-06,19.968646,[56 79] ; [34  8],[68.6440678 66.3559322] ; [21.3559322 20.6440678],1
s8,1,2.2e-05,17.995186,[39 99] ; [27 15],[50.6 87.4] ; [15.4 26.6],1
s7,1,0.001043,10.750481,[45 85] ; [25 14],[53.84615385 76.15384615] ; [16.15384615 22.84615385],0
p8,1,0.001082,10.681091,[45 93] ; [25 16],[53.96648045 84.03351955] ; [16.03351955 24.96648045],0
p4,1,0.001212,10.471891,[49 87] ; [27 15],[58.06741573 77.93258427] ; [17.93258427 24.06741573],0
s6,1,0.003389,8.585154,[56 81] ; [28 14],[64.29050279 72.70949721] ; [19.70949721 22.29050279],0
d5,1,0.006364,7.444122,[76 62] ; [33  9],[83.56666667 54.43333333] ; [25.43333333 16.56666667],0
p2,1,0.006608,7.376524,[87 50] ; [36  6],[94.1396648 42.8603352] ; [28.8603352 13.1396648],0
p12,1,0.009466,6.732687,[  2 136] ; [ 4 37],[  4.62569832 133.37430168] ; [ 1.37430168 39.62569832],0
d1,1,0.012173,6.285548,[43 95] ; [22 20],[49.83333333 88.16666667] ; [15.16666667 26.83333333],0
n5,1,0.012653,6.217014,[94 43] ; [37  5],[100.26256983  36.73743017] ; [30.73743017 11.26256983],0
p3,1,0.021656,5.273209,[42 95] ; [21 21],[48.21787709 88.78212291] ; [14.78212291 27.21787709],0
n4,1,0.025778,4.970855,[94 44] ; [36  6],[99.66666667 38.33333333] ; [30.33333333 11.66666667],0
r3,1,0.026344,4.933309,[107  31] ; [39  3],[111.93333333  26.06666667] ; [34.06666667  7.93333333],0
p5,1,0.026717,4.909004,[  6 129] ; [ 6 36],[  9.15254237 125.84745763] ; [ 2.84745763 39.15254237],0
p9,1,0.030974,4.654408,[88 47] ; [34  7],[93.57954545 41.42045455] ; [28.42045455 12.57954545],0
r2,1,0.04629,3.971027,[106  28] ; [38  3],[110.26285714  23.73714286] ; [33.73714286  7.26285714],0
v4,1,0.052433,3.761895,[108  27] ; [39  3],[112.11864407  22.88135593] ; [34.88135593  7.11864407],0
s2,1,0.053975,3.713457,[43 94] ; [20 22],[48.21787709 88.78212291] ; [14.78212291 27.21787709],0
v3,1,0.054044,3.711336,[41 90] ; [20 22],[46.19075145 84.80924855] ; [14.80924855 27.19075145],0
p11,1,0.064447,3.419085,[91 47] ; [34  8],[95.83333333 42.16666667] ; [29.16666667 12.83333333],0
