Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,4e-06,21.325167,[ 20 100] ; [59 77],[37.03125 82.96875] ; [41.96875 94.03125],1
s3,1,5e-06,20.869039,[30 88] ; [72 62],[47.76190476 70.23809524] ; [54.23809524 79.76190476],1
s5,1,0.000324,12.928511,[ 17 104] ; [45 90],[29.3046875 91.6953125] ; [ 32.6953125 102.3046875],1
a7,1,0.004685,7.997056,[77 43] ; [108  27],[87.05882353 32.94117647] ; [97.94117647 37.05882353],0
s4,1,0.005679,7.649321,[  8 113] ; [ 24 108],[ 15.30434783 105.69565217] ; [ 16.69565217 115.30434783],0
p10,1,0.006269,7.471199,[82 38] ; [112  23],[91.29411765 28.70588235] ; [102.70588235  32.29411765],0
s8,1,0.011325,6.413597,[ 18 103] ; [38 98],[26.36575875 94.63424125] ; [ 29.63424125 106.36575875],0
u1,1,0.031795,4.609528,[  9 112] ; [ 22 114],[ 14.59533074 106.40466926] ; [ 16.40466926 119.59533074],0
d5,1,0.040072,4.214851,[88 32] ; [114  22],[94.6875 25.3125] ; [107.3125  28.6875],0
p4,1,0.07801,3.105879,[65 54] ; [89 47],[71.86666667 47.13333333] ; [82.13333333 53.86666667],0
p6,1,0.082738,3.01028,[37 80] ; [57 78],[43.64285714 73.35714286] ; [50.35714286 84.64285714],0
d4,1,0.087186,2.925576,[90 31] ; [113  23],[95.57587549 25.42412451] ; [107.42412451  28.57587549],0
n5,1,0.087316,2.923172,[77 44] ; [100  36],[83.33463035 37.66536965] ; [93.66536965 42.33463035],0
d3,1,0.090177,2.871217,[72 47] ; [96 40],[78.4 40.6] ; [89.6 46.4],0
u3,1,0.113158,2.509558,[17 26] ; [28 22],[20.80645161 22.19354839] ; [24.19354839 25.80645161],0
p12,1,0.11985,2.419286,[  3 117] ; [  9 127],[  5.625 114.375] ; [  6.375 129.625],0
v4,1,0.120858,2.406163,[111  10] ; [130   5],[113.91015625   7.08984375] ; [127.08984375   7.91015625],0
p1,1,0.124478,2.360055,[ 10 111] ; [  5 129],[  7.11764706 113.88235294] ; [  7.88235294 126.11764706],0
r4,1,0.131476,2.274995,[103  18] ; [124  12],[106.87548638  14.12451362] ; [120.12451362  15.87548638],0
a8,1,0.155378,2.018638,[ 10 100] ; [ 19 106],[13.57446809 96.42553191] ; [ 15.42553191 109.57446809],0
p9,1,0.158842,1.985213,[90 30] ; [111  24],[94.58823529 25.41176471] ; [106.41176471  28.58823529],0
d2,1,0.180263,1.795456,[59 62] ; [55 81],[53.67315175 67.32684825] ; [60.32684825 75.67315175],0
b4,1,0.184247,1.763032,[63 58] ; [82 54],[68.26848249 52.73151751] ; [76.73151751 59.26848249],0
p2,1,0.185609,1.752129,[100  19] ; [121  14],[103.53937008  15.46062992] ; [117.46062992  17.53937008],0
s1,1,0.189757,1.719504,[  5 114] ; [  2 132],[  3.29249012 115.70750988] ; [  3.70750988 130.29249012],0
p8,1,0.196963,1.664751,[70 48] ; [90 44],[74.92063492 43.07936508] ; [85.07936508 48.92063492],0
