Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.000367,12.694505,[ 6 64] ; [15 27],[13.125 56.875] ; [ 7.875 34.125],1
n2,1,0.159469,1.979252,[17 13] ; [11  3],[19.09090909 10.90909091] ; [8.90909091 5.09090909],0
p9,1,0.164743,1.930139,[38 34] ; [29 15],[41.5862069 30.4137931] ; [25.4137931 18.5862069],0
a1,1,0.168779,1.893758,[ 9 65] ; [ 2 42],[ 6.89830508 67.10169492] ; [ 4.10169492 39.89830508],0
p10,1,0.195846,1.673085,[32 40] ; [25 19],[35.37931034 36.62068966] ; [21.62068966 22.37931034],0
a2,1,0.225701,1.467752,[ 9 65] ; [ 9 35],[11.28813559 62.71186441] ; [ 6.71186441 37.28813559],0
s5,1,0.254118,1.300524,[ 7 65] ; [ 7 34],[ 8.92035398 63.07964602] ; [ 5.07964602 35.92035398],0
p12,1,0.292492,1.108114,[ 1 72] ; [ 2 42],[ 1.87179487 71.12820513] ; [ 1.12820513 42.87179487],0
d4,1,0.3163,1.004184,[49 25] ; [33 11],[51.42372881 22.57627119] ; [30.57627119 13.42372881],0
b1,1,0.31712,1.000787,[35 39] ; [25 19],[37.62711864 36.37288136] ; [22.37288136 21.62711864],0
u2,1,0.329867,0.949418,[15 15] ; [11  6],[16.59574468 13.40425532] ; [9.40425532 7.59574468],0
a6,1,0.343389,0.897739,[44 30] ; [30 14],[46.40677966 27.59322034] ; [27.59322034 16.40677966],0
a4,1,0.436736,0.604845,[25 49] ; [18 26],[26.96610169 47.03389831] ; [16.03389831 27.96610169],0
b5,1,0.461938,0.541196,[42 32] ; [28 16],[43.89830508 30.10169492] ; [26.10169492 17.89830508],0
n5,1,0.499909,0.45513,[35 39] ; [18 26],[33.23728814 40.76271186] ; [19.76271186 24.23728814],0
n4,1,0.535522,0.383902,[38 36] ; [20 24],[36.37288136 37.62711864] ; [21.62711864 22.37288136],0
s4,1,0.556406,0.345966,[ 6 68] ; [ 5 39],[ 6.89830508 67.10169492] ; [ 4.10169492 39.89830508],0
v3,1,0.558327,0.34261,[16 55] ; [11 29],[17.27027027 53.72972973] ; [ 9.72972973 30.27027027],0
p1,1,0.85294,0.034362,[ 6 68] ; [ 4 40],[ 6.27118644 67.72881356] ; [ 3.72881356 40.27118644],0
a3,1,0.90695,0.013663,[44 29] ; [27 17],[44.2991453 28.7008547] ; [26.7008547 17.2991453],0
a7,1,0.908289,0.01327,[48 26] ; [29 15],[48.28813559 25.71186441] ; [28.71186441 15.28813559],0
s1,1,0.952494,0.003549,[ 5 68] ; [ 3 39],[ 5.07826087 67.92173913] ; [ 2.92173913 39.07826087],0
a8,1,0.962249,0.00224,[ 7 65] ; [ 4 36],[ 7.07142857 64.92857143] ; [ 3.92857143 36.07142857],0
b4,1,0.968563,0.001553,[44 30] ; [26 18],[43.89830508 30.10169492] ; [26.10169492 17.89830508],0
d2,1,0.968563,0.001553,[30 44] ; [18 26],[30.10169492 43.89830508] ; [17.89830508 26.10169492],0
