Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.00405,8.261041,[41  6] ; [13 10],[36.25714286 10.74285714] ; [17.74285714  5.25714286],0
r2,1,0.012238,6.276125,[30 15] ; [ 8 15],[25.14705882 19.85294118] ; [12.85294118 10.14705882],0
u1,1,0.02175,5.265672,[ 1 47] ; [ 4 20],[ 3.33333333 44.66666667] ; [ 1.66666667 22.33333333],0
p8,1,0.047323,3.933858,[24 23] ; [ 6 17],[20.14285714 26.85714286] ; [ 9.85714286 13.14285714],0
b4,1,0.056334,3.64214,[27 21] ; [19  5],[30.66666667 17.33333333] ; [15.33333333  8.66666667],0
n2,1,0.059346,3.555556,[20  4] ; [4 4],[18.  6.] ; [6. 2.],0
a8,1,0.064052,3.429225,[ 1 44] ; [ 3 19],[ 2.68656716 42.31343284] ; [ 1.31343284 20.68656716],0
a5,1,0.092379,2.832415,[24 24] ; [17  7],[27.33333333 20.66666667] ; [13.66666667 10.33333333],0
d2,1,0.102714,2.662893,[16 31] ; [13 11],[19.1971831 27.8028169] ; [ 9.8028169 14.1971831],0
u3,1,0.185116,1.756067,[11 10] ; [2 6],[ 9.4137931 11.5862069] ; [3.5862069 4.4137931],0
u2,1,0.201421,1.632044,[14  8] ; [3 5],[12.46666667  9.53333333] ; [4.53333333 3.46666667],0
s1,1,0.210903,1.565217,[ 1 47] ; [ 2 22],[ 2. 46.] ; [ 1. 23.],0
n3,1,0.247656,1.33648,[15  9] ; [6 1],[16.25806452  7.74193548] ; [4.74193548 2.25806452],0
a4,1,0.288844,1.125,[14 34] ; [10 14],[16. 32.] ; [ 8. 16.],0
a2,1,0.288844,1.125,[ 4 44] ; [ 4 20],[ 5.33333333 42.66666667] ; [ 2.66666667 21.33333333],0
a3,1,0.310494,1.028571,[26 22] ; [16  8],[28. 20.] ; [14. 10.],0
p9,1,0.319748,0.989977,[38 10] ; [15  7],[36.34285714 11.65714286] ; [16.65714286  5.34285714],0
s3,1,0.339594,0.911964,[22 25] ; [ 8 15],[20.14285714 26.85714286] ; [ 9.85714286 13.14285714],0
p6,1,0.348174,0.880102,[15 31] ; [ 5 18],[13.33333333 32.66666667] ; [ 6.66666667 16.33333333],0
a7,1,0.358187,0.844239,[25 22] ; [10 14],[23.16901408 23.83098592] ; [11.83098592 12.16901408],0
p1,1,0.365712,0.818182,[ 3 45] ; [ 3 21],[ 4. 44.] ; [ 2. 22.],0
b5,1,0.401736,0.703125,[25 23] ; [15  9],[26.66666667 21.33333333] ; [13.33333333 10.66666667],0
s6,1,0.404475,0.694981,[25 23] ; [10 14],[23.33333333 24.66666667] ; [11.66666667 12.33333333],0
s7,1,0.41471,0.665258,[22 25] ; [ 8 14],[20.43478261 26.56521739] ; [ 9.56521739 12.43478261],0
s4,1,0.422678,0.642857,[12 36] ; [ 4 20],[10.66666667 37.33333333] ; [ 5.33333333 18.66666667],0
n5,1,0.435739,0.607478,[31 16] ; [18  6],[32.43661972 14.56338028] ; [16.56338028  7.43661972],0
s2,1,0.45397,0.56072,[19 29] ; [ 7 16],[17.57746479 30.42253521] ; [ 8.42253521 14.57746479],0
p7,1,0.454457,0.559512,[23 22] ; [10 14],[21.52173913 23.47826087] ; [11.47826087 12.52173913],0
p10,1,0.487112,0.482899,[33 12] ; [15  8],[31.76470588 13.23529412] ; [16.23529412  6.76470588],0
d4,1,0.545901,0.364711,[32 15] ; [18  6],[33.09859155 13.90140845] ; [16.90140845  7.09859155],0
n4,1,0.605577,0.266667,[31 17] ; [14 10],[30. 18.] ; [15.  9.],0
d1,1,0.61209,0.257143,[19 29] ; [11 13],[20. 28.] ; [10. 14.],0
p5,1,0.629855,0.232258,[ 6 42] ; [ 4 20],[ 6.66666667 41.33333333] ; [ 3.33333333 20.66666667],0
p4,1,0.676675,0.173893,[24 23] ; [11 13],[23.16901408 23.83098592] ; [11.83098592 12.16901408],0
r1,1,0.6885,0.160714,[10 38] ; [ 6 18],[10.66666667 37.33333333] ; [ 5.33333333 18.66666667],0
s5,1,0.725205,0.12356,[ 8 38] ; [ 5 19],[ 8.54285714 37.45714286] ; [ 4.45714286 19.54285714],0
b1,1,0.736422,0.113297,[20 28] ; [11 13],[20.66666667 27.33333333] ; [10.33333333 13.66666667],0
a6,1,0.738494,0.111455,[26 22] ; [12 12],[25.33333333 22.66666667] ; [12.66666667 11.33333333],0
n6,1,0.78718,0.072886,[34 14] ; [17  6],[34.47887324 13.52112676] ; [16.52112676  6.47887324],0
p3,1,0.812857,0.056047,[17 30] ; [ 8 16],[16.54929577 30.45070423] ; [ 8.45070423 15.54929577],0
n1,1,0.835378,0.043185,[10 14] ; [3 5],[ 9.75 14.25] ; [3.25 4.75],0
v3,1,0.841132,0.040179,[11 37] ; [ 5 19],[10.66666667 37.33333333] ; [ 5.33333333 18.66666667],0
s8,1,0.856441,0.032727,[15 33] ; [ 7 17],[14.66666667 33.33333333] ; [ 7.33333333 16.66666667],0
d5,1,0.858152,0.031943,[33 15] ; [16  8],[32.66666667 15.33333333] ; [16.33333333  7.66666667],0
d3,1,0.867582,0.027799,[25 23] ; [12 12],[24.66666667 23.33333333] ; [12.33333333 11.66666667],0
v2,1,0.874034,0.025134,[22 24] ; [11 13],[21.68571429 24.31428571] ; [11.31428571 12.68571429],0
r3,1,0.889473,0.019313,[34 13] ; [17  6],[34.24285714 12.75714286] ; [16.75714286  6.24285714],0
v1,1,0.913525,0.011792,[17 28] ; [ 9 14],[17.20588235 27.79411765] ; [ 8.79411765 14.20588235],0
p12,1,0.971664,0.001262,[ 2 44] ; [ 1 23],[ 1.97142857 44.02857143] ; [ 1.02857143 22.97142857],0
b2,1,0.987829,0.000233,[ 7 23] ; [ 4 13],[ 7.0212766 22.9787234] ; [ 3.9787234 13.0212766],0
b3,1,0.987829,0.000233,[ 7 23] ; [ 4 13],[ 7.0212766 22.9787234] ; [ 3.9787234 13.0212766],0
