Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,40.05534,[12 36] ; [99 30],[30.10169492 17.89830508] ; [80.89830508 48.10169492],1
p2,1,2e-06,22.42875,[32 16] ; [123   8],[41.56424581  6.43575419] ; [113.43575419  17.56424581],1
p6,1,4.1e-05,16.844101,[10 38] ; [72 58],[22.11235955 25.88764045] ; [59.88764045 70.11235955],1
p3,1,7.7e-05,15.621038,[19 29] ; [94 37],[30.30167598 17.69832402] ; [82.69832402 48.30167598],1
p10,1,0.000323,12.933195,[35 12] ; [122   8],[41.68926554  5.31073446] ; [115.31073446  14.68926554],1
p4,1,0.001079,10.686105,[24 24] ; [99 32],[32.98324022 15.01675978] ; [90.01675978 40.98324022],0
p11,1,0.004375,8.121226,[34 14] ; [116  15],[40.22346369  7.77653631] ; [109.77653631  21.22346369],0
s5,1,0.012017,6.308306,[15 30] ; [70 57],[22.23837209 22.76162791] ; [62.76162791 64.23837209],0
p5,1,0.017324,5.663214,[ 4 44] ; [32 99],[ 9.65363128 38.34636872] ; [ 26.34636872 104.65363128],0
v1,1,0.022241,5.226813,[27 19] ; [100  31],[33.00564972 12.99435028] ; [93.99435028 37.00564972],0
p9,1,0.025968,4.958181,[39  8] ; [122   8],[42.75141243  4.24858757] ; [118.24858757  11.75141243],0
d2,1,0.044108,4.052439,[33 15] ; [68 63],[27.08379888 20.91620112] ; [73.91620112 57.08379888],0
u1,1,0.063401,3.446108,[15 33] ; [ 24 107],[10.45810056 37.54189944] ; [ 28.54189944 102.45810056],0
n6,1,0.075066,3.168624,[41  7] ; [121   8],[43.93220339  4.06779661] ; [118.06779661  10.93220339],0
s3,1,0.088011,2.91039,[28 18] ; [95 33],[32.51724138 13.48275862] ; [90.48275862 37.51724138],0
r4,1,0.088524,2.901015,[43  5] ; [126   5],[45.31843575  2.68156425] ; [123.68156425   7.31843575],0
r3,1,0.089339,2.886251,[45  3] ; [129   2],[46.65921788  1.34078212] ; [127.34078212   3.65921788],0
r2,1,0.091132,2.854262,[43  5] ; [125   5],[45.30337079  2.69662921] ; [122.69662921   7.30337079],0
v4,1,0.133051,2.256546,[44  4] ; [126   4],[45.84269663  2.15730337] ; [124.15730337   5.84269663],0
d3,1,0.144082,2.133817,[31 17] ; [99 32],[34.8603352 13.1396648] ; [95.1396648 35.8603352],0
p12,1,0.15292,2.042875,[10 38] ; [ 16 114],[ 7.01123596 40.98876404] ; [ 18.98876404 111.01123596],0
d4,1,0.163289,1.943499,[40  8] ; [118  12],[42.60674157  5.39325843] ; [115.39325843  14.60674157],0
a6,1,0.187366,1.738208,[35 13] ; [81 49],[31.28089888 16.71910112] ; [84.71910112 45.28089888],0
a8,1,0.201475,1.631647,[ 4 34] ; [24 99],[ 6.60869565 31.39130435] ; [ 21.39130435 101.60869565],0
a2,1,0.233449,1.419724,[16 32] ; [32 99],[12.87150838 35.12849162] ; [35.12849162 95.87150838],0
b3,1,0.260523,1.265975,[13 22] ; [43 46],[15.80645161 19.19354839] ; [40.19354839 48.80645161],0
b2,1,0.260523,1.265975,[13 22] ; [43 46],[15.80645161 19.19354839] ; [40.19354839 48.80645161],0
b5,1,0.279248,1.170747,[30 18] ; [70 61],[26.81564246 21.18435754] ; [73.18435754 57.81564246],0
b4,1,0.287288,1.132286,[31 17] ; [73 58],[27.88826816 20.11173184] ; [76.11173184 54.88826816],0
s7,1,0.335052,0.929273,[33 10] ; [105  21],[35.11242604  7.88757396] ; [102.88757396  23.11242604],0
s4,1,0.345014,0.891713,[ 5 43] ; [ 21 110],[ 6.97206704 41.02793296] ; [ 19.02793296 111.97206704],0
a7,1,0.383395,0.759788,[34 14] ; [83 47],[31.5505618 16.4494382] ; [85.4494382 44.5505618],0
p1,1,0.383938,0.758054,[ 4 44] ; [ 17 113],[ 5.66292135 42.33707865] ; [ 15.33707865 114.66292135],0
v2,1,0.431346,0.619198,[37 11] ; [107  23],[38.83146067  9.16853933] ; [105.16853933  24.83146067],0
d5,1,0.48389,0.490084,[41  7] ; [116  14],[42.33707865  5.66292135] ; [114.66292135  15.33707865],0
n2,1,0.513464,0.427002,[10  3] ; [18  3],[10.70588235  2.29411765] ; [17.29411765  3.70588235],0
s2,1,0.527581,0.399049,[31 15] ; [94 36],[32.67045455 13.32954545] ; [92.32954545 37.67045455],0
n5,1,0.540726,0.374197,[40  8] ; [113  17],[41.25842697  6.74157303] ; [111.74157303  18.25842697],0
a3,1,0.544866,0.366595,[41  7] ; [106  24],[39.64044944  8.35955056] ; [107.35955056  22.64044944],0
n4,1,0.548655,0.359732,[44  4] ; [116  15],[42.90502793  5.09497207] ; [117.09497207  13.90502793],0
s1,1,0.571746,0.319769,[ 1 46] ; [  5 124],[ 1.60227273 45.39772727] ; [  4.39772727 124.60227273],0
d1,1,0.576447,0.312014,[32 16] ; [93 38],[33.51955307 14.48044693] ; [91.48044693 39.51955307],0
b1,1,0.624772,0.239217,[21 27] ; [52 79],[19.57541899 28.42458101] ; [53.42458101 77.57541899],0
