Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,30.79089,[34  8] ; [10 36],[21. 21.] ; [23. 23.],1
p11,1,2.5e-05,17.786561,[32 12] ; [13 33],[22. 22.] ; [23. 23.],1
p2,1,9.8e-05,15.182885,[32 10] ; [16 30],[22.90909091 19.09090909] ; [25.09090909 20.90909091],1
r3,1,0.000809,11.219542,[30 12] ; [16 29],[22.20689655 19.79310345] ; [23.79310345 21.20689655],1
s7,1,0.008915,6.839796,[17 24] ; [ 7 37],[11.57647059 29.42352941] ; [12.42352941 31.57647059],0
p3,1,0.010073,6.621927,[16 28] ; [ 6 40],[10.75555556 33.24444444] ; [11.24444444 34.75555556],0
s2,1,0.01119,6.434881,[18 25] ; [ 8 38],[12.56179775 30.43820225] ; [13.43820225 32.56179775],0
s3,1,0.013506,6.101534,[21 21] ; [11 34],[15.44827586 26.55172414] ; [16.55172414 28.44827586],0
s8,1,0.013591,6.090559,[11 32] ; [ 3 43],[ 6.76404494 36.23595506] ; [ 7.23595506 38.76404494],0
p4,1,0.022108,5.237232,[21 23] ; [11 34],[15.82022472 28.17977528] ; [16.17977528 28.82022472],0
n2,1,0.024183,5.081481,[11  4] ; [10 17],[7.5 7.5] ; [13.5 13.5],0
p6,1,0.046049,3.979799,[12 31] ; [ 5 40],[ 8.30681818 34.69318182] ; [ 8.69318182 36.30681818],0
s6,1,0.068011,3.330378,[17 26] ; [10 36],[13.04494382 29.95505618] ; [13.95505618 32.04494382],0
a8,1,0.068377,3.321554,[ 5 34] ; [ 1 42],[ 2.85365854 36.14634146] ; [ 3.14634146 39.85365854],0
d3,1,0.072923,3.215978,[25 18] ; [18 28],[20.7752809 22.2247191] ; [22.2247191 23.7752809],0
n6,1,0.077998,3.106123,[29 14] ; [22 23],[24.92045455 18.07954545] ; [26.07954545 18.92045455],0
v4,1,0.083755,2.990495,[28 13] ; [23 23],[24.03448276 16.96551724] ; [26.96551724 19.03448276],0
a5,1,0.093103,2.819887,[25 19] ; [18 28],[21.02222222 22.97777778] ; [21.97777778 24.02222222],0
d4,1,0.145697,2.116737,[31 13] ; [25 20],[27.68539326 16.31460674] ; [28.31460674 16.68539326],0
p7,1,0.147524,2.09767,[18 23] ; [13 32],[14.77906977 26.22093023] ; [16.22093023 28.77906977],0
p5,1,0.151527,2.056813,[ 4 39] ; [ 1 44],[ 2.44318182 40.55681818] ; [ 2.55681818 42.44318182],0
u1,1,0.152138,2.050686,[ 4 40] ; [ 1 45],[ 2.44444444 41.55555556] ; [ 2.55555556 43.44444444],0
a1,1,0.156748,2.005326,[ 2 42] ; [ 6 40],[ 3.91111111 40.08888889] ; [ 4.08888889 41.91111111],0
n3,1,0.182813,1.774604,[9 6] ; [10 16],[6.95121951 8.04878049] ; [12.04878049 13.95121951],0
p8,1,0.194312,1.68462,[16 27] ; [11 34],[13.19318182 29.80681818] ; [13.80681818 31.19318182],0
v3,1,0.209932,1.571895,[10 33] ; [ 6 40],[ 7.73033708 35.26966292] ; [ 8.26966292 37.73033708],0
d5,1,0.254079,1.300736,[30 14] ; [26 20],[27.37777778 16.62222222] ; [28.62222222 17.37777778],0
a6,1,0.293752,1.102345,[24 20] ; [20 26],[21.51111111 22.48888889] ; [22.48888889 23.51111111],0
r1,1,0.311373,1.024845,[11 33] ; [16 30],[13.2 30.8] ; [13.8 32.2],0
n5,1,0.3133,1.016711,[29 13] ; [27 19],[26.72727273 15.27272727] ; [29.27272727 16.72727273],0
n1,1,0.344471,0.893722,[6 9] ; [ 7 20],[ 4.64285714 10.35714286] ; [ 8.35714286 18.64285714],0
n4,1,0.370664,0.801438,[28 16] ; [25 21],[25.91111111 18.08888889] ; [27.08888889 18.91111111],0
d2,1,0.385801,0.752137,[16 28] ; [20 24],[18. 26.] ; [18. 26.],0
a7,1,0.453746,0.561277,[25 19] ; [22 23],[23.23595506 20.76404494] ; [23.76404494 21.23595506],0
a3,1,0.45731,0.55247,[24 20] ; [21 24],[22.24719101 21.75280899] ; [22.75280899 22.24719101],0
b5,1,0.516913,0.420049,[25 19] ; [23 23],[23.46666667 20.53333333] ; [24.53333333 21.46666667],0
b4,1,0.630788,0.230994,[28 16] ; [27 19],[26.88888889 17.11111111] ; [28.11111111 17.88888889],0
b1,1,0.658319,0.195572,[19 25] ; [22 24],[20.04444444 23.95555556] ; [20.95555556 25.04444444],0
a2,1,0.673214,0.177866,[ 5 39] ; [ 4 42],[ 4.4 39.6] ; [ 4.6 41.4],0
d1,1,0.704508,0.143824,[17 27] ; [16 30],[16.13333333 27.86666667] ; [16.86666667 29.13333333],0
a4,1,0.764273,0.089925,[15 29] ; [14 31],[14.33707865 29.66292135] ; [14.66292135 30.33707865],0
b2,1,0.769497,0.085868,[ 8 18] ; [10 19],[ 8.50909091 17.49090909] ; [ 9.49090909 19.50909091],0
