Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,45.294765,[44 63] ; [127  29],[69.57034221 37.42965779] ; [101.42965779  54.57034221],1
s2,1,0.0,27.810607,[47 67] ; [118  44],[68.15217391 45.84782609] ; [96.84782609 65.15217391],1
s3,1,1.1e-05,19.379855,[53 61] ; [117  44],[70.47272727 43.52727273] ; [99.52727273 61.47272727],1
s6,1,2.7e-05,17.620409,[71 41] ; [135  23],[85.45185185 26.54814815] ; [120.54814815  37.45185185],1
a5,1,0.005261,7.787371,[82 34] ; [137  25],[91.38129496 24.61870504] ; [127.61870504  34.38129496],0
v1,1,0.008448,6.935867,[64 51] ; [113  46],[74.28832117 40.71167883] ; [102.71167883  56.28832117],0
s5,1,0.010662,6.520794,[39 72] ; [77 74],[49.14503817 61.85496183] ; [66.85496183 84.14503817],0
d5,1,0.042131,4.129944,[91 25] ; [141  20],[97.15523466 18.84476534] ; [134.84476534  26.15523466],0
a8,1,0.048736,3.884418,[10 90] ; [ 29 122],[15.53784861 84.46215139] ; [ 23.46215139 127.53784861],0
p9,1,0.053858,3.717107,[102  14] ; [152   9],[106.36823105   9.63176895] ; [147.63176895  13.36823105],0
u3,1,0.05588,3.655619,[15 16] ; [25 10],[18.78787879 12.21212121] ; [21.21212121 13.78787879],0
d2,1,0.060135,3.533652,[57 59] ; [98 64],[64.67625899 51.32374101] ; [90.32374101 71.67625899],0
a7,1,0.062419,3.471917,[91 25] ; [110  51],[84.1732852 31.8267148] ; [116.8267148  44.1732852],0
d1,1,0.063661,3.439356,[70 46] ; [115  47],[77.1942446 38.8057554] ; [107.8057554  54.1942446],0
p10,1,0.065446,3.393692,[94 20] ; [145  16],[99.07636364 14.92363636] ; [139.92363636  21.07636364],0
d4,1,0.066128,3.376619,[93 23] ; [142  19],[98.41155235 17.58844765] ; [136.58844765  24.41155235],0
u2,1,0.070929,3.2614,[14 18] ; [23 12],[17.67164179 14.32835821] ; [19.32835821 15.67164179],0
p5,1,0.08141,3.036524,[18 98] ; [ 39 123],[23.78417266 92.21582734] ; [ 33.21582734 128.78417266],0
p12,1,0.084329,2.979427,[ 10 106] ; [ 25 135],[ 14.71014493 101.28985507] ; [ 20.28985507 139.71014493],0
v3,1,0.097304,2.749189,[45 68] ; [79 79],[51.70479705 61.29520295] ; [72.29520295 85.70479705],0
a6,1,0.113222,2.508663,[84 32] ; [102  59],[77.89169675 38.10830325] ; [108.10830325  52.89169675],0
v2,1,0.123052,2.378033,[62 51] ; [102  57],[68.13235294 44.86764706] ; [95.86764706 63.13235294],0
n6,1,0.138687,2.192473,[105  11] ; [154   8],[108.07194245   7.92805755] ; [150.92805755  11.07194245],0
n5,1,0.156463,2.008083,[98 17] ; [147  15],[101.71480144  13.28519856] ; [143.28519856  18.71480144],0
u1,1,0.158648,1.987069,[23 93] ; [ 44 118],[27.95683453 88.04316547] ; [ 39.04316547 122.95683453],0
u4,1,0.159591,1.9781,[  2 113] ; [  8 154],[  4.15162455 110.84837545] ; [  5.84837545 156.15162455],0
r4,1,0.218576,1.513694,[106  10] ; [154   8],[108.48920863   7.51079137] ; [151.51079137  10.48920863],0
a3,1,0.259746,1.270109,[84 31] ; [127  34],[87.91666667 27.08333333] ; [123.08333333  37.91666667],0
a2,1,0.276418,1.184615,[37 79] ; [ 42 120],[32.96402878 83.03597122] ; [ 46.03597122 115.96402878],0
n1,1,0.281974,1.157549,[ 8 14] ; [13 12],[ 9.82978723 12.17021277] ; [11.17021277 13.82978723],0
p4,1,0.320542,0.986734,[92 24] ; [136  26],[95.13669065 20.86330935] ; [132.86330935  29.13669065],0
b4,1,0.377552,0.778657,[72 44] ; [92 70],[68.43165468 47.56834532] ; [95.56834532 66.43165468],0
p8,1,0.386939,0.748541,[77 39] ; [114  46],[80.27536232 35.72463768] ; [110.72463768  49.27536232],0
b2,1,0.415457,0.663132,[28 38] ; [56 59],[30.62983425 35.37016575] ; [53.37016575 61.62983425],0
b3,1,0.415457,0.663132,[28 38] ; [56 59],[30.62983425 35.37016575] ; [53.37016575 61.62983425],0
p11,1,0.498622,0.457868,[93 23] ; [135  27],[95.13669065 20.86330935] ; [132.86330935  29.13669065],0
a1,1,0.526563,0.401019,[  7 109] ; [ 13 149],[  8.34532374 107.65467626] ; [ 11.65467626 150.34532374],0
s4,1,0.544588,0.367102,[17 94] ; [ 29 131],[18.84132841 92.15867159] ; [ 27.15867159 132.84132841],0
p1,1,0.545373,0.365672,[18 98] ; [ 21 141],[16.27338129 99.72661871] ; [ 22.72661871 139.27338129],0
r3,1,0.569443,0.323616,[109   5] ; [157   5],[109.86956522   4.13043478] ; [156.13043478   5.86956522],0
n2,1,0.584481,0.299046,[16  6] ; [17  9],[15.125  6.875] ; [17.875  8.125],0
d3,1,0.640313,0.218334,[86 30] ; [116  46],[84.28776978 31.71223022] ; [117.71223022  44.28776978],0
r1,1,0.663136,0.189737,[95 20] ; [137  25],[96.31768953 18.68231047] ; [135.68231047  26.31768953],0
s1,1,0.726487,0.122362,[  4 110] ; [  7 154],[  4.56 109.44] ; [  6.44 154.56],0
b1,1,0.807685,0.05925,[47 69] ; [68 94],[47.98561151 68.01438849] ; [67.01438849 94.98561151],0
r2,1,0.868024,0.027612,[110   4] ; [154   5],[110.24175824   3.75824176] ; [153.75824176   5.24175824],0
b5,1,0.882907,0.021693,[67 49] ; [95 67],[67.5971223 48.4028777] ; [94.4028777 67.5971223],0
p3,1,0.907695,0.013444,[78 38] ; [110  52],[78.44604317 37.55395683] ; [109.55395683  52.44604317],0
v4,1,0.921049,0.009823,[111   4] ; [156   6],[110.84837545   4.15162455] ; [156.15162455   5.84837545],0
p7,1,0.926889,0.00842,[95 19] ; [134  26],[95.27737226 18.72262774] ; [133.72262774  26.27737226],0
n3,1,0.952972,0.003478,[16  5] ; [20  6],[16.08510638  4.91489362] ; [19.91489362  6.08510638],0
a4,1,0.957839,0.002795,[60 55] ; [84 78],[59.7833935 55.2166065] ; [84.2166065 77.7833935],0
p2,1,0.995028,3.9e-05,[106  10] ; [148  14],[105.98561151  10.01438849] ; [148.01438849  13.98561151],0
