Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,4e-06,21.077676,[68 35] ; [38 72],[51.25821596 51.74178404] ; [54.74178404 55.25821596],1
p2,1,1.5e-05,18.78875,[90 15] ; [69 47],[75.54298643 29.45701357] ; [83.45701357 32.54298643],1
p4,1,2.6e-05,17.697187,[65 40] ; [39 77],[49.41176471 55.58823529] ; [54.58823529 61.41176471],1
r1,1,2.6e-05,17.661513,[86 19] ; [65 52],[71.41891892 33.58108108] ; [79.58108108 37.41891892],1
p3,1,5.3e-05,16.338396,[59 46] ; [34 82],[44.18552036 60.81447964] ; [48.81447964 67.18552036],1
p7,1,9.3e-05,15.269028,[71 34] ; [48 68],[56.53846154 48.46153846] ; [62.46153846 53.53846154],1
p9,1,0.000172,14.11315,[91 13] ; [75 39],[79.19266055 24.80733945] ; [86.80733945 27.19266055],1
p11,1,0.000251,13.406928,[90 16] ; [74 43],[77.95515695 28.04484305] ; [86.04484305 30.95515695],1
p10,1,0.000376,12.64964,[89 15] ; [75 41],[77.52727273 26.47272727] ; [86.47272727 29.52727273],1
r4,1,0.000527,12.016942,[91 15] ; [77 40],[79.85650224 26.14349776] ; [88.14349776 28.85650224],1
r3,1,0.000897,11.028761,[97  8] ; [88 28],[87.8959276 17.1040724] ; [97.1040724 18.8959276],1
p8,1,0.001097,10.656005,[60 43] ; [42 74],[47.97260274 55.02739726] ; [54.02739726 61.97260274],0
v3,1,0.004549,8.050584,[48 54] ; [33 83],[37.89908257 64.10091743] ; [43.10091743 72.89908257],0
v4,1,0.012929,6.178753,[98  8] ; [94 22],[91.67567568 14.32432432] ; [100.32432432  15.67567568],0
u3,1,0.019645,5.443145,[17 13] ; [13 31],[12.16216216 17.83783784] ; [17.83783784 26.16216216],0
p6,1,0.022748,5.18762,[36 68] ; [24 91],[28.49315068 75.50684932] ; [31.50684932 83.49315068],0
p5,1,0.027278,4.873145,[10 94] ; [  3 113],[ 6.14545455 97.85454545] ; [  6.85454545 109.14545455],0
