Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000357,12.746219,[47 21] ; [59  4],[55.02290076 12.97709924] ; [50.97709924 12.02290076],1
r4,1,0.000528,12.014999,[40 28] ; [55  9],[48.93939394 19.06060606] ; [46.06060606 17.93939394],1
p2,1,0.000571,11.868669,[31 37] ; [48 16],[40.6969697 27.3030303] ; [38.3030303 25.6969697],1
n6,1,0.004239,8.178368,[38 30] ; [50 13],[45.67938931 22.32061069] ; [42.32061069 20.67938931],0
p9,1,0.013265,6.133376,[17 49] ; [29 33],[23.71875 42.28125] ; [22.28125 39.71875],0
r1,1,0.021236,5.307322,[38 30] ; [48 16],[44.3030303 23.6969697] ; [41.6969697 22.3030303],0
p3,1,0.021278,5.303857,[25 43] ; [12 52],[19.06060606 48.93939394] ; [17.93939394 46.06060606],0
r2,1,0.036589,4.369443,[53 14] ; [58  5],[57.20769231  9.79230769] ; [53.79230769  9.20769231],0
v4,1,0.039335,4.246345,[49 18] ; [56  8],[53.70229008 13.29770992] ; [51.29770992 12.70229008],0
n1,1,0.040994,4.176251,[14 17] ; [ 4 18],[10.52830189 20.47169811] ; [ 7.47169811 14.52830189],0
n2,1,0.057572,3.605983,[16 15] ; [17  5],[19.30188679 11.69811321] ; [13.69811321  8.30188679],0
a6,1,0.060432,3.525494,[32 35] ; [41 23],[37.33587786 29.66412214] ; [35.66412214 28.33587786],0
v2,1,0.084866,2.969165,[20 47] ; [28 35],[24.73846154 42.26153846] ; [23.26153846 39.73846154],0
a1,1,0.10244,2.667145,[ 7 61] ; [ 2 62],[ 4.63636364 63.36363636] ; [ 4.36363636 59.63636364],0
p8,1,0.143029,2.14506,[11 56] ; [17 46],[14.43076923 52.56923077] ; [13.56923077 49.43076923],0
s1,1,0.184673,1.759612,[ 6 62] ; [ 2 60],[ 4.18461538 63.81538462] ; [ 3.81538462 58.18461538],0
n3,1,0.194421,1.683791,[17 13] ; [17  6],[19.24528302 10.75471698] ; [14.75471698  8.24528302],0
