Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1.7e-05,18.544665,[11 51] ; [35 29],[22.63492063 39.36507937] ; [23.36507937 40.63492063],1
d4,1,0.003961,8.301391,[20 42] ; [37 27],[28.04761905 33.95238095] ; [28.95238095 35.04761905],0
r3,1,0.005628,7.665758,[44 18] ; [57  6],[50.096 11.904] ; [50.904 12.096],0
v2,1,0.00773,7.095027,[13 44] ; [29 34],[19.95 37.05] ; [22.05 40.95],0
r4,1,0.00867,6.88953,[36 26] ; [51 13],[42.80952381 19.19047619] ; [44.19047619 19.80952381],0
p10,1,0.011085,6.451687,[28 32] ; [43 19],[34.91803279 25.08196721] ; [36.08196721 25.91803279],0
r1,1,0.012485,6.240697,[29 33] ; [44 20],[35.92063492 26.07936508] ; [37.07936508 26.92063492],0
a3,1,0.012579,6.22735,[18 43] ; [32 30],[24.79674797 36.20325203] ; [25.20325203 36.79674797],0
a5,1,0.01406,6.030643,[16 46] ; [30 34],[22.63492063 39.36507937] ; [23.36507937 40.63492063],0
a6,1,0.020829,5.341028,[28 34] ; [42 22],[34.44444444 27.55555556] ; [35.55555556 28.44444444],0
v4,1,0.030767,4.665926,[46 16] ; [57  7],[50.68253968 11.31746032] ; [52.31746032 11.68253968],0
b5,1,0.050884,3.812072,[29 33] ; [41 23],[34.44444444 27.55555556] ; [35.55555556 28.44444444],0
v3,1,0.065561,3.3908,[11 49] ; [21 43],[15.48387097 44.51612903] ; [16.51612903 47.48387097],0
r2,1,0.106735,2.601906,[45 17] ; [54 10],[48.71428571 13.28571429] ; [50.28571429 13.71428571],0
s6,1,0.109769,2.557548,[19 42] ; [28 34],[23.30894309 37.69105691] ; [23.69105691 38.30894309],0
s2,1,0.111665,2.530499,[12 49] ; [20 42],[15.8699187 45.1300813] ; [16.1300813 45.8699187],0
p9,1,0.127905,2.317743,[35 25] ; [45 18],[39.02439024 20.97560976] ; [40.97560976 22.02439024],0
n2,1,0.165145,1.926475,[14  8] ; [15  3],[15.95  6.05] ; [13.05  4.95],0
u3,1,0.165321,1.924869,[13 31] ; [14 17],[15.84 28.16] ; [11.16 19.84],0
a2,1,0.182522,1.776966,[ 1 61] ; [ 4 60],[ 2.46031746 59.53968254] ; [ 2.53968254 61.46031746],0
v1,1,0.214261,1.542399,[19 42] ; [26 36],[22.31707317 38.68292683] ; [22.68292683 39.31707317],0
p6,1,0.234652,1.412437,[ 9 51] ; [15 49],[11.61290323 48.38709677] ; [12.38709677 51.61290323],0
n4,1,0.245472,1.348894,[32 30] ; [39 24],[35.216 26.784] ; [35.784 27.216],0
s5,1,0.257637,1.281413,[ 7 52] ; [12 50],[ 9.26446281 49.73553719] ; [ 9.73553719 52.26446281],0
n6,1,0.278828,1.172793,[40 22] ; [47 17],[42.80952381 19.19047619] ; [44.19047619 19.80952381],0
p4,1,0.281937,1.157731,[18 43] ; [24 38],[20.82926829 40.17073171] ; [21.17073171 40.82926829],0
p11,1,0.282553,1.154772,[39 23] ; [46 18],[41.82539683 20.17460317] ; [43.17460317 20.82539683],0
a4,1,0.284787,1.144105,[ 9 52] ; [14 49],[11.31451613 49.68548387] ; [11.68548387 51.31451613],0
s3,1,0.333908,0.93368,[21 39] ; [27 35],[23.60655738 36.39344262] ; [24.39344262 37.60655738],0
p8,1,0.350399,0.872011,[20 42] ; [25 37],[22.5 39.5] ; [22.5 39.5],0
n1,1,0.361054,0.834225,[ 6 16] ; [ 7 10],[ 7.33333333 14.66666667] ; [ 5.66666667 11.33333333],0
p2,1,0.382508,0.762625,[34 28] ; [40 24],[36.41269841 25.58730159] ; [37.58730159 26.41269841],0
p7,1,0.408983,0.681755,[25 36] ; [30 32],[27.27642276 33.72357724] ; [27.72357724 34.27642276],0
s4,1,0.477987,0.503452,[ 8 54] ; [11 52],[ 9.424 52.576] ; [ 9.576 53.424],0
p12,1,0.479246,0.500579,[ 3 59] ; [ 5 58],[ 3.968 58.032] ; [ 4.032 58.968],0
n3,1,0.495628,0.464286,[13  8] ; [13  5],[14.  7.] ; [12.  6.],0
b2,1,0.575417,0.313702,[12 29] ; [11 20],[13.09722222 27.90277778] ; [ 9.90277778 21.09722222],0
b3,1,0.575417,0.313702,[12 29] ; [11 20],[13.09722222 27.90277778] ; [ 9.90277778 21.09722222],0
b4,1,0.576951,0.31119,[36 26] ; [34 30],[34.44444444 27.55555556] ; [35.55555556 28.44444444],0
d2,1,0.600365,0.274446,[15 47] ; [13 51],[13.77777778 48.22222222] ; [14.22222222 49.77777778],0
d1,1,0.674344,0.176563,[ 2 60] ; [ 3 61],[ 2.46031746 59.53968254] ; [ 2.53968254 61.46031746],0
p5,1,0.681211,0.168766,[ 4 58] ; [ 3 60],[ 3.472 58.528] ; [ 3.528 59.472],0
u2,1,0.686177,0.163255,[17 27] ; [13 17],[17.83783784 26.16216216] ; [12.16216216 17.83783784],0
