Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,53.376762,[376 181] ; [38 82],[340.61742984 216.38257016] ; [73.38257016 46.61742984],1
p9,1,0.0,51.227579,[493  67] ; [72 46],[466.66666667  93.33333333] ; [98.33333333 19.66666667],1
p8,1,0.0,46.781297,[308 250] ; [26 97],[273.67400881 284.32599119] ; [60.32599119 62.67400881],1
p4,1,0.0,40.778382,[350 215] ; [37 85],[318.27510917 246.72489083] ; [68.72489083 53.27510917],1
p10,1,0.0,37.402397,[476  85] ; [74 48],[451.75695461 109.24304539] ; [98.24304539 23.75695461],1
p11,1,0.0,26.783342,[470  98] ; [76 47],[448.81041968 119.18958032] ; [97.18958032 25.81041968],1
v4,1,1e-05,19.576127,[548  19] ; [107  16],[538.23913043  28.76086957] ; [116.76086957   6.23913043],1
r3,1,7.5e-05,15.672018,[545  20] ; [108  15],[536.25726744  28.74273256] ; [116.74273256   6.25726744],1
p6,1,0.000406,12.502297,[209 352] ; [25 97],[192.20204978 368.79795022] ; [41.79795022 80.20204978],1
p3,1,0.000984,10.857167,[277 290] ; [40 83],[260.49130435 306.50869565] ; [56.50869565 66.49130435],1
v1,1,0.00101,10.808505,[301 256] ; [45 75],[284.67060561 272.32939439] ; [61.32939439 58.67060561],0
r4,1,0.001207,10.480259,[518  50] ; [100  23],[507.99421129  60.00578871] ; [110.00578871  12.99421129],0
r1,1,0.001489,10.091969,[455 110] ; [83 40],[441.81686047 123.18313953] ; [96.18313953 26.81686047],0
d3,1,0.001625,9.931593,[405 162] ; [70 53],[390.32608696 176.67391304] ; [84.67391304 38.32608696],0
s3,1,0.001724,9.822078,[314 245] ; [49 72],[298.40735294 260.59264706] ; [64.59264706 56.40735294],0
d5,1,0.002005,9.544882,[469  97] ; [87 36],[456.74310595 109.25689405] ; [99.25689405 23.74310595],0
s1,1,0.002933,8.848925,[ 10 549] ; [  8 114],[ 14.7753304 544.2246696] ; [  3.2246696 118.7753304],0
b1,1,0.004608,8.027097,[191 377] ; [58 65],[204.67727931 363.32272069] ; [44.32272069 78.67727931],0
a5,1,0.005833,7.601042,[425 143] ; [77 46],[412.64254703 155.35745297] ; [89.35745297 33.64254703],0
a7,1,0.006458,7.417937,[418 147] ; [76 47],[405.68313953 159.31686047] ; [88.31686047 34.68313953],0
n4,1,0.020319,5.384267,[454 112] ; [87 36],[444.42089985 121.57910015] ; [96.57910015 26.42089985],0
a1,1,0.030348,4.689495,[ 15 553] ; [  8 115],[ 18.90593343 549.09406657] ; [  4.09406657 118.90593343],0
r2,1,0.035879,4.402832,[537  25] ; [109  11],[532.33431085  29.66568915] ; [113.66568915   6.33431085],0
s4,1,0.037696,4.318668,[ 93 467] ; [30 92],[100.99706745 459.00293255] ; [22.00293255 99.99706745],0
n5,1,0.038556,4.280333,[448 117] ; [87 36],[439.35319767 125.64680233] ; [95.64680233 27.35319767],0
a8,1,0.043998,4.056621,[ 76 436] ; [  9 107],[ 69.29936306 442.70063694] ; [ 15.70063694 100.29936306],0
a6,1,0.047862,3.914814,[389 178] ; [73 50],[379.64347826 187.35652174] ; [82.35652174 40.64347826],0
u4,1,0.049288,3.865516,[  8 560] ; [  5 118],[ 10.68596237 557.31403763] ; [  2.31403763 120.68596237],0
s7,1,0.049639,3.853597,[264 281] ; [45 72],[254.38821752 290.61178248] ; [54.61178248 62.38821752],0
s2,1,0.056192,3.64635,[286 276] ; [50 71],[276.47437775 285.52562225] ; [59.52562225 61.47437775],0
a3,1,0.06664,3.363896,[404 161] ; [77 45],[395.58224163 169.41775837] ; [85.41775837 36.58224163],0
s6,1,0.133261,2.254094,[372 186] ; [72 49],[364.87776141 193.12223859] ; [79.12223859 41.87776141],0
d4,1,0.140797,2.169232,[465 101] ; [94 29],[459.20754717 106.79245283] ; [99.79245283 23.20754717],0
n3,1,0.154579,2.026471,[91 28] ; [26 14],[87.56603774 31.43396226] ; [29.43396226 10.56603774],0
d1,1,0.162956,1.946578,[339 229] ; [65 58],[332.08683068 235.91316932] ; [71.91316932 51.08683068],0
s8,1,0.237088,1.397824,[246 319] ; [46 76],[240.14556041 324.85443959] ; [51.85443959 70.14556041],0
a2,1,0.239616,1.382854,[144 424] ; [25 98],[138.91751085 429.08248915] ; [30.08248915 92.91751085],0
v3,1,0.254408,1.298935,[217 340] ; [39 78],[211.56083086 345.43916914] ; [44.43916914 72.56083086],0
p1,1,0.25749,1.282201,[ 31 536] ; [ 10 113],[ 33.69130435 533.30869565] ; [  7.30869565 115.69130435],0
n1,1,0.299642,1.075787,[40 78] ; [18 24],[42.775 75.225] ; [15.225 26.775],0
v2,1,0.311402,1.024719,[316 236] ; [61 56],[311.06726457 240.93273543] ; [65.93273543 51.06726457],0
s5,1,0.346789,0.88517,[174 378] ; [32 86],[169.71940299 382.28059701] ; [36.28059701 81.71940299],0
u2,1,0.463728,0.536881,[82 80] ; [20 25],[79.82608696 82.17391304] ; [22.17391304 22.82608696],0
p12,1,0.658371,0.195508,[ 31 534] ; [  8 115],[ 32.02761628 532.97238372] ; [  6.97238372 116.02761628],0
b2,1,0.711194,0.137088,[122 209] ; [27 51],[120.58435208 210.41564792] ; [28.41564792 49.58435208],0
b3,1,0.711194,0.137088,[122 209] ; [27 51],[120.58435208 210.41564792] ; [28.41564792 49.58435208],0
a4,1,0.747471,0.103669,[257 309] ; [53 68],[255.40029112 310.59970888] ; [54.59970888 66.40029112],0
u1,1,0.771669,0.084211,[108 460] ; [ 22 101],[106.85962373 461.14037627] ; [23.14037627 99.85962373],0
u3,1,0.821765,0.050749,[85 77] ; [25 21],[85.67307692 76.32692308] ; [24.32692308 21.67307692],0
b4,1,0.911027,0.012486,[334 234] ; [73 50],[334.552822 233.447178] ; [72.447178 50.552822],0
b5,1,0.940647,0.005544,[353 215] ; [76 47],[352.63675832 215.36324168] ; [76.36324168 46.63675832],0
d2,1,0.971384,0.001287,[277 289] ; [59 62],[276.8209607 289.1790393] ; [59.1790393 61.8209607],0
n2,1,0.991854,0.000104,[87 31] ; [31 11],[87.025 30.975] ; [30.975 11.025],0
