Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,87.686788,[234  29] ; [47 62],[198.66397849  64.33602151] ; [82.33602151 26.66397849],1
n6,1,0.0,48.943116,[231  30] ; [61 48],[205.97837838  55.02162162] ; [86.02162162 22.97837838],1
p10,1,2e-06,22.446147,[212  47] ; [63 45],[194.07356948  64.92643052] ; [80.92643052 27.07356948],1
p9,1,1.2e-05,19.163657,[215  42] ; [67 40],[199.1043956  57.8956044] ; [82.8956044 24.1043956],1
p11,1,1.7e-05,18.501382,[211  52] ; [64 45],[194.42204301  68.57795699] ; [80.57795699 28.42204301],1
a8,1,0.000222,13.63377,[ 36 204] ; [ 1 95],[ 26.42857143 213.57142857] ; [10.57142857 85.42857143],1
p4,1,0.00833,6.961158,[154 107] ; [47 60],[142.55706522 118.44293478] ; [58.44293478 48.55706522],0
a2,1,0.018596,5.539109,[ 85 178] ; [22 87],[ 75.64784946 187.35215054] ; [31.35215054 77.64784946],0
u1,1,0.028646,4.788733,[ 54 209] ; [12 97],[ 46.66129032 216.33870968] ; [19.33870968 89.66129032],0
v1,1,0.041358,4.161267,[131 126] ; [42 65],[122.1456044 134.8543956] ; [50.8543956 56.1456044],0
p2,1,0.041555,4.15322,[212  48] ; [77 30],[204.74114441  55.25885559] ; [84.25885559 22.74114441],0
v4,1,0.057512,3.60772,[242  20] ; [92 15],[237.14905149  24.85094851] ; [96.85094851 10.14905149],0
d2,1,0.058617,3.576084,[142 117] ; [48 61],[133.72282609 125.27717391] ; [56.27717391 52.72282609],0
s4,1,0.072214,3.231967,[ 33 224] ; [22 87],[ 38.62021858 218.37978142] ; [16.37978142 92.62021858],0
p5,1,0.074405,3.183055,[ 27 233] ; [  5 103],[ 22.60869565 237.39130435] ; [ 9.39130435 98.60869565],0
p7,1,0.079596,3.07313,[150 108] ; [52 56],[142.39344262 115.60655738] ; [59.60655738 48.39344262],0
n1,1,0.08117,3.041313,[23 36] ; [ 7 26],[19.23913043 39.76086957] ; [10.76086957 22.23913043],0
p1,1,0.082668,3.011653,[ 27 236] ; [  5 102],[ 22.74594595 240.25405405] ; [ 9.25405405 97.74594595],0
r4,1,0.093814,2.807686,[228  35] ; [87 22],[222.7016129  40.2983871] ; [92.2983871 16.7016129],0
v3,1,0.116552,2.463057,[ 91 163] ; [28 75],[ 84.66666667 169.33333333] ; [34.33333333 68.66666667],0
a4,1,0.123525,2.372042,[145 116] ; [51 58],[138.25945946 122.74054054] ; [57.74054054 51.25945946],0
p8,1,0.15674,2.005404,[129 128] ; [45 62],[122.85164835 134.14835165] ; [51.14835165 55.85164835],0
n2,1,0.165259,1.925437,[47 14] ; [21 12],[44.12765957 16.87234043] ; [23.87234043  9.12765957],0
d3,1,0.180534,1.793221,[184  78] ; [84 25],[189.26145553  72.73854447] ; [78.73854447 30.26145553],0
u3,1,0.18173,1.783417,[30 33] ; [17 10],[32.9 30.1] ; [14.1 12.9],0
p3,1,0.19077,1.711659,[119 141] ; [41 66],[113.35149864 146.64850136] ; [46.64850136 60.35149864],0
a1,1,0.195106,1.678633,[ 19 244] ; [  4 105],[ 16.26075269 246.73924731] ; [  6.73924731 102.26075269],0
d4,1,0.227825,1.454389,[215  47] ; [95 14],[218.92183288  43.07816712] ; [91.07816712 17.92183288],0
p6,1,0.268194,1.225959,[ 71 187] ; [23 82],[ 66.80991736 191.19008264] ; [27.19008264 77.80991736],0
s7,1,0.301424,1.067883,[ 74 177] ; [24 76],[ 70.07977208 180.92022792] ; [27.92022792 72.07977208],0
