Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,184.747186,[494  54] ; [59 91],[434.16045845 113.83954155] ; [118.83954155  31.16045845],1
n6,1,0.0,65.904812,[508  38] ; [102  47],[479.22302158  66.77697842] ; [130.77697842  18.22302158],1
v1,1,0.0,28.253107,[330 203] ; [54 91],[301.87610619 231.12389381] ; [82.12389381 62.87610619],1
p4,1,8e-06,20.052204,[364 182] ; [70 80],[340.46551724 205.53448276] ; [93.53448276 56.46551724],1
v3,1,0.000392,12.567851,[237 291] ; [ 41 103],[218.42857143 309.57142857] ; [59.57142857 84.42857143],1
p11,1,0.001168,10.540437,[473  75] ; [113  37],[460.06876791  87.93123209] ; [125.93123209  24.06876791],0
p3,1,0.001394,10.214077,[309 236] ; [63 87],[291.71223022 253.28776978] ; [80.28776978 69.71223022],0
s7,1,0.002026,9.525724,[289 231] ; [61 87],[272.45508982 247.54491018] ; [77.54491018 70.45508982],0
s8,1,0.003326,8.619169,[273 271] ; [55 95],[257.10662824 286.89337176] ; [70.89337176 79.10662824],0
a8,1,0.003959,8.302598,[ 75 423] ; [  8 131],[ 64.88854003 433.11145997] ; [ 18.11145997 120.88854003],0
r4,1,0.005956,7.563433,[520  28] ; [133  17],[512.67048711  35.32951289] ; [140.32951289   9.67048711],0
p8,1,0.006147,7.506785,[318 222] ; [69 80],[303.30914369 236.69085631] ; [83.69085631 65.30914369],0
p5,1,0.006629,7.370901,[ 78 465] ; [  9 140],[ 68.26734104 474.73265896] ; [ 18.73265896 130.26734104],0
s4,1,0.007697,7.10257,[ 86 455] ; [ 38 112],[ 97.08248915 443.91751085] ; [ 26.91751085 123.08248915],0
n2,1,0.008882,6.846494,[82 16] ; [26 15],[76.14388489 21.85611511] ; [31.85611511  9.14388489],0
p6,1,0.009834,6.664702,[224 317] ; [ 44 104],[210.43251089 330.56748911] ; [57.56748911 90.43251089],0
u1,1,0.013959,6.043332,[110 438] ; [ 17 133],[ 99.70773639 448.29226361] ; [ 27.29226361 122.70773639],0
a2,1,0.019064,5.495653,[146 402] ; [ 26 124],[135.03724928 412.96275072] ; [ 36.96275072 113.03724928],0
p7,1,0.027527,4.857461,[367 166] ; [87 60],[355.85588235 177.14411765] ; [98.14411765 48.85588235],0
d2,1,0.030404,4.686321,[276 269] ; [61 89],[264.26618705 280.73381295] ; [72.73381295 77.26618705],0
s6,1,0.032063,4.595144,[385 150] ; [93 55],[374.42166911 160.57833089] ; [103.57833089  44.42166911],0
a4,1,0.041588,4.151892,[259 288] ; [57 93],[247.99426112 299.00573888] ; [68.00573888 81.99426112],0
a3,1,0.043705,4.06793,[409 137] ; [100  50],[399.30172414 146.69827586] ; [109.69827586  40.30172414],0
p2,1,0.047865,3.914716,[477  68] ; [121  28],[469.61095101  75.38904899] ; [128.38904899  20.61095101],0
b1,1,0.061614,3.493408,[206 342] ; [ 44 106],[196.27507163 351.72492837] ; [53.72492837 96.27507163],0
r1,1,0.063206,3.451202,[458  89] ; [115  34],[450.33189655  96.66810345] ; [122.66810345  26.33189655],0
n1,1,0.069089,3.304542,[42 55] ; [11 30],[37.25362319 59.74637681] ; [15.74637681 25.25362319],0
a5,1,0.0691,3.304271,[423 125] ; [105  45],[414.53295129 133.46704871] ; [113.46704871  36.53295129],0
p12,1,0.072256,3.231012,[ 55 490] ; [  8 142],[ 49.4028777 495.5971223] ; [ 13.5971223 136.4028777],0
a7,1,0.078554,3.094562,[398 149] ; [119  30],[406.3204023 140.6795977] ; [110.6795977  38.3204023],0
s2,1,0.081101,3.042692,[306 237] ; [72 77],[296.60982659 246.39017341] ; [81.39017341 67.60982659],0
u2,1,0.122321,2.387344,[76 63] ; [33 16],[80.59042553 58.40957447] ; [28.40957447 20.59042553],0
d3,1,0.126337,2.336952,[379 167] ; [113  36],[386.52086331 159.47913669] ; [105.47913669  43.52086331],0
u3,1,0.146452,2.108825,[79 60] ; [33 15],[83.2513369 55.7486631] ; [28.7486631 19.2513369],0
s3,1,0.161262,1.962356,[327 214] ; [80 68],[319.57474601 221.42525399] ; [87.42525399 60.57474601],0
b2,1,0.174986,1.839698,[138 194] ; [27 54],[132.63922518 199.36077482] ; [32.36077482 48.63922518],0
b3,1,0.174986,1.839698,[138 194] ; [27 54],[132.63922518 199.36077482] ; [32.36077482 48.63922518],0
p9,1,0.180734,1.79158,[518  28] ; [138  12],[514.62068966  31.37931034] ; [141.37931034   8.62068966],0
s5,1,0.193671,1.68947,[202 325] ; [46 96],[195.36023916 331.63976084] ; [52.63976084 89.36023916],0
v2,1,0.237284,1.39666,[312 213] ; [76 65],[305.85585586 219.14414414] ; [82.14414414 58.85585586],0
b4,1,0.270158,1.215944,[316 232] ; [94 56],[321.89111748 226.10888252] ; [88.10888252 61.89111748],0
a6,1,0.318821,0.993775,[387 159] ; [100  50],[382.04310345 163.95689655] ; [104.95689655  45.04310345],0
s1,1,0.363383,0.826169,[ 14 526] ; [  6 144],[ 15.65217391 524.34782609] ; [  4.34782609 145.65217391],0
r3,1,0.41948,0.651773,[525  21] ; [142   8],[523.25  22.75] ; [143.75   6.25],0
d1,1,0.427365,0.629974,[341 207] ; [88 62],[336.80802292 211.19197708] ; [92.19197708 57.80802292],0
b5,1,0.449509,0.571891,[321 227] ; [93 57],[325.03151862 222.96848138] ; [88.96848138 61.03151862],0
v4,1,0.504435,0.445594,[534  13] ; [144   5],[532.85344828  14.14655172] ; [145.14655172   3.85344828],0
a1,1,0.69927,0.149232,[ 26 522] ; [  6 144],[ 25.12320917 522.87679083] ; [  6.87679083 143.12320917],0
n3,1,0.712318,0.135973,[74 24] ; [29 11],[73.14492754 24.85507246] ; [29.85507246 10.14492754],0
d4,1,0.725158,0.123604,[452  94] ; [126  24],[453.43103448  92.56896552] ; [124.56896552  25.43103448],0
p1,1,0.788812,0.071745,[ 52 495] ; [ 13 135],[ 51.15827338 495.84172662] ; [ 13.84172662 134.15827338],0
d5,1,0.983553,0.000425,[454  92] ; [124  25],[454.08345324  91.91654676] ; [123.91654676  25.08345324],0
