Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,25.875821,[260  48] ; [32 26],[245.72677596  62.27322404] ; [46.27322404 11.72677596],1
s5,1,3e-06,21.947168,[135 161] ; [ 6 47],[119.58739255 176.41260745] ; [21.41260745 31.58739255],1
s7,1,5e-06,20.736797,[199  98] ; [19 36],[183.9375 113.0625] ; [34.0625 20.9375],1
s8,1,1.5e-05,18.730223,[184 122] ; [17 41],[168.97252747 137.02747253] ; [32.02747253 25.97252747],1
r4,1,4.6e-05,16.586693,[292  16] ; [46 12],[284.43715847  23.56284153] ; [53.56284153  4.43715847],1
v4,1,0.000114,14.885177,[301   6] ; [50  7],[296.03571429  10.96428571] ; [54.96428571  2.03571429],1
r3,1,0.000148,14.401791,[299   6] ; [51  7],[294.07713499  10.92286501] ; [55.92286501  2.07713499],1
a2,1,0.003235,8.669844,[102 206] ; [ 8 50],[ 92.56830601 215.43169399] ; [17.43169399 40.56830601],0
n6,1,0.004115,8.232287,[265  39] ; [42 16],[257.8121547  46.1878453] ; [49.1878453  8.8121547],0
p9,1,0.005817,7.606281,[271  33] ; [44 14],[264.53038674  39.46961326] ; [50.46961326  7.53038674],0
r1,1,0.006652,7.364735,[264  41] ; [42 16],[257.10743802  47.89256198] ; [48.89256198  9.10743802],0
u3,1,0.008116,7.007785,[58 21] ; [ 9 12],[52.93 26.07] ; [14.07  6.93],0
u1,1,0.008835,6.855966,[ 81 227] ; [ 6 52],[ 73.21311475 234.78688525] ; [13.78688525 44.21311475],0
d5,1,0.010496,6.548654,[259  47] ; [41 17],[252.1978022  53.8021978] ; [47.8021978 10.1978022],0
s4,1,0.011902,6.325405,[ 71 234] ; [ 5 53],[ 63.85674931 241.14325069] ; [12.14325069 45.85674931],0
a4,1,0.014087,6.027227,[144 164] ; [17 41],[135.4863388 172.5136612] ; [25.5136612 32.4863388],0
d1,1,0.017894,5.60646,[209  99] ; [30 28],[201.12568306 106.87431694] ; [37.87431694 20.12568306],0
p2,1,0.023766,5.111643,[268  40] ; [43 14],[262.43287671  45.56712329] ; [48.56712329  8.43287671],0
d2,1,0.025484,4.990705,[165 141] ; [22 36],[157.2032967 148.7967033] ; [29.7967033 28.2032967],0
d4,1,0.044345,4.043381,[268  38] ; [45 13],[263.12637363  42.87362637] ; [49.87362637  8.12637363],0
p7,1,0.045443,4.002106,[199  96] ; [30 26],[192.46438746 102.53561254] ; [36.53561254 19.46438746],0
p10,1,0.067475,3.34339,[259  45] ; [43 14],[254.31578947  49.68421053] ; [47.68421053  9.31578947],0
p8,1,0.096139,2.768459,[165 140] ; [24 33],[159.24033149 145.75966851] ; [29.75966851 27.24033149],0
b5,1,0.106361,2.607479,[204 104] ; [32 26],[198.6010929 109.3989071] ; [37.3989071 20.6010929],0
p5,1,0.10835,2.578123,[ 40 266] ; [ 3 52],[ 36.44875346 269.55124654] ; [ 6.55124654 48.44875346],0
a3,1,0.113108,2.510253,[227  80] ; [37 21],[222.04931507  84.95068493] ; [41.95068493 16.04931507],0
p4,1,0.126426,2.335849,[196 110] ; [31 27],[190.82967033 115.17032967] ; [36.17032967 21.82967033],0
b4,1,0.12905,2.3039,[192 116] ; [30 28],[186.81967213 121.18032787] ; [35.18032787 22.81967213],0
r2,1,0.13615,2.220937,[298   6] ; [53  3],[296.4   7.6] ; [54.6  1.4],0
d3,1,0.151624,2.055833,[247  59] ; [42 16],[242.95054945  63.04945055] ; [46.04945055 11.95054945],0
u2,1,0.170002,1.882925,[50 28] ; [10 11],[47.27272727 30.72727273] ; [12.72727273  8.27272727],0
n1,1,0.180333,1.794881,[23 38] ; [9 7],[25.35064935 35.64935065] ; [6.64935065 9.35064935],0
v2,1,0.195539,1.67538,[176 116] ; [28 27],[171.66570605 120.33429395] ; [32.33429395 22.66570605],0
p1,1,0.222515,1.488075,[ 32 274] ; [ 3 54],[ 29.50413223 276.49586777] ; [ 5.49586777 51.50413223],0
b2,1,0.226758,1.461081,[ 60 120] ; [15 19],[ 63.08411215 116.91588785] ; [11.91588785 22.08411215],0
b3,1,0.226758,1.461081,[ 60 120] ; [15 19],[ 63.08411215 116.91588785] ; [11.91588785 22.08411215],0
