Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,28.893485,[93 15] ; [21 26],[79.43225806 28.56774194] ; [34.56774194 12.43225806],1
s7,1,0.001333,10.296141,[55 49] ; [11 34],[46.06711409 57.93288591] ; [19.93288591 25.06711409],0
p5,1,0.012541,6.232738,[17 89] ; [ 1 47],[12.38961039 93.61038961] ; [ 5.61038961 42.38961039],0
b3,1,0.015717,5.8343,[34 39] ; [ 6 23],[28.62745098 44.37254902] ; [11.37254902 17.62745098],0
b2,1,0.015717,5.8343,[34 39] ; [ 6 23],[28.62745098 44.37254902] ; [11.37254902 17.62745098],0
d5,1,0.015894,5.814512,[71 36] ; [22 26],[64.2 42.8] ; [28.8 19.2],0
v3,1,0.016044,5.798019,[27 79] ; [ 4 43],[21.47712418 84.52287582] ; [ 9.52287582 37.47712418],0
n6,1,0.017739,5.621723,[86 21] ; [30 18],[80.07741935 26.92258065] ; [35.92258065 12.07741935],0
r1,1,0.019732,5.435475,[73 35] ; [23 25],[66.46153846 41.53846154] ; [29.53846154 18.46153846],0
s6,1,0.022141,5.234704,[65 39] ; [20 27],[58.54304636 45.45695364] ; [26.45695364 20.54304636],0
d1,1,0.027711,4.845943,[47 61] ; [12 36],[40.84615385 67.15384615] ; [18.15384615 29.84615385],0
p2,1,0.032415,4.576415,[78 28] ; [27 21],[72.27272727 33.72727273] ; [32.72727273 15.27272727],0
r2,1,0.033613,4.514303,[93 14] ; [35 13],[88.36129032 18.63870968] ; [39.63870968  8.36129032],0
a5,1,0.035762,4.408431,[71 37] ; [23 25],[65.07692308 42.92307692] ; [28.92307692 19.07692308],0
n1,1,0.037707,4.318182,[17 19] ; [ 5 19],[13.2 22.8] ; [ 8.8 15.2],0
s8,1,0.070017,3.282626,[44 64] ; [12 35],[39.01935484 68.98064516] ; [16.98064516 30.01935484],0
p10,1,0.070473,3.271968,[72 35] ; [25 23],[66.96129032 40.03870968] ; [30.03870968 17.96129032],0
s3,1,0.111956,2.526396,[61 45] ; [21 27],[56.44155844 49.55844156] ; [25.55844156 22.44155844],0
a3,1,0.1341,2.244385,[69 39] ; [24 23],[64.8 43.2] ; [28.2 18.8],0
