Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000102,15.102103,[75  9] ; [17 13],[67.78947368 16.21052632] ; [24.21052632  5.78947368],1
n5,1,0.000887,11.049811,[66 18] ; [15 17],[58.65517241 25.34482759] ; [22.34482759  9.65517241],1
p8,1,0.002421,9.199605,[50 32] ; [ 9 22],[42.81415929 39.18584071] ; [16.18584071 14.81415929],0
n6,1,0.003578,8.486446,[72 11] ; [20 12],[66.4 16.6] ; [25.6  6.4],0
p9,1,0.005212,7.804473,[76  8] ; [20  9],[71.36283186 12.63716814] ; [24.63716814  4.36283186],0
n4,1,0.021176,5.312275,[61 23] ; [16 16],[55.75862069 28.24137931] ; [21.24137931 10.75862069],0
p7,1,0.036229,4.38629,[58 22] ; [16 15],[53.33333333 26.66666667] ; [20.66666667 10.33333333],0
p2,1,0.083602,2.993448,[72 12] ; [23  9],[68.79310345 15.20689655] ; [26.20689655  5.79310345],0
p6,1,0.084032,2.985134,[39 44] ; [ 9 22],[34.94736842 48.05263158] ; [13.05263158 17.94736842],0
v4,1,0.100706,2.694328,[81  2] ; [29  3],[79.39130435  3.60869565] ; [30.60869565  1.39130435],0
b1,1,0.112886,2.513342,[31 53] ; [17 15],[34.75862069 49.24137931] ; [13.24137931 18.75862069],0
d2,1,0.121739,2.394801,[39 45] ; [20 12],[42.72413793 41.27586207] ; [16.27586207 15.72413793],0
p4,1,0.126295,2.337462,[55 29] ; [16 16],[51.4137931 32.5862069] ; [19.5862069 12.4137931],0
p1,1,0.163419,1.942301,[ 6 78] ; [ 5 27],[ 7.96551724 76.03448276] ; [ 3.03448276 28.96551724],0
r3,1,0.175875,1.832143,[81  3] ; [27  3],[79.57894737  4.42105263] ; [28.42105263  1.57894737],0
p3,1,0.196191,1.670507,[48 36] ; [14 18],[44.89655172 39.10344828] ; [17.10344828 14.89655172],0
s8,1,0.219921,1.504884,[50 34] ; [15 17],[47.06896552 36.93103448] ; [17.93103448 14.06896552],0
n3,1,0.23314,1.421602,[11  5] ; [13  2],[12.38709677  3.61290323] ; [11.61290323  3.38709677],0
d5,1,0.272924,1.201989,[66 18] ; [28  4],[68.06896552 15.93103448] ; [25.93103448  6.06896552],0
s7,1,0.279076,1.171583,[62 22] ; [17 10],[59.78378378 24.21621622] ; [19.21621622  7.78378378],0
n1,1,0.283391,1.150758,[ 6 10] ; [ 3 12],[ 4.64516129 11.35483871] ; [ 4.35483871 10.64516129],0
s6,1,0.295134,1.096052,[76  6] ; [25  4],[74.61261261  7.38738739] ; [26.38738739  2.61261261],0
v3,1,0.301506,1.06752,[27 56] ; [ 7 24],[24.75438596 58.24561404] ; [ 9.24561404 21.75438596],0
b5,1,0.326535,0.962592,[53 31] ; [17 15],[50.68965517 33.31034483] ; [19.31034483 12.68965517],0
u2,1,0.371776,0.797721,[16 10] ; [4 5],[14.85714286 11.14285714] ; [5.14285714 3.85714286],0
p12,1,0.435631,0.607765,[ 6 78] ; [ 1 30],[ 5.11304348 78.88695652] ; [ 1.88695652 29.11304348],0
b4,1,0.458227,0.550223,[51 33] ; [17 15],[49.24137931 34.75862069] ; [18.75862069 13.24137931],0
r4,1,0.468056,0.526561,[75  9] ; [27  5],[73.86206897 10.13793103] ; [28.13793103  3.86206897],0
u1,1,0.483489,0.490984,[18 66] ; [ 5 27],[16.65517241 67.34482759] ; [ 6.34482759 25.65517241],0
r2,1,0.501545,0.451665,[81  3] ; [29  2],[80.34782609  3.65217391] ; [29.65217391  1.34782609],0
a7,1,0.51163,0.430732,[55 29] ; [23  9],[56.48275862 27.51724138] ; [21.51724138 10.48275862],0
u3,1,0.543999,0.368179,[20  6] ; [6 3],[19.31428571  6.68571429] ; [6.68571429 2.31428571],0
p5,1,0.574462,0.315274,[ 8 76] ; [ 2 30],[ 7.24137931 76.75862069] ; [ 2.75862069 29.24137931],0
r1,1,0.577196,0.31079,[67 17] ; [24  8],[65.89655172 18.10344828] ; [25.10344828  6.89655172],0
a6,1,0.585147,0.297988,[57 27] ; [20 12],[55.75862069 28.24137931] ; [21.24137931 10.75862069],0
n2,1,0.598309,0.277555,[13  3] ; [11  4],[12.38709677  3.61290323] ; [11.61290323  3.38709677],0
a5,1,0.631229,0.230398,[59 25] ; [21 11],[57.93103448 26.06896552] ; [22.06896552  9.93103448],0
a2,1,0.65058,0.20517,[19 65] ; [ 6 26],[18.10344828 65.89655172] ; [ 6.89655172 25.10344828],0
d4,1,0.668732,0.183089,[68 16] ; [27  5],[68.79310345 15.20689655] ; [26.20689655  5.79310345],0
d3,1,0.700493,0.147959,[60 24] ; [24  8],[60.82758621 23.17241379] ; [23.17241379  8.82758621],0
b3,1,0.702391,0.145997,[10 40] ; [3 9],[10.48387097 39.51612903] ; [2.51612903 9.48387097],0
b2,1,0.702391,0.145997,[10 40] ; [3 9],[10.48387097 39.51612903] ; [2.51612903 9.48387097],0
a8,1,0.712415,0.135877,[ 4 75] ; [ 2 27],[ 4.38888889 74.61111111] ; [ 1.61111111 27.38888889],0
