Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,23.221295,[44 15] ; [ 9 28],[32.57291667 26.42708333] ; [20.42708333 16.57291667],1
p9,1,0.000123,14.750833,[50 10] ; [16 19],[41.68421053 18.31578947] ; [24.31578947 10.68421053],1
r3,1,0.002441,9.183941,[50 10] ; [21 17],[43.46938776 16.53061224] ; [27.53061224 10.46938776],0
s8,1,0.002681,9.012549,[23 37] ; [ 4 34],[16.53061224 43.46938776] ; [10.46938776 27.53061224],0
n5,1,0.010274,6.586697,[49 11] ; [22 16],[43.46938776 16.53061224] ; [27.53061224 10.46938776],0
p2,1,0.013182,6.144465,[42 16] ; [18 20],[36.25 21.75] ; [23.75 14.25],0
a3,1,0.014454,5.981853,[38 22] ; [14 23],[32.16494845 27.83505155] ; [19.83505155 17.16494845],0
n6,1,0.015759,5.829517,[47 13] ; [21 17],[41.63265306 18.36734694] ; [26.36734694 11.63265306],0
u2,1,0.01797,5.599084,[12 10] ; [ 5 19],[ 8.13043478 13.86956522] ; [ 8.86956522 15.13043478],0
s6,1,0.018767,5.523072,[32 27] ; [11 26],[26.42708333 32.57291667] ; [16.57291667 20.42708333],0
p6,1,0.024701,5.044698,[20 37] ; [ 5 31],[15.32258065 41.67741935] ; [ 9.67741935 26.32258065],0
d5,1,0.039534,4.237752,[38 22] ; [16 22],[33.06122449 26.93877551] ; [20.93877551 17.06122449],0
v2,1,0.054131,3.708647,[25 32] ; [ 9 28],[20.61702128 36.38297872] ; [13.38297872 23.61702128],0
s7,1,0.077949,3.107147,[24 35] ; [ 8 27],[20.08510638 38.91489362] ; [11.91489362 23.08510638],0
v4,1,0.082863,3.007827,[48 11] ; [25 13],[44.40206186 14.59793814] ; [28.59793814  9.40206186],0
p4,1,0.095722,2.77542,[31 28] ; [13 24],[27.04166667 31.95833333] ; [16.95833333 20.04166667],0
p5,1,0.111464,2.533338,[ 7 53] ; [ 1 37],[ 4.89795918 55.10204082] ; [ 3.10204082 34.89795918],0
n3,1,0.11769,2.447802,[19  7] ; [9 9],[16.54545455  9.45454545] ; [11.45454545  6.54545455],0
n2,1,0.134611,2.238502,[20  6] ; [10  8],[17.72727273  8.27272727] ; [12.27272727  5.72727273],0
v1,1,0.138117,2.198809,[23 36] ; [ 9 28],[19.66666667 39.33333333] ; [12.33333333 24.66666667],0
b3,1,0.138682,2.192521,[10 33] ; [ 9 13],[12.56923077 30.43076923] ; [ 6.43076923 15.56923077],0
b2,1,0.138682,2.192521,[10 33] ; [ 9 13],[12.56923077 30.43076923] ; [ 6.43076923 15.56923077],0
a4,1,0.144743,2.126796,[25 35] ; [10 27],[21.64948454 38.35051546] ; [13.35051546 23.64948454],0
a1,1,0.150685,2.065307,[ 3 57] ; [ 5 33],[ 4.89795918 55.10204082] ; [ 3.10204082 34.89795918],0
p8,1,0.154747,2.024821,[24 34] ; [10 27],[20.75789474 37.24210526] ; [13.24210526 23.75789474],0
r4,1,0.201963,1.628123,[30 30] ; [14 24],[26.93877551 33.06122449] ; [17.06122449 20.93877551],0
v3,1,0.216099,1.53009,[16 43] ; [ 6 31],[13.52083333 45.47916667] ; [ 8.47916667 28.52083333],0
p7,1,0.243376,1.360933,[32 27] ; [16 22],[29.19587629 29.80412371] ; [18.80412371 19.19587629],0
a6,1,0.256532,1.287379,[20 40] ; [17 21],[22.65306122 37.34693878] ; [14.34693878 23.65306122],0
a5,1,0.278641,1.173708,[32 28] ; [16 22],[29.3877551 30.6122449] ; [18.6122449 19.3877551],0
n4,1,0.293352,1.104172,[41 19] ; [22 16],[38.57142857 21.42857143] ; [24.42857143 13.57142857],0
p1,1,0.295796,1.093054,[ 9 51] ; [ 3 35],[ 7.34693878 52.65306122] ; [ 4.65306122 33.34693878],0
u1,1,0.313926,1.014084,[ 1 59] ; [ 2 36],[ 1.83673469 58.16326531] ; [ 1.16326531 36.83673469],0
s2,1,0.315519,1.007431,[25 35] ; [12 26],[22.65306122 37.34693878] ; [14.34693878 23.65306122],0
d3,1,0.333589,0.934914,[18 42] ; [15 23],[20.20408163 39.79591837] ; [12.79591837 25.20408163],0
p3,1,0.397344,0.71635,[22 37] ; [11 27],[20.07216495 38.92783505] ; [12.92783505 25.07216495],0
